name,toll_type,nh_number,state,district,district_code,latitude,longitude,booth_count,source_url
SIRSA Toll Plaza,national_highway,NH 9,Haryana,SIRSA,79.0,29.880674,74.793739,2,https://www.openstreetmap.org
Bhagan Toll Plaza,national_highway,NH 44,Haryana,SONIPAT,76.0,29.053094,77.065502,1,https://www.openstreetmap.org
SONIPAT Toll Plaza,national_highway,NH 334B,Haryana,SONIPAT,76.0,28.922294,76.952937,2,https://www.openstreetmap.org
SONIPAT Toll Plaza,national_highway,NH 44,Haryana,SONIPAT,76.0,29.075711,77.059358,1,https://www.openstreetmap.org
SONIPAT Toll Plaza,national_highway,NH 44,Haryana,SONIPAT,76.0,29.071648,77.060758,1,https://www.openstreetmap.org
SONIPAT Toll Plaza,highway_toll,NH 344P,Haryana,SONIPAT,76.0,28.910149,77.0253,2,https://www.openstreetmap.org
SONIPAT Toll Plaza,highway_toll,NH 44,Haryana,SONIPAT,76.0,28.91706,77.161149,2,https://www.openstreetmap.org
SONIPAT Toll Plaza,expressway_toll,NH 352A,Haryana,SONIPAT,76.0,29.22647,76.594153,2,https://www.openstreetmap.org
Damla toll plaza,highway_toll,NH 344,Haryana,YAMUNANAGAR,71.0,30.080602,77.209858,1,https://www.openstreetmap.org
YAMUNANAGAR Toll Plaza,national_highway,NH 344,Haryana,YAMUNANAGAR,71.0,30.211295,77.194362,2,https://www.openstreetmap.org
Yol Cannt Toll,highway_toll,NH 503,Himachal Pradesh,KANGRA,24.0,32.184553,76.369334,1,https://www.openstreetmap.org
KULLU Toll Plaza,national_highway,NH 3,Himachal Pradesh,KULLU,26.0,31.899442,77.14581,2,https://www.openstreetmap.org
KULLU Toll Plaza,national_highway,NH 3,Himachal Pradesh,KULLU,26.0,32.07179,77.130201,1,https://www.openstreetmap.org
MANDI Toll Plaza,national_highway,NH 3,Himachal Pradesh,MANDI,27.0,31.798948,77.188933,2,https://www.openstreetmap.org
SOLAN Toll Plaza,national_highway,NH 5,Himachal Pradesh,SOLAN,31.0,30.83611,76.96847,2,https://www.openstreetmap.org
SOLAN Toll Plaza,national_highway,NH 5,Himachal Pradesh,SOLAN,31.0,30.890439,77.005708,2,https://www.openstreetmap.org
Qazigund Toll Plaza,national_highway,NH 44,Jammu and Kashmir,ANANTNAG,14.0,33.567863,75.185952,2,https://www.openstreetmap.org
Ban Toll Plaza,national_highway,NH 44,Jammu and Kashmir,JAMMU,21.0,32.83901,74.940368,9,https://www.openstreetmap.org
Lakhanpur/ Rajbagh,national_highway,NH 44,Jammu and Kashmir,KATHUA,7.0,32.382259,75.598927,3,https://www.openstreetmap.org
Lakhanpur/ Rajbagh,national_highway,NH 44,Jammu and Kashmir,KATHUA,7.0,32.382414,75.603666,1,https://www.openstreetmap.org
Kachkoot,national_highway,NH 44,Jammu and Kashmir,PULWAMA,12.0,33.874389,75.043276,13,https://www.openstreetmap.org
Banihal Toll Plaza,national_highway,NH 44,Jammu and Kashmir,RAMBAN,17.0,33.477534,75.184131,8,https://www.openstreetmap.org
Nashri Toll Plaza,national_highway,NH 44,Jammu and Kashmir,RAMBAN,17.0,33.130561,75.294209,5,https://www.openstreetmap.org
Sarore Toll Plaza,national_highway,NH 44,Jammu and Kashmir,SAMBA,22.0,32.611758,74.938124,10,https://www.openstreetmap.org
Chenani Tunnel Toll Plaza,national_highway,NH 44,Jammu and Kashmir,UDHAMPUR,19.0,33.046157,75.278299,5,https://www.openstreetmap.org
BOKARO Toll Plaza,national_highway,NH 18,Jharkhand,BOKARO,355.0,23.70795,86.200838,1,https://www.openstreetmap.org
BOKARO Toll Plaza,national_highway,NH 320,Jharkhand,BOKARO,355.0,23.668346,86.045222,1,https://www.openstreetmap.org
Beliyad,national_highway,NH 19,Jharkhand,DHANBAD,354.0,23.763826,86.798807,2,https://www.openstreetmap.org
DUMKA Toll Plaza,national_highway,NH 133,Jharkhand,DUMKA,362.0,24.542183,86.959412,1,https://www.openstreetmap.org
EAST SINGHBHUM Toll Plaza,national_highway,NH 18,Jharkhand,EAST SINGHBHUM,357.0,22.445962,86.598186,2,https://www.openstreetmap.org
GIRIDIH Toll Plaza,national_highway,NH 114A,Jharkhand,GIRIDIH,349.0,24.284996,86.348656,2,https://www.openstreetmap.org
GIRIDIH Toll Plaza,national_highway,NH 19,Jharkhand,GIRIDIH,349.0,24.007651,85.985276,2,https://www.openstreetmap.org
Ghanghri,national_highway,NH 19,Jharkhand,GIRIDIH,349.0,24.030093,85.948531,2,https://www.openstreetmap.org
HAZARIBAGH Toll Plaza,national_highway,NH 20,Jharkhand,HAZARIBAGH,360.0,24.044482,85.386234,2,https://www.openstreetmap.org
Rasoiya Dhamna,national_highway,NH 19,Jharkhand,HAZARIBAGH,360.0,24.32352,85.388083,2,https://www.openstreetmap.org
RAMGARH Toll Plaza,national_highway,NH 320,Jharkhand,RAMGARH,361.0,23.54875,85.756831,1,https://www.openstreetmap.org
RANCHI Toll Plaza,national_highway,NH 20,Jharkhand,RANCHI,364.0,23.405098,85.467859,2,https://www.openstreetmap.org
RANCHI Toll Plaza,national_highway,NH 20,Jharkhand,RANCHI,364.0,23.542703,85.502899,3,https://www.openstreetmap.org
SARAIKELA-KHARSAWAN Toll Plaza,national_highway,NH 43,Jharkhand,SARAIKELA-KHARSAWAN,369.0,22.841574,86.053558,2,https://www.openstreetmap.org
SARAIKELA-KHARSAWAN Toll Plaza,national_highway,NH 118,Jharkhand,SARAIKELA-KHARSAWAN,369.0,22.799745,86.143379,2,https://www.openstreetmap.org
SARAIKELA-KHARSAWAN Toll Plaza,national_highway,NH 43,Jharkhand,SARAIKELA-KHARSAWAN,369.0,22.890113,86.063343,1,https://www.openstreetmap.org
SARAIKELA-KHARSAWAN Toll Plaza,national_highway,NH 18,Jharkhand,SARAIKELA-KHARSAWAN,369.0,22.929939,86.063924,2,https://www.openstreetmap.org
WEST SINGHBHUM Toll Plaza,national_highway,NH 43,Jharkhand,WEST SINGHBHUM,368.0,22.6277,85.847769,1,https://www.openstreetmap.org
B\dar Toll Plaza,national_highway,NH 65,Karnataka,B\dar,558.0,17.745588,77.317841,2,https://www.openstreetmap.org
B\dar Toll Plaza,national_highway,NH 50,Karnataka,B\dar,558.0,18.095015,77.258407,1,https://www.openstreetmap.org
Bagalkot Toll Plaza,national_highway,NH 50,Karnataka,Bagalkot,556.0,16.290498,75.923452,2,https://www.openstreetmap.org
BMC Road Toll,national_highway,NH 150A,Karnataka,Ballari,565.0,15.112268,76.913219,2,https://www.openstreetmap.org
BMC Road Toll,highway_toll,NH 67,Karnataka,Ballari,565.0,15.131321,76.864113,2,https://www.openstreetmap.org
Belagavi Toll Plaza,national_highway,NH 48,Karnataka,Belagavi,555.0,15.763093,74.647819,2,https://www.openstreetmap.org
Belagavi Toll Plaza,highway_toll,NH 160,Karnataka,Belagavi,555.0,16.418734,74.539598,1,https://www.openstreetmap.org
Belagavi Toll Plaza,national_highway,NH 48,Karnataka,Belagavi,555.0,16.542196,74.31822,2,https://www.openstreetmap.org
Belagavi Toll Plaza,national_highway,NH 48,Karnataka,Belagavi,555.0,16.143363,74.516963,2,https://www.openstreetmap.org
Belagavi Toll Plaza,national_highway,NH 67,Karnataka,Belagavi,555.0,15.429886,74.510956,1,https://www.openstreetmap.org
Belagavi Toll Plaza,national_highway,NH 748,Karnataka,Belagavi,555.0,15.691524,74.503514,2,https://www.openstreetmap.org
Bengaluru (Rural) Toll Plaza,national_highway,NH 75,Karnataka,Bengaluru (Rural),583.0,13.068209,77.360605,2,https://www.openstreetmap.org
Bengaluru (Rural) Toll Plaza,national_highway,NH 48,Karnataka,Bengaluru (Rural),583.0,13.114663,77.374604,2,https://www.openstreetmap.org
Bengaluru (Rural) Toll Plaza,national_highway,NH 44,Karnataka,Bengaluru (Rural),583.0,13.204595,77.666418,1,https://www.openstreetmap.org
Bengaluru (Rural) Toll Plaza,national_highway,NH 75,Karnataka,Bengaluru (Rural),583.0,13.059457,77.770728,2,https://www.openstreetmap.org
Bengaluru (Rural) Toll Plaza,national_highway,NH 44,Karnataka,Bengaluru (Rural),583.0,13.201037,77.661403,3,https://www.openstreetmap.org
Bengaluru (Rural) Toll Plaza,expressway_toll,NH 48;75,Karnataka,Bengaluru (Rural),583.0,13.079677,77.424519,1,https://www.openstreetmap.org
Bengaluru (Rural) Toll Plaza,expressway_toll,NH 48;75,Karnataka,Bengaluru (Rural),583.0,13.081225,77.421676,1,https://www.openstreetmap.org
Bengaluru (Rural) Toll Plaza,national_highway,NH 648,Karnataka,Bengaluru (Rural),583.0,13.270892,77.3482,2,https://www.openstreetmap.org
Bengaluru (Rural) Toll Plaza,highway_toll,NH 69,Karnataka,Bengaluru (Rural),583.0,13.437926,77.510528,1,https://www.openstreetmap.org
Bengaluru (Rural) Toll Plaza,highway_toll,NH 44,Karnataka,Bengaluru (Rural),583.0,13.198195,77.70237,2,https://www.openstreetmap.org
Navayuga Devanhalli,national_highway,NH 648,Karnataka,Bengaluru (Rural),583.0,13.207434,77.762502,2,https://www.openstreetmap.org
Attibele (BETL),national_highway,NH 44,Karnataka,Bengaluru (Urban),572.0,12.776868,77.777056,2,https://www.openstreetmap.org
BETL Two Wheeler Toll Booth,national_highway,NH 44,Karnataka,Bengaluru (Urban),572.0,12.847186,77.674045,3,https://www.openstreetmap.org
Bengaluru (Urban) Toll Plaza,national_highway,NH 44,Karnataka,Bengaluru (Urban),572.0,12.858912,77.656427,2,https://www.openstreetmap.org
Bengaluru (Urban) Toll Plaza,expressway_toll,NH 275,Karnataka,Bengaluru (Urban),572.0,12.901692,77.470545,3,https://www.openstreetmap.org
Bengaluru (Urban) Toll Plaza,national_highway,NH 48,Karnataka,Bengaluru (Urban),572.0,12.936596,77.531454,2,https://www.openstreetmap.org
Bengaluru (Urban) Toll Plaza,national_highway,NH 948,Karnataka,Bengaluru (Urban),572.0,12.857521,77.528593,3,https://www.openstreetmap.org
Bengaluru (Urban) Toll Plaza,national_highway,NH 44,Karnataka,Bengaluru (Urban),572.0,12.845603,77.667532,3,https://www.openstreetmap.org
Bengaluru (Urban) Toll Plaza,highway_toll,NH 48;75,Karnataka,Bengaluru (Urban),572.0,12.990146,77.472351,5,https://www.openstreetmap.org
Bengaluru (Urban) Toll Plaza,highway_toll,NH 48;75,Karnataka,Bengaluru (Urban),572.0,13.042374,77.475218,2,https://www.openstreetmap.org
Bengaluru (Urban) Toll Plaza,national_highway,NH 948,Karnataka,Bengaluru (Urban),572.0,12.858325,77.524991,1,https://www.openstreetmap.org
Bengaluru (Urban) Toll Plaza,highway_toll,NH 44,Karnataka,Bengaluru (Urban),572.0,12.849984,77.59069,2,https://www.openstreetmap.org
Bengaluru (Urban) Toll Plaza,highway_toll,NH 275,Karnataka,Bengaluru (Urban),572.0,12.88565,77.504507,2,https://www.openstreetmap.org
Bengaluru (Urban) Toll Plaza,highway_toll,NH 275,Karnataka,Bengaluru (Urban),572.0,12.883599,77.500699,2,https://www.openstreetmap.org
Bengaluru (Urban) Toll Plaza,expressway_toll,NH 275,Karnataka,Bengaluru (Urban),572.0,12.906427,77.470638,2,https://www.openstreetmap.org
Bengaluru (Urban) Toll Plaza,expressway_toll,NH 48;75,Karnataka,Bengaluru (Urban),572.0,13.057046,77.472142,1,https://www.openstreetmap.org
Bengaluru (Urban) Toll Plaza,highway_toll,NH 948,Karnataka,Bengaluru (Urban),572.0,12.850857,77.58629,2,https://www.openstreetmap.org
Bengaluru (Urban) Toll Plaza,expressway_toll,NH 275,Karnataka,Bengaluru (Urban),572.0,12.903802,77.466234,2,https://www.openstreetmap.org
Bengaluru (Urban) Toll Plaza,expressway_toll,NH 48;75,Karnataka,Bengaluru (Urban),572.0,13.055403,77.479155,1,https://www.openstreetmap.org
Bengaluru (Urban) Toll Plaza,national_highway,NH 948,Karnataka,Bengaluru (Urban),572.0,12.858686,77.526345,1,https://www.openstreetmap.org
Bengaluru (Urban) Toll Plaza,highway_toll,NH 648,Karnataka,Bengaluru (Urban),572.0,13.213237,77.554172,2,https://www.openstreetmap.org
Bengaluru (Urban) Toll Plaza,highway_toll,NH 44,Karnataka,Bengaluru (Urban),572.0,12.850476,77.592071,1,https://www.openstreetmap.org
Bengaluru (Urban) Toll Plaza,highway_toll,NH 44,Karnataka,Bengaluru (Urban),572.0,12.738048,77.746515,1,https://www.openstreetmap.org
Bengaluru Nelamangala Tollway - Navayuga,expressway_toll,NH 48;75,Karnataka,Bengaluru (Urban),572.0,13.049667,77.494354,1,https://www.openstreetmap.org
Elevated Section/ Electronic City,national_highway,NH 44,Karnataka,Bengaluru (Urban),572.0,12.841931,77.675494,1,https://www.openstreetmap.org
Elevated Section/ Electronic City,national_highway,NH 44,Karnataka,Bengaluru (Urban),572.0,12.846278,77.671628,3,https://www.openstreetmap.org
Kaniminke Toll Plaza,national_highway,NH 275,Karnataka,Bengaluru (Urban),572.0,12.859568,77.431086,1,https://www.openstreetmap.org
Navayuga Devanhally/Sadahalli,national_highway,NH 44,Karnataka,Bengaluru (Urban),572.0,13.193567,77.649824,2,https://www.openstreetmap.org
Somanahalli Toll Plaza,national_highway,NH 948,Karnataka,Bengaluru (Urban),572.0,12.783544,77.500796,2,https://www.openstreetmap.org
Chamarajanagara Toll Plaza,national_highway,NH 948,Karnataka,Chamarajanagara,578.0,11.888189,76.95416,2,https://www.openstreetmap.org
Chamarajanagara Toll Plaza,national_highway,NH 766,Karnataka,Chamarajanagara,578.0,11.779971,76.614243,2,https://www.openstreetmap.org
Chamarajanagara Toll Plaza,national_highway,NH 948,Karnataka,Chamarajanagara,578.0,11.824523,77.008139,1,https://www.openstreetmap.org
Bagepalli,national_highway,NH 44,Karnataka,Chikkaballapura,582.0,13.792994,77.764312,2,https://www.openstreetmap.org
Chikkamagaluru Toll Plaza,national_highway,NH 69,Karnataka,Chikkamagaluru,570.0,13.443799,76.137941,2,https://www.openstreetmap.org
Chikkamagaluru Toll Plaza,national_highway,NH 69,Karnataka,Chikkamagaluru,570.0,13.754531,75.762498,2,https://www.openstreetmap.org
Chitradurga Toll Plaza,national_highway,NH 150A,Karnataka,Chitradurga,566.0,14.504049,76.670833,8,https://www.openstreetmap.org
Chitradurga Toll Plaza,national_highway,NH 150A,Karnataka,Chitradurga,566.0,14.032796,76.636842,2,https://www.openstreetmap.org
Guilalu Toll Plaza,national_highway,NH 48,Karnataka,Chitradurga,566.0,14.053746,76.56055,3,https://www.openstreetmap.org
Bajathur Barike Toll,national_highway,NH 75,Karnataka,Dakshina Kannada,575.0,12.849026,75.316619,2,https://www.openstreetmap.org
Brahamarakotlu Toll Plaza,national_highway,NH 73,Karnataka,Dakshina Kannada,575.0,12.875199,75.00548,1,https://www.openstreetmap.org
Brahamarakotlu Toll Plaza,national_highway,NH 73,Karnataka,Dakshina Kannada,575.0,12.87525,75.003878,1,https://www.openstreetmap.org
Dakshina Kannada Toll Plaza,national_highway,NH 66,Karnataka,Dakshina Kannada,575.0,13.013314,74.792878,2,https://www.openstreetmap.org
Talapadi Toll Plaza,national_highway,NH 66,Karnataka,Dakshina Kannada,575.0,12.759612,74.874108,3,https://www.openstreetmap.org
Davanagere Toll Plaza,national_highway,NH 48,Karnataka,Davanagere,567.0,14.375612,76.106708,2,https://www.openstreetmap.org
Davanagere Toll Plaza,national_highway,NH 50,Karnataka,Davanagere,567.0,14.538093,76.426928,2,https://www.openstreetmap.org
Dharwad Toll Plaza,national_highway,NH 67,Karnataka,Dharwad,562.0,15.369916,75.357456,2,https://www.openstreetmap.org
Dharwad Toll Plaza,national_highway,NH 67,Karnataka,Dharwad,562.0,15.456906,74.938314,1,https://www.openstreetmap.org
Dharwad Toll Plaza,national_highway,NH 48,Karnataka,Dharwad,562.0,15.318691,75.139926,1,https://www.openstreetmap.org
Dharwad Toll Plaza,national_highway,NH 48;67,Karnataka,Dharwad,562.0,15.328249,75.120616,2,https://www.openstreetmap.org
Dharwad Toll Plaza,national_highway,NH 48;67,Karnataka,Dharwad,562.0,15.359343,75.051392,1,https://www.openstreetmap.org
Dharwad Toll Plaza,national_highway,NH 48,Karnataka,Dharwad,562.0,15.4602,74.967057,1,https://www.openstreetmap.org
Dharwad Toll Plaza,national_highway,NH 48,Karnataka,Dharwad,562.0,15.488762,74.969822,1,https://www.openstreetmap.org
Dharwad Toll Plaza,national_highway,NH 48,Karnataka,Dharwad,562.0,15.461983,74.96674,1,https://www.openstreetmap.org
Dharwad Toll Plaza,national_highway,NH 48;67,Karnataka,Dharwad,562.0,15.398441,75.003878,1,https://www.openstreetmap.org
Dharwad Toll Plaza,national_highway,NH 52,Karnataka,Dharwad,562.0,15.47398,75.305754,2,https://www.openstreetmap.org
LANCO,national_highway,NH 75,Karnataka,Hassan,574.0,12.982692,76.22903,3,https://www.openstreetmap.org
Haveri Toll Plaza,national_highway,NH 48,Karnataka,Haveri,564.0,14.910023,75.279796,3,https://www.openstreetmap.org
Haveri Toll Plaza,national_highway,NH 48,Karnataka,Haveri,564.0,14.556833,75.72803,2,https://www.openstreetmap.org
Kalaburagi Toll Plaza,national_highway,NH 167N,Karnataka,Kalaburagi,579.0,17.503082,77.431001,1,https://www.openstreetmap.org
Kolara Toll Plaza,national_highway,NH 75,Karnataka,Kolara,581.0,13.148566,78.29063,2,https://www.openstreetmap.org
Kolara Toll Plaza,national_highway,NH 69,Karnataka,Kolara,581.0,13.194196,78.545051,2,https://www.openstreetmap.org
Kolara Toll Plaza,national_highway,NH 75,Karnataka,Kolara,581.0,13.01176,78.404352,2,https://www.openstreetmap.org
Kolara Toll Plaza,highway_toll,NH 75,Karnataka,Kolara,581.0,13.042256,78.000183,2,https://www.openstreetmap.org
Kolara Toll Plaza,highway_toll,NH 75,Karnataka,Kolara,581.0,13.044369,77.91253,9,https://www.openstreetmap.org
Kolara Toll Plaza,highway_toll,NH 75,Karnataka,Kolara,581.0,13.044408,77.91739,9,https://www.openstreetmap.org
Koppal Toll Plaza,national_highway,NH 67,Karnataka,Koppal,560.0,15.323434,76.303559,4,https://www.openstreetmap.org
Koppal Toll Plaza,national_highway,NH 50,Karnataka,Koppal,560.0,15.35787,76.312784,2,https://www.openstreetmap.org
Koppal Toll Plaza,highway_toll,NH 50,Karnataka,Koppal,560.0,15.432303,76.405496,1,https://www.openstreetmap.org
Vanageri Toll Plaza,national_highway,NH 50,Karnataka,Koppal,560.0,15.819334,76.174939,2,https://www.openstreetmap.org
Mandya Toll Plaza,national_highway,NH 75,Karnataka,Mandya,573.0,12.96273,76.770402,2,https://www.openstreetmap.org
Mandya Toll Plaza,highway_toll,NH 275K,Karnataka,Mandya,573.0,12.416395,76.5809,2,https://www.openstreetmap.org
Mandya Toll Plaza,national_highway,NH 75,Karnataka,Mandya,573.0,12.95833,76.62356,2,https://www.openstreetmap.org
Mandya Toll Plaza,national_highway,NH 275,Karnataka,Mandya,573.0,12.472716,76.760348,2,https://www.openstreetmap.org
Mysuru Toll Plaza,national_highway,NH 766,Karnataka,Mysuru,577.0,12.213051,76.662941,2,https://www.openstreetmap.org
Mysuru Toll Plaza,national_highway,NH 766,Karnataka,Mysuru,577.0,12.243604,76.883189,1,https://www.openstreetmap.org
Raichur Toll Plaza,national_highway,NH 167,Karnataka,Raichur,559.0,16.032683,77.404665,2,https://www.openstreetmap.org
Raichur Toll Plaza,expressway_toll,NH 150C,Karnataka,Raichur,559.0,16.210017,77.486406,2,https://www.openstreetmap.org
Raichur Toll Plaza,expressway_toll,NH 150C,Karnataka,Raichur,559.0,16.298825,77.408793,2,https://www.openstreetmap.org
Kaniminke Toll Plaza,national_highway,NH 275,Karnataka,Ramanagara,584.0,12.840472,77.418375,1,https://www.openstreetmap.org
Ramanagara Toll Plaza,highway_toll,NH 75,Karnataka,Ramanagara,584.0,13.044219,77.26082,2,https://www.openstreetmap.org
Jaz Toll Booths,national_highway,NH 48,Karnataka,Tumakuru,571.0,13.302012,77.161947,1,https://www.openstreetmap.org
NHAI Karjeevanhalli Toll Plaza,national_highway,NH 48,Karnataka,Tumakuru,571.0,13.612147,76.954347,3,https://www.openstreetmap.org
Tumakuru Toll Plaza,national_highway,NH 73,Karnataka,Tumakuru,571.0,13.319046,76.6963,1,https://www.openstreetmap.org
Sasthan Toll Plaza,national_highway,NH 66,Karnataka,Udupi,569.0,13.4764,74.713041,2,https://www.openstreetmap.org
Udupi Toll Plaza,national_highway,NH 66,Karnataka,Udupi,569.0,13.108132,74.784529,2,https://www.openstreetmap.org
Uttara Kannada Toll Plaza,national_highway,NH 66,Karnataka,Uttara Kannada,563.0,13.933558,74.596559,2,https://www.openstreetmap.org
Uttara Kannada Toll Plaza,national_highway,NH 66,Karnataka,Uttara Kannada,563.0,14.359395,74.419197,2,https://www.openstreetmap.org
Uttara Kannada Toll Plaza,national_highway,NH 66,Karnataka,Uttara Kannada,563.0,14.710751,74.293699,2,https://www.openstreetmap.org
Vijayanagara Toll Plaza,national_highway,NH 50,Karnataka,Vijayanagara,761.0,15.057288,76.356906,2,https://www.openstreetmap.org
Kasaba User Fee Plaza,national_highway,NH 50,Karnataka,Vijayapura,557.0,16.786832,75.73981,2,https://www.openstreetmap.org
Tidagundi Toll Plaza,national_highway,NH 52,Karnataka,Vijayapura,557.0,17.008355,75.758912,2,https://www.openstreetmap.org
Vijayapura Toll Plaza,national_highway,NH 52,Karnataka,Vijayapura,557.0,16.637487,75.731658,1,https://www.openstreetmap.org
Yadgir Toll Plaza,national_highway,NH 150,Karnataka,Yadgir,580.0,16.71426,77.245502,1,https://www.openstreetmap.org
Ernakulam Toll Plaza,national_highway,NH 966B,Kerala,Ernakulam,595.0,9.93143,76.267618,1,https://www.openstreetmap.org
Ernakulam Toll Plaza,national_highway,NH 85,Kerala,Ernakulam,595.0,9.94161,76.339497,1,https://www.openstreetmap.org
Ernakulam Toll Plaza,highway_toll,NH 66,Kerala,Ernakulam,595.0,9.982921,76.290695,1,https://www.openstreetmap.org
Ernakulam Toll Plaza,national_highway,NH 544,Kerala,Ernakulam,595.0,10.216108,76.373199,1,https://www.openstreetmap.org
Ernakulam Toll Plaza,national_highway,NH 966A,Kerala,Ernakulam,595.0,10.010395,76.257969,2,https://www.openstreetmap.org
Ernakulam Toll Plaza,national_highway,NH 85,Kerala,Ernakulam,595.0,10.0533,76.773697,1,https://www.openstreetmap.org
Ernakulam Toll Plaza,national_highway,NH 966B,Kerala,Ernakulam,595.0,9.940047,76.269129,1,https://www.openstreetmap.org
Ernakulam Toll Plaza,national_highway,NH 966B,Kerala,Ernakulam,595.0,9.939311,76.27136,1,https://www.openstreetmap.org
Toll Plaza Kumbalam,national_highway,NH 66,Kerala,Ernakulam,595.0,9.895298,76.313561,3,https://www.openstreetmap.org
Idukki Toll Plaza,national_highway,NH 85,Kerala,Idukki,596.0,10.05653,77.105235,1,https://www.openstreetmap.org
Kannur Toll Plaza,national_highway,NH 66,Kerala,Kannur,589.0,11.791893,75.45415,2,https://www.openstreetmap.org
Kannur Toll Plaza,highway_toll,NH 66,Kerala,Kannur,589.0,11.910493,75.552899,4,https://www.openstreetmap.org
Kannur Toll Plaza,national_highway,NH 66,Kerala,Kannur,589.0,11.780213,75.465702,2,https://www.openstreetmap.org
Kannur Toll Plaza,national_highway,NH 66,Kerala,Kannur,589.0,11.771588,75.493876,2,https://www.openstreetmap.org
Kasaragod Toll Plaza,highway_toll,NH 66,Kerala,Kasaragod,588.0,12.393999,75.037854,1,https://www.openstreetmap.org
Kollam Toll Plaza,national_highway,NH 66,Kerala,Kollam,600.0,9.127896,76.516008,1,https://www.openstreetmap.org
Old Toll Booth,national_highway,NH 66,Kerala,Kollam,600.0,8.921639,76.575904,1,https://www.openstreetmap.org
Kozhikode Toll Plaza,national_highway,NH 66,Kerala,Kozhikode,591.0,11.441055,75.699826,1,https://www.openstreetmap.org
Devadar Bridge Toll Booth,highway_toll,NH 66,Kerala,Malappuram,592.0,10.964333,75.888214,1,https://www.openstreetmap.org
Malappuram Toll Plaza,highway_toll,NH 66,Kerala,Malappuram,592.0,11.121896,75.827218,2,https://www.openstreetmap.org
Palakkad Toll Plaza,national_highway,NH 544,Kerala,Palakkad,593.0,10.813185,76.797996,2,https://www.openstreetmap.org
Panniyankara,national_highway,NH 544,Kerala,Palakkad,593.0,10.591149,76.458541,9,https://www.openstreetmap.org
Thiruvananthapuram Toll Plaza,highway_toll,NH 66,Kerala,Thiruvananthapuram,601.0,8.38889,77.099814,1,https://www.openstreetmap.org
Thiruvananthapuram Toll Plaza,highway_toll,NH 66,Kerala,Thiruvananthapuram,601.0,8.39167,77.094703,1,https://www.openstreetmap.org
"Paliyekkara Toll, National Highway 47",national_highway,NH 544,Kerala,Thrissur,594.0,10.442886,76.260139,7,https://www.openstreetmap.org
Khunjerab NP entrance fee,highway_toll,NH 93,Ladakh,LEH,3.0,36.862704,74.999099,1,https://www.openstreetmap.org
Thalichi Toll Plaza,highway_toll,N-35,Ladakh,LEH,3.0,35.576955,74.63026,1,https://www.openstreetmap.org
ANUPPUR Toll Plaza,national_highway,NH 43,Madhya Pradesh,ANUPPUR,461.0,23.24934,82.058984,1,https://www.openstreetmap.org
BALAGHAT Toll Plaza,national_highway,NH 543,Madhya Pradesh,BALAGHAT,457.0,21.635022,80.246019,1,https://www.openstreetmap.org
BALAGHAT Toll Plaza,highway_toll,NH 543K,Madhya Pradesh,BALAGHAT,457.0,21.825994,80.041688,1,https://www.openstreetmap.org
BALAGHAT Toll Plaza,national_highway,NH 30,Madhya Pradesh,BALAGHAT,457.0,22.390596,80.808599,1,https://www.openstreetmap.org
MP Integrated Border Check Post,national_highway,NH 543,Madhya Pradesh,BALAGHAT,457.0,21.642548,80.242044,1,https://www.openstreetmap.org
BARWANI Toll Plaza,national_highway,NH 52,Madhya Pradesh,BARWANI,441.0,21.798751,75.171293,2,https://www.openstreetmap.org
"Khalghat -MP/Maharashtra Border(Sendhwa, Jamli)",national_highway,NH 52,Madhya Pradesh,BARWANI,441.0,21.756389,75.156492,2,https://www.openstreetmap.org
BETUL Toll Plaza,national_highway,NH 47,Madhya Pradesh,BETUL,447.0,21.693716,78.390043,2,https://www.openstreetmap.org
BETUL Toll Plaza,national_highway,NH 347,Madhya Pradesh,BETUL,447.0,21.84194,78.433254,1,https://www.openstreetmap.org
BETUL Toll Plaza,national_highway,NH 347,Madhya Pradesh,BETUL,447.0,21.84249,78.435792,1,https://www.openstreetmap.org
BETUL Toll Plaza,national_highway,NH 47,Madhya Pradesh,BETUL,447.0,21.839759,78.120166,1,https://www.openstreetmap.org
BETUL Toll Plaza,national_highway,NH 47,Madhya Pradesh,BETUL,447.0,21.841002,78.121038,1,https://www.openstreetmap.org
BETUL Toll Plaza,national_highway,NH 47,Madhya Pradesh,BETUL,447.0,21.863745,77.957141,2,https://www.openstreetmap.org
BHIND Toll Plaza,national_highway,NH 719,Madhya Pradesh,BHIND,420.0,26.68314,78.917938,1,https://www.openstreetmap.org
BHIND Toll Plaza,national_highway,NH 552,Madhya Pradesh,BHIND,420.0,25.973214,78.835447,1,https://www.openstreetmap.org
BHOPAL Toll Plaza,highway_toll,NH 46,Madhya Pradesh,BHOPAL,444.0,23.224552,77.19083,2,https://www.openstreetmap.org
BHOPAL Toll Plaza,national_highway,NH 46,Madhya Pradesh,BHOPAL,444.0,23.147602,77.494139,2,https://www.openstreetmap.org
BHOPAL Toll Plaza,highway_toll,NH 46,Madhya Pradesh,BHOPAL,444.0,23.208789,77.377176,2,https://www.openstreetmap.org
BHOPAL Toll Plaza,national_highway,NH 46,Madhya Pradesh,BHOPAL,444.0,23.310259,77.319349,2,https://www.openstreetmap.org
CHHATARPUR Toll Plaza,national_highway,NH 34,Madhya Pradesh,CHHATARPUR,425.0,25.133844,79.745922,2,https://www.openstreetmap.org
