state,district,villages,nh_median_km,nh_mean_km,nh_within_10km_pct,nh_within_25km_pct,nh_within_50km_pct,expressway_median_km,expressway_mean_km,expressway_within_10km_pct,expressway_within_25km_pct,expressway_within_50km_pct,rail_station_median_km,rail_station_mean_km,rail_station_within_10km_pct,rail_station_within_25km_pct,rail_station_within_50km_pct,freight_terminal_median_km,freight_terminal_mean_km,freight_terminal_within_10km_pct,freight_terminal_within_25km_pct,freight_terminal_within_50km_pct,port_median_km,port_mean_km,port_within_10km_pct,port_within_25km_pct,port_within_50km_pct,icd_median_km,icd_mean_km,icd_within_10km_pct,icd_within_25km_pct,icd_within_50km_pct,icp_median_km,icp_mean_km,icp_within_10km_pct,icp_within_25km_pct,icp_within_50km_pct,air_cargo_median_km,air_cargo_mean_km,air_cargo_within_10km_pct,air_cargo_within_25km_pct,air_cargo_within_50km_pct,mmlp_median_km,mmlp_mean_km,mmlp_within_10km_pct,mmlp_within_25km_pct,mmlp_within_50km_pct,iw_terminal_median_km,iw_terminal_mean_km,iw_terminal_within_10km_pct,iw_terminal_within_25km_pct,iw_terminal_within_50km_pct,fci_depot_median_km,fci_depot_mean_km,fci_depot_within_10km_pct,fci_depot_within_25km_pct,fci_depot_within_50km_pct,census2011_population
Arunachal Pradesh,LOWER SUBANSIRI,1,4.96,4.96,100.0,100.0,100.0,761.0,761.0,0.0,0.0,0.0,93.7,93.7,0.0,0.0,0.0,252.34,252.34,0.0,0.0,0.0,774.03,774.03,0.0,0.0,0.0,262.63,262.63,0.0,0.0,0.0,205.97,205.97,0.0,0.0,0.0,274.88,274.88,0.0,0.0,0.0,316.41,316.41,0.0,0.0,0.0,88.0,88.0,0.0,0.0,0.0,59.13,59.13,0.0,0.0,0.0,8729.0
Arunachal Pradesh,NAMSAI,1,7.24,7.24,100.0,100.0,100.0,931.59,931.59,0.0,0.0,0.0,52.3,52.3,0.0,0.0,0.0,398.56,398.56,0.0,0.0,0.0,944.14,944.14,0.0,0.0,0.0,454.05,454.05,0.0,0.0,0.0,401.32,401.32,0.0,0.0,0.0,465.74,465.74,0.0,0.0,0.0,445.28,445.28,0.0,0.0,0.0,36.69,36.69,0.0,0.0,100.0,109.89,109.89,0.0,0.0,0.0,47658.0
Arunachal Pradesh,PAKKE KESSANG,1,0.65,0.65,100.0,100.0,100.0,678.8,678.8,0.0,0.0,0.0,58.37,58.37,0.0,0.0,0.0,168.27,168.27,0.0,0.0,0.0,691.87,691.87,0.0,0.0,0.0,178.68,178.68,0.0,0.0,0.0,121.9,121.9,0.0,0.0,0.0,190.95,190.95,0.0,0.0,0.0,255.14,255.14,0.0,0.0,0.0,46.01,46.01,0.0,0.0,100.0,44.94,44.94,0.0,0.0,100.0,23662.0
Arunachal Pradesh,PAPUMPARE,1,6.92,6.92,100.0,100.0,100.0,720.73,720.73,0.0,0.0,0.0,73.95,73.95,0.0,0.0,0.0,214.24,214.24,0.0,0.0,0.0,733.73,733.73,0.0,0.0,0.0,223.74,223.74,0.0,0.0,0.0,167.78,167.78,0.0,0.0,0.0,235.92,235.92,0.0,0.0,0.0,278.68,278.68,0.0,0.0,0.0,72.79,72.79,0.0,0.0,0.0,21.68,21.68,0.0,100.0,100.0,144822.0
Arunachal Pradesh,SHI YOMI,1,78.5,78.5,0.0,0.0,0.0,874.0,874.0,0.0,0.0,0.0,151.89,151.89,0.0,0.0,0.0,357.37,357.37,0.0,0.0,0.0,887.18,887.18,0.0,0.0,0.0,370.9,370.9,0.0,0.0,0.0,313.57,313.57,0.0,0.0,0.0,383.07,383.07,0.0,0.0,0.0,445.52,445.52,0.0,0.0,0.0,152.84,152.84,0.0,0.0,0.0,152.84,152.84,0.0,0.0,0.0,35999.0
Arunachal Pradesh,SIANG,1,25.49,25.49,0.0,0.0,100.0,895.81,895.81,0.0,0.0,0.0,109.93,109.93,0.0,0.0,0.0,383.86,383.86,0.0,0.0,0.0,908.85,908.85,0.0,0.0,0.0,395.39,395.39,0.0,0.0,0.0,338.06,338.06,0.0,0.0,0.0,407.69,407.69,0.0,0.0,0.0,444.66,444.66,0.0,0.0,0.0,107.72,107.72,0.0,0.0,0.0,110.58,110.58,0.0,0.0,0.0,150926.0
Arunachal Pradesh,TAWANG,1,7.17,7.17,100.0,100.0,100.0,645.43,645.43,0.0,0.0,0.0,101.44,101.44,0.0,0.0,0.0,145.05,145.05,0.0,0.0,0.0,658.69,658.69,0.0,0.0,0.0,162.73,162.73,0.0,0.0,0.0,122.38,122.38,0.0,0.0,0.0,172.15,172.15,0.0,0.0,0.0,202.49,202.49,0.0,0.0,0.0,141.57,141.57,0.0,0.0,0.0,165.9,165.9,0.0,0.0,0.0,48527.0
Arunachal Pradesh,TIRAP,1,0.7,0.7,100.0,100.0,100.0,848.67,848.67,0.0,0.0,0.0,25.85,25.85,0.0,0.0,100.0,309.27,309.27,0.0,0.0,0.0,861.04,861.04,0.0,0.0,0.0,384.39,384.39,0.0,0.0,0.0,323.16,323.16,0.0,0.0,0.0,395.47,395.47,0.0,0.0,0.0,358.02,358.02,0.0,0.0,0.0,64.52,64.52,0.0,0.0,0.0,74.96,74.96,0.0,0.0,0.0,54464.0
Arunachal Pradesh,UPPER SIANG,1,12.01,12.01,0.0,100.0,100.0,929.04,929.04,0.0,0.0,0.0,138.6,138.6,0.0,0.0,0.0,415.96,415.96,0.0,0.0,0.0,942.1,942.1,0.0,0.0,0.0,427.87,427.87,0.0,0.0,0.0,370.42,370.42,0.0,0.0,0.0,440.17,440.17,0.0,0.0,0.0,478.8,478.8,0.0,0.0,0.0,118.23,118.23,0.0,0.0,0.0,139.64,139.64,0.0,0.0,0.0,32360.0
Arunachal Pradesh,UPPER SUBANSIRI,1,26.13,26.13,0.0,0.0,100.0,827.43,827.43,0.0,0.0,0.0,112.89,112.89,0.0,0.0,0.0,312.68,312.68,0.0,0.0,0.0,840.56,840.56,0.0,0.0,0.0,325.09,325.09,0.0,0.0,0.0,267.55,267.55,0.0,0.0,0.0,337.37,337.37,0.0,0.0,0.0,392.05,392.05,0.0,0.0,0.0,113.98,113.98,0.0,0.0,0.0,113.98,113.98,0.0,0.0,0.0,73724.0
Arunachal Pradesh,WEST KAMENG,1,2.68,2.68,100.0,100.0,100.0,644.89,644.89,0.0,0.0,0.0,52.99,52.99,0.0,0.0,0.0,128.2,128.2,0.0,0.0,0.0,658.11,658.11,0.0,0.0,0.0,143.22,143.22,0.0,0.0,0.0,88.36,88.36,0.0,0.0,0.0,155.0,155.0,0.0,0.0,0.0,217.08,217.08,0.0,0.0,0.0,79.45,79.45,0.0,0.0,0.0,114.0,114.0,0.0,0.0,0.0,58931.0
Arunachal Pradesh,WEST SIANG,1,19.89,19.89,0.0,100.0,100.0,850.45,850.45,0.0,0.0,0.0,88.15,88.15,0.0,0.0,0.0,338.88,338.88,0.0,0.0,0.0,863.5,863.5,0.0,0.0,0.0,350.23,350.23,0.0,0.0,0.0,292.96,292.96,0.0,0.0,0.0,362.53,362.53,0.0,0.0,0.0,402.12,402.12,0.0,0.0,0.0,89.11,89.11,0.0,0.0,0.0,89.11,89.11,0.0,0.0,0.0,17992.0
Arunachal Pradesh,__STATE__,27,,12.848319755269644,55.55555555555556,85.18518518518519,96.29629629629628,,826.0299777123666,0.0,0.0,0.0,,81.76675992446486,0.0,0.0,14.814814814814811,,306.7968395789053,0.0,0.0,0.0,,838.9155945934424,0.0,0.0,0.0,,335.8310736294081,0.0,0.0,0.0,,277.9531519367621,0.0,0.0,0.0,,347.67238033947444,0.0,0.0,0.0,,369.5006468689272,0.0,0.0,0.0,,85.86123263476105,0.0,0.0,18.51851851851852,,97.54070516799918,0.0,3.7037037037037033,14.814814814814811,1383727.0
Assam,BAJALI,1,1.02,1.02,100.0,100.0,100.0,501.97,501.97,0.0,0.0,0.0,3.29,3.29,100.0,100.0,100.0,54.92,54.92,0.0,0.0,0.0,515.23,515.23,0.0,0.0,0.0,63.18,63.18,0.0,0.0,0.0,91.95,91.95,0.0,0.0,0.0,61.63,61.63,0.0,0.0,0.0,65.39,65.39,0.0,0.0,0.0,64.49,64.49,0.0,0.0,0.0,69.91,69.91,0.0,0.0,0.0,347190.0
Assam,BAKSA,1,6.07,6.07,100.0,100.0,100.0,521.24,521.24,0.0,0.0,0.0,18.64,18.64,0.0,100.0,100.0,46.31,46.31,0.0,0.0,100.0,534.5,534.5,0.0,0.0,0.0,59.57,59.57,0.0,0.0,0.0,75.27,75.27,0.0,0.0,0.0,62.14,62.14,0.0,0.0,0.0,86.04,86.04,0.0,0.0,0.0,61.38,61.38,0.0,0.0,0.0,65.91,65.91,0.0,0.0,0.0,644490.0
Assam,BARPETA,1,5.17,5.17,100.0,100.0,100.0,481.63,481.63,0.0,0.0,0.0,15.34,15.34,0.0,100.0,100.0,49.14,49.14,0.0,0.0,100.0,494.89,494.89,0.0,0.0,0.0,63.78,63.78,0.0,0.0,0.0,103.84,103.84,0.0,0.0,0.0,58.34,58.34,0.0,0.0,0.0,49.48,49.48,0.0,0.0,100.0,49.48,49.48,0.0,0.0,100.0,70.24,70.24,0.0,0.0,0.0,1249015.0
Assam,BISWANATH,1,4.6,4.6,100.0,100.0,100.0,662.43,662.43,0.0,0.0,0.0,39.48,39.48,0.0,0.0,100.0,166.14,166.14,0.0,0.0,0.0,675.35,675.35,0.0,0.0,0.0,172.63,172.63,0.0,0.0,0.0,121.03,121.03,0.0,0.0,0.0,184.37,184.37,0.0,0.0,0.0,218.61,218.61,0.0,0.0,0.0,16.69,16.69,0.0,100.0,100.0,43.34,43.34,0.0,0.0,100.0,802369.0
Assam,BONGAIGAON,1,0.03,0.03,100.0,100.0,100.0,457.8,457.8,0.0,0.0,0.0,2.08,2.08,100.0,100.0,100.0,12.0,12.0,0.0,100.0,100.0,471.02,471.02,0.0,0.0,0.0,104.49,104.49,0.0,0.0,0.0,82.64,82.64,0.0,0.0,0.0,97.15,97.15,0.0,0.0,0.0,12.67,12.67,0.0,100.0,100.0,12.67,12.67,0.0,100.0,100.0,110.62,110.62,0.0,0.0,0.0,732606.0
Assam,CACHAR,1,4.72,4.72,100.0,100.0,100.0,502.93,502.93,0.0,0.0,0.0,12.19,12.19,0.0,100.0,100.0,29.24,29.24,0.0,0.0,100.0,514.61,514.61,0.0,0.0,0.0,194.67,194.67,0.0,0.0,0.0,44.98,44.98,0.0,0.0,100.0,194.41,194.41,0.0,0.0,0.0,13.0,13.0,0.0,100.0,100.0,12.06,12.06,0.0,100.0,100.0,13.0,13.0,0.0,100.0,100.0,1692478.0
Assam,CHARAIDEO,1,3.64,3.64,100.0,100.0,100.0,816.62,816.62,0.0,0.0,0.0,2.81,2.81,100.0,100.0,100.0,288.46,288.46,0.0,0.0,0.0,829.15,829.15,0.0,0.0,0.0,345.05,345.05,0.0,0.0,0.0,295.17,295.17,0.0,0.0,0.0,356.34,356.34,0.0,0.0,0.0,331.41,331.41,0.0,0.0,0.0,39.54,39.54,0.0,0.0,100.0,46.08,46.08,0.0,0.0,100.0,430435.0
Assam,CHIRANG,1,16.27,16.27,0.0,100.0,100.0,486.94,486.94,0.0,0.0,0.0,16.7,16.7,0.0,100.0,100.0,44.25,44.25,0.0,0.0,100.0,500.11,500.11,0.0,0.0,0.0,114.66,114.66,0.0,0.0,0.0,98.23,98.23,0.0,0.0,0.0,110.47,110.47,0.0,0.0,0.0,44.93,44.93,0.0,0.0,100.0,44.93,44.93,0.0,0.0,100.0,121.31,121.31,0.0,0.0,0.0,484461.0
Assam,DARANG,1,0.87,0.87,100.0,100.0,100.0,544.8,544.8,0.0,0.0,0.0,23.1,23.1,0.0,100.0,100.0,32.8,32.8,0.0,0.0,100.0,557.96,557.96,0.0,0.0,0.0,42.07,42.07,0.0,0.0,100.0,15.74,15.74,0.0,100.0,100.0,54.37,54.37,0.0,0.0,0.0,141.68,141.68,0.0,0.0,0.0,43.53,43.53,0.0,0.0,100.0,40.97,40.97,0.0,0.0,100.0,879320.0
Assam,DHEMAJI,1,2.47,2.47,100.0,100.0,100.0,820.34,820.34,0.0,0.0,0.0,23.0,23.0,0.0,100.0,100.0,320.32,320.32,0.0,0.0,0.0,833.17,833.17,0.0,0.0,0.0,330.62,330.62,0.0,0.0,0.0,275.94,275.94,0.0,0.0,0.0,342.63,342.63,0.0,0.0,0.0,352.16,352.16,0.0,0.0,0.0,24.13,24.13,0.0,100.0,100.0,24.13,24.13,0.0,100.0,100.0,628833.0
Assam,DHUBRI,1,1.17,1.17,100.0,100.0,100.0,404.77,404.77,0.0,0.0,0.0,3.17,3.17,100.0,100.0,100.0,60.6,60.6,0.0,0.0,0.0,417.8,417.8,0.0,0.0,0.0,166.81,166.81,0.0,0.0,0.0,15.13,15.13,0.0,100.0,100.0,157.24,157.24,0.0,0.0,0.0,60.26,60.26,0.0,0.0,0.0,7.44,7.44,100.0,100.0,100.0,170.42,170.42,0.0,0.0,0.0,1536110.0
Assam,DIBRUGARH,1,6.58,6.58,100.0,100.0,100.0,831.69,831.69,0.0,0.0,0.0,5.83,5.83,100.0,100.0,100.0,315.47,315.47,0.0,0.0,0.0,844.38,844.38,0.0,0.0,0.0,349.72,349.72,0.0,0.0,0.0,296.93,296.93,0.0,0.0,0.0,361.45,361.45,0.0,0.0,0.0,353.71,353.71,0.0,0.0,0.0,4.27,4.27,100.0,100.0,100.0,11.38,11.38,0.0,100.0,100.0,1284755.0
Assam,DIMA HASAO,1,4.54,4.54,100.0,100.0,100.0,553.51,553.51,0.0,0.0,0.0,5.74,5.74,100.0,100.0,100.0,60.97,60.97,0.0,0.0,0.0,565.73,565.73,0.0,0.0,0.0,161.4,161.4,0.0,0.0,0.0,97.67,97.67,0.0,0.0,0.0,165.58,165.58,0.0,0.0,0.0,68.2,68.2,0.0,0.0,0.0,67.4,67.4,0.0,0.0,0.0,68.2,68.2,0.0,0.0,0.0,208267.0
Assam,GOALPARA,1,2.16,2.16,100.0,100.0,100.0,428.71,428.71,0.0,0.0,0.0,8.63,8.63,100.0,100.0,100.0,21.21,21.21,0.0,100.0,100.0,441.94,441.94,0.0,0.0,0.0,107.1,107.1,0.0,0.0,0.0,72.72,72.72,0.0,0.0,0.0,97.05,97.05,0.0,0.0,0.0,20.57,20.57,0.0,100.0,100.0,20.57,20.57,0.0,100.0,100.0,112.16,112.16,0.0,0.0,0.0,929871.0
Assam,GOLAGHAT,1,11.58,11.58,0.0,100.0,100.0,682.15,682.15,0.0,0.0,0.0,8.39,8.39,100.0,100.0,100.0,166.67,166.67,0.0,0.0,0.0,694.63,694.63,0.0,0.0,0.0,226.66,226.66,0.0,0.0,0.0,186.81,186.81,0.0,0.0,0.0,236.61,236.61,0.0,0.0,0.0,199.1,199.1,0.0,0.0,0.0,44.08,44.08,0.0,0.0,100.0,49.95,49.95,0.0,0.0,100.0,989342.0
Assam,HAILAKANDI,1,3.94,3.94,100.0,100.0,100.0,468.83,468.83,0.0,0.0,0.0,6.14,6.14,100.0,100.0,100.0,49.67,49.67,0.0,0.0,100.0,480.32,480.32,0.0,0.0,0.0,204.44,204.44,0.0,0.0,0.0,30.42,30.42,0.0,0.0,100.0,201.98,201.98,0.0,0.0,0.0,38.2,38.2,0.0,0.0,100.0,38.2,38.2,0.0,0.0,100.0,38.2,38.2,0.0,0.0,100.0,638555.0
Assam,HOJAI,1,2.62,2.62,100.0,100.0,100.0,580.38,580.38,0.0,0.0,0.0,5.68,5.68,100.0,100.0,100.0,112.38,112.38,0.0,0.0,0.0,593.04,593.04,0.0,0.0,0.0,129.72,129.72,0.0,0.0,0.0,107.26,107.26,0.0,0.0,0.0,137.8,137.8,0.0,0.0,0.0,124.33,124.33,0.0,0.0,0.0,71.34,71.34,0.0,0.0,0.0,73.8,73.8,0.0,0.0,0.0,1004841.0
Assam,JORHAT,1,3.92,3.92,100.0,100.0,100.0,726.57,726.57,0.0,0.0,0.0,3.72,3.72,100.0,100.0,100.0,211.73,211.73,0.0,0.0,0.0,739.14,739.14,0.0,0.0,0.0,258.71,258.71,0.0,0.0,0.0,212.45,212.45,0.0,0.0,0.0,269.55,269.55,0.0,0.0,0.0,246.09,246.09,0.0,0.0,0.0,19.12,19.12,0.0,100.0,100.0,12.68,12.68,0.0,100.0,100.0,661885.0
Assam,KAMRUP METRO,1,3.48,3.48,100.0,100.0,100.0,511.77,511.77,0.0,0.0,0.0,5.43,5.43,100.0,100.0,100.0,28.27,28.27,0.0,0.0,100.0,524.89,524.89,0.0,0.0,0.0,18.43,18.43,0.0,100.0,100.0,50.38,50.38,0.0,0.0,0.0,27.44,27.44,0.0,0.0,100.0,126.73,126.73,0.0,0.0,0.0,18.03,18.03,0.0,100.0,100.0,12.39,12.39,0.0,100.0,100.0,938849.0
Assam,KAMRUP RURAL,1,11.08,11.08,0.0,100.0,100.0,475.48,475.48,0.0,0.0,0.0,11.5,11.5,0.0,100.0,100.0,43.9,43.9,0.0,0.0,100.0,488.71,488.71,0.0,0.0,0.0,37.27,37.27,0.0,0.0,100.0,90.33,90.33,0.0,0.0,0.0,27.7,27.7,0.0,0.0,100.0,72.45,72.45,0.0,0.0,0.0,37.02,37.02,0.0,0.0,100.0,42.42,42.42,0.0,0.0,100.0,1739069.0
Assam,KARBI ANGLONG,1,7.97,7.97,100.0,100.0,100.0,624.81,624.81,0.0,0.0,0.0,25.6,25.6,0.0,0.0,100.0,134.42,134.42,0.0,0.0,0.0,637.36,637.36,0.0,0.0,0.0,174.28,174.28,0.0,0.0,0.0,142.29,142.29,0.0,0.0,0.0,183.29,183.29,0.0,0.0,0.0,150.13,150.13,0.0,0.0,0.0,64.68,64.68,0.0,0.0,0.0,32.54,32.54,0.0,0.0,100.0,655159.0
Assam,KOKRAJHAR,1,4.64,4.64,100.0,100.0,100.0,450.63,450.63,0.0,0.0,0.0,10.23,10.23,0.0,100.0,100.0,52.06,52.06,0.0,0.0,0.0,463.63,463.63,0.0,0.0,0.0,156.3,156.3,0.0,0.0,0.0,51.2,51.2,0.0,0.0,0.0,149.32,149.32,0.0,0.0,0.0,52.28,52.28,0.0,0.0,0.0,52.28,52.28,0.0,0.0,0.0,162.55,162.55,0.0,0.0,0.0,891372.0
Assam,LAKHIMPUR,1,12.36,12.36,0.0,100.0,100.0,754.54,754.54,0.0,0.0,0.0,42.56,42.56,0.0,0.0,100.0,260.38,260.38,0.0,0.0,0.0,767.37,767.37,0.0,0.0,0.0,267.59,267.59,0.0,0.0,0.0,214.51,214.51,0.0,0.0,0.0,279.4,279.4,0.0,0.0,0.0,289.29,289.29,0.0,0.0,0.0,40.39,40.39,0.0,0.0,100.0,45.71,45.71,0.0,0.0,100.0,1020821.0
Assam,MAJULI,1,11.04,11.04,0.0,100.0,100.0,745.09,745.09,0.0,0.0,0.0,19.19,19.19,0.0,100.0,100.0,242.97,242.97,0.0,0.0,0.0,757.82,757.82,0.0,0.0,0.0,265.15,265.15,0.0,0.0,0.0,214.49,214.49,0.0,0.0,0.0,276.63,276.63,0.0,0.0,0.0,272.84,272.84,0.0,0.0,0.0,19.42,19.42,0.0,100.0,100.0,23.47,23.47,0.0,100.0,100.0,442902.0
Assam,MARIGAON,1,0.54,0.54,100.0,100.0,100.0,552.89,552.89,0.0,0.0,0.0,12.9,12.9,0.0,100.0,100.0,59.82,59.82,0.0,0.0,0.0,565.94,565.94,0.0,0.0,0.0,61.19,61.19,0.0,0.0,0.0,33.92,33.92,0.0,0.0,100.0,72.16,72.16,0.0,0.0,0.0,165.45,165.45,0.0,0.0,0.0,61.66,61.66,0.0,0.0,0.0,56.76,56.76,0.0,0.0,0.0,884980.0
Assam,NAGAON,1,1.79,1.79,100.0,100.0,100.0,588.66,588.66,0.0,0.0,0.0,4.96,4.96,100.0,100.0,100.0,104.68,104.68,0.0,0.0,0.0,601.58,601.58,0.0,0.0,0.0,106.41,106.41,0.0,0.0,0.0,68.24,68.24,0.0,0.0,0.0,117.04,117.04,0.0,0.0,0.0,162.61,162.61,0.0,0.0,0.0,33.36,33.36,0.0,0.0,100.0,101.67,101.67,0.0,0.0,0.0,1745268.0
Assam,NALBARI,1,6.86,6.86,100.0,100.0,100.0,500.24,500.24,0.0,0.0,0.0,11.46,11.46,0.0,100.0,100.0,27.97,27.97,0.0,0.0,100.0,513.49,513.49,0.0,0.0,0.0,33.3,33.3,0.0,0.0,100.0,71.92,71.92,0.0,0.0,0.0,32.38,32.38,0.0,0.0,100.0,81.77,81.77,0.0,0.0,0.0,34.57,34.57,0.0,0.0,100.0,40.03,40.03,0.0,0.0,100.0,757493.0
Assam,SIBSAGAR,1,0.06,0.06,100.0,100.0,100.0,777.76,777.76,0.0,0.0,0.0,0.35,0.35,100.0,100.0,100.0,260.45,260.45,0.0,0.0,0.0,790.38,790.38,0.0,0.0,0.0,302.79,302.79,0.0,0.0,0.0,252.8,252.8,0.0,0.0,0.0,314.13,314.13,0.0,0.0,0.0,297.72,297.72,0.0,0.0,0.0,50.88,50.88,0.0,0.0,0.0,50.2,50.2,0.0,0.0,0.0,688055.0
Assam,SONITPUR,1,8.9,8.9,100.0,100.0,100.0,614.47,614.47,0.0,0.0,0.0,5.77,5.77,100.0,100.0,100.0,105.15,105.15,0.0,0.0,0.0,627.57,627.57,0.0,0.0,0.0,114.49,114.49,0.0,0.0,0.0,58.79,58.79,0.0,0.0,0.0,126.71,126.71,0.0,0.0,0.0,210.61,210.61,0.0,0.0,0.0,20.64,20.64,0.0,100.0,100.0,99.26,99.26,0.0,0.0,0.0,1098720.0
Assam,SOUTH SALMARA,1,3.11,3.11,100.0,100.0,100.0,358.78,358.78,0.0,0.0,0.0,41.27,41.27,0.0,0.0,100.0,91.26,91.26,0.0,0.0,0.0,371.89,371.89,0.0,0.0,0.0,182.38,182.38,0.0,0.0,0.0,24.23,24.23,0.0,100.0,100.0,171.09,171.09,0.0,0.0,0.0,90.67,90.67,0.0,0.0,0.0,40.55,40.55,0.0,0.0,100.0,186.49,186.49,0.0,0.0,0.0,255118.0
Assam,SRIBHUMI,1,4.3,4.3,100.0,100.0,100.0,449.14,449.14,0.0,0.0,0.0,2.99,2.99,100.0,100.0,100.0,51.95,51.95,0.0,0.0,0.0,460.89,460.89,0.0,0.0,0.0,186.59,186.59,0.0,0.0,0.0,16.05,16.05,0.0,100.0,100.0,182.93,182.93,0.0,0.0,0.0,48.72,48.72,0.0,0.0,100.0,31.82,31.82,0.0,0.0,100.0,48.72,48.72,0.0,0.0,100.0,1163257.0
Assam,TAMULPUR,1,4.46,4.46,100.0,100.0,100.0,538.82,538.82,0.0,0.0,0.0,15.92,15.92,0.0,100.0,100.0,33.17,33.17,0.0,0.0,100.0,552.07,552.07,0.0,0.0,0.0,50.74,50.74,0.0,0.0,0.0,47.66,47.66,0.0,0.0,100.0,58.59,58.59,0.0,0.0,0.0,111.89,111.89,0.0,0.0,0.0,52.9,52.9,0.0,0.0,0.0,55.4,55.4,0.0,0.0,0.0,1388011.0
Assam,TINSUKIA,1,1.73,1.73,100.0,100.0,100.0,889.18,889.18,0.0,0.0,0.0,14.79,14.79,0.0,100.0,100.0,362.89,362.89,0.0,0.0,0.0,901.8,901.8,0.0,0.0,0.0,409.26,409.26,0.0,0.0,0.0,356.36,356.36,0.0,0.0,0.0,420.99,420.99,0.0,0.0,0.0,406.26,406.26,0.0,0.0,0.0,26.9,26.9,0.0,0.0,100.0,64.97,64.97,0.0,0.0,0.0,1301542.0
Assam,UDALGURI,1,9.89,9.89,100.0,100.0,100.0,569.62,569.62,0.0,0.0,0.0,5.92,5.92,100.0,100.0,100.0,52.71,52.71,0.0,0.0,0.0,582.82,582.82,0.0,0.0,0.0,67.31,67.31,0.0,0.0,0.0,17.91,17.91,0.0,100.0,100.0,79.12,79.12,0.0,0.0,0.0,152.46,152.46,0.0,0.0,0.0,69.17,69.17,0.0,0.0,0.0,68.02,68.02,0.0,0.0,0.0,817787.0
Assam,WEST KARBI ANAGLONG,1,12.28,12.28,0.0,100.0,100.0,542.76,542.76,0.0,0.0,0.0,29.51,29.51,0.0,0.0,100.0,97.45,97.45,0.0,0.0,0.0,555.52,555.52,0.0,0.0,0.0,95.79,95.79,0.0,0.0,0.0,89.38,89.38,0.0,0.0,0.0,102.1,102.1,0.0,0.0,0.0,112.6,112.6,0.0,0.0,0.0,87.19,87.19,0.0,0.0,0.0,74.54,74.54,0.0,0.0,0.0,272347.0
Assam,__STATE__,35,,5.136445357692999,82.85714285714286,100.0,100.0,,580.4124184551907,0.0,0.0,0.0,,12.135461382811336,48.57142857142857,85.71428571428571,100.0,,111.9118780036502,0.0,5.714285714285714,34.285714285714285,,593.2312121568798,0.0,0.0,0.0,,157.08295785820053,0.0,2.857142857142857,11.428571428571429,,110.37784985745976,0.0,14.285714285714285,25.71428571428571,,161.00589766193363,0.0,0.0,8.571428571428571,,147.42006458942447,0.0,8.571428571428571,20.0,,35.71102895819283,5.714285714285714,31.428571428571427,68.57142857142857,,64.90079554732098,0.0,17.142857142857142,45.71428571428572,31205573.0
Bihar,Araria,734,5.67,6.19,80.79019073569482,100.0,100.0,393.665,395.38,0.0,0.0,0.0,11.805,12.73,41.00817438692098,94.55040871934604,100.0,66.87,64.64,0.0,0.4087193460490463,18.392370572207085,405.92,407.62,0.0,0.0,0.0,113.585,115.22,0.0,0.0,0.0,31.5,29.99,7.220708446866484,37.73841961852861,97.95640326975476,240.07,237.86,0.0,0.0,0.0,235.105,232.87,0.0,0.0,0.0,106.48,107.61,0.0,0.0,0.0,112.0,113.53,0.0,0.0,0.0,2806898.0
Bihar,Arwal,315,3.83,5.36,78.0952380952381,100.0,100.0,252.49,251.7,0.0,0.0,0.0,21.6,21.35,0.0,79.36507936507937,100.0,123.7,123.83,0.0,0.0,0.0,460.55,460.18,0.0,0.0,0.0,63.4,64.57,0.0,0.0,0.9523809523809524,199.89,199.27,0.0,0.0,0.0,59.64,60.36,0.0,0.0,6.666666666666667,62.77,63.94,0.0,0.0,0.9523809523809524,62.77,63.81,0.0,0.0,0.9523809523809524,51.66,50.3,0.0,0.0,46.03174603174603,661150.0
Bihar,Aurangabad,1852,5.805,6.57,75.16198704103671,100.0,100.0,228.73,229.86,0.0,0.0,0.0,10.16,11.44,49.08207343412527,94.22246220302377,100.0,111.285,111.65,0.0,0.0,0.0,464.285,462.97,0.0,0.0,0.0,115.745,116.03,0.0,0.0,0.0,244.885,244.51,0.0,0.0,0.0,111.58,111.9,0.0,0.0,0.0,115.12,114.27,0.0,0.0,0.0,114.895,114.2,0.0,0.0,0.0,63.3,62.46,0.0,0.0,26.997840172786177,2564825.0
Bihar,Banka,2097,8.52,8.84,58.98903195040535,100.0,100.0,285.12,282.75,0.0,0.0,0.0,11.95,12.15,40.96328087744397,97.23414401525989,100.0,58.17,60.5,0.0,0.0,30.99666189794945,296.71,294.28,0.0,0.0,0.0,187.91,186.09,0.0,0.0,0.0,168.19,169.04,0.0,0.0,0.0,192.33,190.53,0.0,0.0,0.0,187.84,186.06,0.0,0.0,0.0,93.72,90.84,0.0,0.0,0.0,181.66,180.84,0.0,0.0,0.0,2045923.0
Bihar,Begusarai,1137,5.3,6.4,78.80386983289358,100.0,100.0,372.83,371.96,0.0,0.0,0.0,4.18,5.18,84.96042216358839,100.0,100.0,42.94,41.35,0.0,4.837291116974495,86.36763412489006,393.26,391.23,0.0,0.0,0.0,94.73,95.46,0.0,0.0,0.0,151.43,149.21,0.0,0.0,0.0,99.95,100.66,0.0,0.0,0.0,94.91,95.63,0.0,0.0,0.0,94.91,95.49,0.0,0.0,0.0,92.15,94.16,0.0,0.0,0.0,2955569.0
