state,district,district_code,pop_2011,is_island,primary_port,primary_port_probability,primary_port_drive_hours,secondary_port,secondary_port_probability,secondary_port_drive_hours,hinterland_category,contestability_index
Karnataka,Udupi,569.0,1075786,False,New Mangalore Port,74.0,1.59,Mormugao Port,5.3,5.19,Dominant / Mildly Contested,0.312
Karnataka,Uttara Kannada,563.0,1440198,False,Mormugao Port,29.7,2.58,New Mangalore Port,27.2,4.13,Highly Contested / Split Hinterland,0.975
Karnataka,Vijayanagara,761.0,1694727,False,New Mangalore Port,21.3,6.6,Jawaharlal Nehru Port (JNPT),12.0,12.93,Highly Contested / Split Hinterland,0.907
Karnataka,Vijayapura,557.0,2186331,False,Jawaharlal Nehru Port (JNPT),28.2,6.78,Mumbai Port,12.2,9.75,Highly Contested / Split Hinterland,0.84
Karnataka,Yadgir,580.0,1171730,False,Jawaharlal Nehru Port (JNPT),20.8,9.17,Chennai Port,11.1,10.58,Highly Contested / Split Hinterland,0.904
Kerala,Alappuzha,598.0,2039162,False,Cochin Port,37.4,4.56,V.O. Chidambaranar Port (Tuticorin),17.8,7.64,Highly Contested / Split Hinterland,0.804
Kerala,Ernakulam,595.0,3389018,False,Cochin Port,90.9,0.74,V.O. Chidambaranar Port (Tuticorin),2.7,6.69,Captive Hinterland,0.118
Kerala,Idukki,596.0,967060,False,Cochin Port,62.8,2.16,V.O. Chidambaranar Port (Tuticorin),12.6,6.11,Dominant / Mildly Contested,0.498
Kerala,Kannur,589.0,2536093,False,Cochin Port,29.9,5.81,V.O. Chidambaranar Port (Tuticorin),13.3,10.15,Highly Contested / Split Hinterland,0.834
Kerala,Kasaragod,588.0,1309208,False,New Mangalore Port,79.6,1.39,Mormugao Port,3.2,6.41,Captive Hinterland,0.236
Kerala,Kollam,600.0,2629046,False,Cochin Port,34.2,5.17,V.O. Chidambaranar Port (Tuticorin),17.7,8.25,Highly Contested / Split Hinterland,0.834
Kerala,Kottayam,597.0,1976139,False,Cochin Port,40.1,4.12,V.O. Chidambaranar Port (Tuticorin),17.8,7.21,Highly Contested / Split Hinterland,0.777
Kerala,Kozhikode,591.0,3103973,False,Cochin Port,35.3,4.64,V.O. Chidambaranar Port (Tuticorin),13.2,8.98,Highly Contested / Split Hinterland,0.78
Kerala,Malappuram,592.0,4121325,False,Cochin Port,42.0,3.64,V.O. Chidambaranar Port (Tuticorin),12.8,7.98,Highly Contested / Split Hinterland,0.709
Kerala,Palakkad,593.0,2815996,False,Cochin Port,54.5,2.43,V.O. Chidambaranar Port (Tuticorin),11.2,6.78,Dominant / Mildly Contested,0.567
Kerala,Pathanamthitta,599.0,1188745,False,Cochin Port,39.7,4.18,V.O. Chidambaranar Port (Tuticorin),17.8,7.27,Highly Contested / Split Hinterland,0.781
Kerala,Thiruvananthapuram,601.0,3314311,False,V.O. Chidambaranar Port (Tuticorin),56.8,3.37,Cochin Port,10.7,8.66,Dominant / Mildly Contested,0.54
Kerala,Thrissur,594.0,3130922,False,Cochin Port,79.9,1.24,V.O. Chidambaranar Port (Tuticorin),4.6,7.44,Captive Hinterland,0.247
Kerala,Wayanad,590.0,820395,False,Cochin Port,31.7,5.33,V.O. Chidambaranar Port (Tuticorin),13.2,9.68,Highly Contested / Split Hinterland,0.815
Ladakh,KARGIL,4.0,183859,False,Deendayal Port (Kandla),25.4,31.07,Paradip Port,15.3,44.31,Highly Contested / Split Hinterland,0.899
Ladakh,LEH,3.0,186324,False,Deendayal Port (Kandla),26.4,28.32,Paradip Port,15.1,41.57,Highly Contested / Split Hinterland,0.888
Lakshadweep,Lakshadweep,587.0,64473,False,Cochin Port,18.1,11.5,V.O. Chidambaranar Port (Tuticorin),11.9,15.84,Highly Contested / Split Hinterland,0.938
Madhya Pradesh,AGAR MALWA,735.0,656955,False,Deendayal Port (Kandla),26.0,14.46,Paradip Port,14.3,21.81,Highly Contested / Split Hinterland,0.883
Madhya Pradesh,ALIRAJPUR,465.0,732200,False,Jawaharlal Nehru Port (JNPT),27.6,8.71,Mumbai Port,25.6,7.89,Highly Contested / Split Hinterland,0.98
Madhya Pradesh,ANUPPUR,461.0,748968,False,Paradip Port,24.4,15.41,Visakhapatnam Port,13.9,16.07,Highly Contested / Split Hinterland,0.894
Madhya Pradesh,ASHOKNAGAR,459.0,853626,False,Deendayal Port (Kandla),19.7,19.06,Paradip Port,15.6,23.06,Highly Contested / Split Hinterland,0.959
Madhya Pradesh,BALAGHAT,457.0,1719591,False,Paradip Port,23.8,13.78,Visakhapatnam Port,13.9,14.09,Highly Contested / Split Hinterland,0.902
Madhya Pradesh,BARWANI,441.0,1396704,False,Jawaharlal Nehru Port (JNPT),29.3,8.53,Mumbai Port,21.1,9.02,Highly Contested / Split Hinterland,0.917
Madhya Pradesh,BETUL,447.0,1587756,False,Jawaharlal Nehru Port (JNPT),19.4,11.25,Paradip Port,16.5,16.25,Highly Contested / Split Hinterland,0.971
Madhya Pradesh,BHIND,420.0,1714852,False,Deendayal Port (Kandla),21.1,18.31,Paradip Port,18.9,20.54,Highly Contested / Split Hinterland,0.978
Madhya Pradesh,BHOPAL,444.0,2394281,False,Deendayal Port (Kandla),20.4,16.07,Jawaharlal Nehru Port (JNPT),15.7,15.1,Highly Contested / Split Hinterland,0.953
Madhya Pradesh,BURHANPUR,467.0,764921,False,Jawaharlal Nehru Port (JNPT),30.2,8.53,Mumbai Port,17.8,10.16,Highly Contested / Split Hinterland,0.876
Madhya Pradesh,CHHATARPUR,425.0,1773765,False,Deendayal Port (Kandla),21.1,17.97,Paradip Port,18.7,20.27,Highly Contested / Split Hinterland,0.976
Madhya Pradesh,CHHINDWARA,455.0,1757837,False,Paradip Port,18.9,16.38,Jawaharlal Nehru Port (JNPT),15.9,13.89,Highly Contested / Split Hinterland,0.97
Madhya Pradesh,DAMOH,428.0,1270780,False,Paradip Port,21.4,16.19,Deendayal Port (Kandla),14.6,19.47,Highly Contested / Split Hinterland,0.932
Madhya Pradesh,DATIA,422.0,814930,False,Deendayal Port (Kandla),22.8,16.87,Paradip Port,17.3,20.89,Highly Contested / Split Hinterland,0.945
Madhya Pradesh,DEWAS,437.0,1565515,False,Jawaharlal Nehru Port (JNPT),25.6,10.98,Mumbai Port,18.8,11.47,Highly Contested / Split Hinterland,0.932
Madhya Pradesh,DHAR,438.0,2209040,False,Deendayal Port (Kandla),24.9,13.39,Jawaharlal Nehru Port (JNPT),22.9,11.27,Highly Contested / Split Hinterland,0.98
Madhya Pradesh,DINDORI,453.0,708942,False,Paradip Port,25.1,14.33,Visakhapatnam Port,14.1,15.0,Highly Contested / Split Hinterland,0.891
Madhya Pradesh,GUNA,458.0,1252959,False,Deendayal Port (Kandla),24.0,15.44,Paradip Port,14.7,21.8,Highly Contested / Split Hinterland,0.907
Madhya Pradesh,GWALIOR,421.0,1786914,False,Deendayal Port (Kandla),22.8,16.84,Paradip Port,17.3,20.87,Highly Contested / Split Hinterland,0.945
Madhya Pradesh,HARDA,448.0,572680,False,Jawaharlal Nehru Port (JNPT),18.4,12.98,Paradip Port,16.5,18.19,Highly Contested / Split Hinterland,0.981
Madhya Pradesh,INDORE,439.0,3284305,False,Deendayal Port (Kandla),26.6,13.37,Jawaharlal Nehru Port (JNPT),21.5,12.17,Highly Contested / Split Hinterland,0.949
Madhya Pradesh,JABALPUR,451.0,2462878,False,Paradip Port,21.1,16.56,Deendayal Port (Kandla),13.7,20.5,Highly Contested / Split Hinterland,0.926
Madhya Pradesh,JHABUA,464.0,1032335,False,Jawaharlal Nehru Port (JNPT),24.2,10.69,Deendayal Port (Kandla),22.7,13.89,Highly Contested / Split Hinterland,0.985
Madhya Pradesh,KATNI,450.0,1289000,False,Paradip Port,22.0,15.91,Jawaharlal Nehru Port (JNPT),12.6,17.01,Highly Contested / Split Hinterland,0.906
Madhya Pradesh,KHANDWA,466.0,1318985,False,Jawaharlal Nehru Port (JNPT),18.1,13.63,Paradip Port,16.5,18.84,Highly Contested / Split Hinterland,0.985
Madhya Pradesh,KHARGONE,440.0,1872694,False,Jawaharlal Nehru Port (JNPT),27.5,9.5,Mumbai Port,20.0,9.99,Highly Contested / Split Hinterland,0.924
Madhya Pradesh,MAIHAR,768.0,664617,False,Paradip Port,21.1,17.41,Syama Prasad Mookerjee Port (Kolkata/Haldia),12.4,15.98,Highly Contested / Split Hinterland,0.913
Madhya Pradesh,MANDLA,454.0,1057659,False,Paradip Port,25.4,13.89,Visakhapatnam Port,14.3,14.56,Highly Contested / Split Hinterland,0.889
Madhya Pradesh,MANDSAUR,433.0,1305746,False,Deendayal Port (Kandla),37.3,11.26,Jawaharlal Nehru Port (JNPT),15.5,15.34,Highly Contested / Split Hinterland,0.782
Madhya Pradesh,MAUGANJ,767.0,712157,False,Paradip Port,23.9,16.27,Syama Prasad Mookerjee Port (Kolkata/Haldia),14.2,14.83,Highly Contested / Split Hinterland,0.903
Madhya Pradesh,MORENA,419.0,1970545,False,Deendayal Port (Kandla),22.2,17.65,Paradip Port,17.3,21.51,Highly Contested / Split Hinterland,0.951
Madhya Pradesh,NARMADAPURAM,449.0,1243285,False,Jawaharlal Nehru Port (JNPT),17.8,12.78,Paradip Port,16.2,17.74,Highly Contested / Split Hinterland,0.984
Madhya Pradesh,NARSIMHAPUR,452.0,1095959,False,Paradip Port,19.2,16.65,Jawaharlal Nehru Port (JNPT),14.6,14.99,Highly Contested / Split Hinterland,0.954
Madhya Pradesh,NEEMUCH,432.0,855651,False,Deendayal Port (Kandla),38.6,10.48,Jawaharlal Nehru Port (JNPT),15.5,14.56,Highly Contested / Split Hinterland,0.769
Madhya Pradesh,NIWARI,753.0,373609,False,Deendayal Port (Kandla),22.3,16.1,Paradip Port,17.9,19.33,Highly Contested / Split Hinterland,0.955
Madhya Pradesh,PANDHURNA,769.0,355812,False,Paradip Port,19.0,15.35,Jawaharlal Nehru Port (JNPT),16.5,12.77,Highly Contested / Split Hinterland,0.975
Madhya Pradesh,PANNA,426.0,1016105,False,Paradip Port,19.5,19.35,Deendayal Port (Kandla),16.7,20.31,Highly Contested / Split Hinterland,0.971
Madhya Pradesh,RAISEN,446.0,1334815,False,Paradip Port,16.8,18.82,Jawaharlal Nehru Port (JNPT),16.4,14.61,Highly Contested / Split Hinterland,0.995
Madhya Pradesh,RAJGARH,442.0,1553614,False,Deendayal Port (Kandla),24.3,14.52,Jawaharlal Nehru Port (JNPT),14.7,15.8,Highly Contested / Split Hinterland,0.903
Madhya Pradesh,RATLAM,434.0,1465777,False,Deendayal Port (Kandla),32.2,12.03,Jawaharlal Nehru Port (JNPT),18.5,13.48,Highly Contested / Split Hinterland,0.863
Madhya Pradesh,REWA,430.0,1672831,False,Paradip Port,23.2,16.63,Syama Prasad Mookerjee Port (Kolkata/Haldia),13.8,15.19,Highly Contested / Split Hinterland,0.906
Madhya Pradesh,SAGAR,427.0,2397707,False,Paradip Port,18.4,18.44,Deendayal Port (Kandla),16.7,18.66,Highly Contested / Split Hinterland,0.983
Madhya Pradesh,SATNA,429.0,1566537,False,Deendayal Port (Kandla),20.6,19.79,Paradip Port,18.6,22.09,Highly Contested / Split Hinterland,0.98
Madhya Pradesh,SEHORE,445.0,1290236,False,Deendayal Port (Kandla),20.4,16.17,Jawaharlal Nehru Port (JNPT),15.6,15.24,Highly Contested / Split Hinterland,0.952
Madhya Pradesh,SEONI,456.0,1392695,False,Paradip Port,19.7,16.12,Jawaharlal Nehru Port (JNPT),14.7,14.69,Highly Contested / Split Hinterland,0.95
Madhya Pradesh,SHAHDOL,460.0,1067593,False,Paradip Port,32.7,16.21,Syama Prasad Mookerjee Port (Kolkata/Haldia),19.5,14.78,Highly Contested / Split Hinterland,0.868
Madhya Pradesh,SHAJAPUR,436.0,837664,False,Deendayal Port (Kandla),23.9,15.32,Paradip Port,14.7,21.57,Highly Contested / Split Hinterland,0.908
Madhya Pradesh,SHEOPUR,418.0,692342,False,Deendayal Port (Kandla),26.9,15.9,Paradip Port,15.2,23.6,Highly Contested / Split Hinterland,0.883
Madhya Pradesh,SHIVPURI,423.0,1659993,False,Deendayal Port (Kandla),26.3,14.66,Paradip Port,15.9,20.83,Highly Contested / Split Hinterland,0.896
Madhya Pradesh,SIDHI,462.0,1134388,False,Paradip Port,21.7,18.4,Syama Prasad Mookerjee Port (Kolkata/Haldia),12.7,16.97,Highly Contested / Split Hinterland,0.91
Madhya Pradesh,SINGRAULI,463.0,1186139,False,Paradip Port,21.5,19.04,Syama Prasad Mookerjee Port (Kolkata/Haldia),12.5,17.6,Highly Contested / Split Hinterland,0.91
Madhya Pradesh,TIKAMGARH,424.0,1071848,False,Deendayal Port (Kandla),19.8,17.55,Paradip Port,19.0,18.89,Highly Contested / Split Hinterland,0.992
Madhya Pradesh,UJJAIN,435.0,1992614,False,Deendayal Port (Kandla),24.9,16.25,Paradip Port,14.6,23.61,Highly Contested / Split Hinterland,0.896
Madhya Pradesh,UMARIA,431.0,646430,False,Paradip Port,21.7,17.3,Visakhapatnam Port,12.4,17.97,Highly Contested / Split Hinterland,0.907
Madhya Pradesh,VIDISHA,443.0,1469028,False,Deendayal Port (Kandla),20.1,17.08,Paradip Port,15.4,21.07,Highly Contested / Split Hinterland,0.953
Maharashtra,AHILYANAGAR,522.0,4512419,False,Jawaharlal Nehru Port (JNPT),52.6,3.77,Mumbai Port,16.2,6.66,Dominant / Mildly Contested,0.636
Maharashtra,AKOLA,501.0,1792807,False,Jawaharlal Nehru Port (JNPT),25.1,9.18,Mumbai Port,15.1,10.81,Highly Contested / Split Hinterland,0.9
Maharashtra,AMRAVATI,503.0,2874317,False,Jawaharlal Nehru Port (JNPT),21.6,10.47,Paradip Port,15.6,16.75,Highly Contested / Split Hinterland,0.939
Maharashtra,BEED,523.0,2464450,False,Jawaharlal Nehru Port (JNPT),41.4,5.26,Mumbai Port,15.8,8.16,Highly Contested / Split Hinterland,0.744
Maharashtra,BHANDARA,506.0,1225015,False,Paradip Port,22.7,12.97,Jawaharlal Nehru Port (JNPT),14.1,13.2,Highly Contested / Split Hinterland,0.914
Maharashtra,BULDHANA,500.0,2572145,False,Jawaharlal Nehru Port (JNPT),30.2,7.76,Mumbai Port,17.4,9.38,Highly Contested / Split Hinterland,0.872
Maharashtra,CHANDRAPUR,509.0,2191510,False,Paradip Port,19.0,15.23,Jawaharlal Nehru Port (JNPT),15.8,13.0,Highly Contested / Split Hinterland,0.968
Maharashtra,CHHATRAPATI SAMBHAJI NAGAR,515.0,3642642,False,Jawaharlal Nehru Port (JNPT),39.6,5.23,Mumbai Port,21.0,6.64,Highly Contested / Split Hinterland,0.815
Maharashtra,DHARASHIV,525.0,1642019,False,Jawaharlal Nehru Port (JNPT),32.5,6.48,Mumbai Port,13.7,9.45,Highly Contested / Split Hinterland,0.812
Maharashtra,DHULE,498.0,2039308,False,Jawaharlal Nehru Port (JNPT),33.2,6.83,Mumbai Port,23.4,7.32,Highly Contested / Split Hinterland,0.901
Maharashtra,DHULE,598.0,2039162,False,Jawaharlal Nehru Port (JNPT),33.4,6.78,Mumbai Port,23.4,7.27,Highly Contested / Split Hinterland,0.901
Maharashtra,GADCHIROLI,508.0,1067364,False,Paradip Port,20.4,15.44,Jawaharlal Nehru Port (JNPT),14.4,14.53,Highly Contested / Split Hinterland,0.94
Maharashtra,GONDIA,507.0,1244434,False,Paradip Port,24.8,12.36,Visakhapatnam Port,14.5,12.67,Highly Contested / Split Hinterland,0.897
Maharashtra,HINGOLI,512.0,1200351,False,Jawaharlal Nehru Port (JNPT),24.1,9.05,Mumbai Port,14.5,10.67,Highly Contested / Split Hinterland,0.904
Maharashtra,JALGAON,499.0,4202382,False,Jawaharlal Nehru Port (JNPT),30.9,7.47,Mumbai Port,21.0,8.16,Highly Contested / Split Hinterland,0.902
Maharashtra,JALNA,514.0,1911920,False,Jawaharlal Nehru Port (JNPT),35.7,5.95,Mumbai Port,18.9,7.57,Highly Contested / Split Hinterland,0.832
Maharashtra,KOLHAPUR,530.0,3848517,False,Jawaharlal Nehru Port (JNPT),34.0,6.32,Mumbai Port,14.2,9.29,Highly Contested / Split Hinterland,0.802
Maharashtra,LATUR,524.0,2504658,False,Jawaharlal Nehru Port (JNPT),28.7,7.49,Mumbai Port,13.2,10.39,Highly Contested / Split Hinterland,0.845
Maharashtra,MUMBAI,519.0,2257941,False,Mumbai Port,91.1,0.63,Jawaharlal Nehru Port (JNPT),6.0,3.77,Captive Hinterland,0.15
Maharashtra,MUMBAI SUBURBAN,518.0,8857861,False,Jawaharlal Nehru Port (JNPT),79.4,1.26,Mumbai Port,13.5,3.19,Captive Hinterland,0.341
Maharashtra,NAGPUR,505.0,4622518,False,Paradip Port,19.5,14.38,Jawaharlal Nehru Port (JNPT),16.8,12.0,Highly Contested / Split Hinterland,0.973
Maharashtra,NANDED,511.0,3307560,False,Jawaharlal Nehru Port (JNPT),25.3,8.41,Mumbai Port,13.3,10.76,Highly Contested / Split Hinterland,0.88
Maharashtra,NANDURBAR,497.0,1632928,False,Jawaharlal Nehru Port (JNPT),30.8,7.74,Mumbai Port,21.9,8.23,Highly Contested / Split Hinterland,0.911
Maharashtra,NASHIK,516.0,6075753,False,Jawaharlal Nehru Port (JNPT),37.7,5.27,Mumbai Port,25.7,5.76,Highly Contested / Split Hinterland,0.88
Maharashtra,PALGHAR,681.0,6015627,False,Mumbai Port,46.1,1.85,Jawaharlal Nehru Port (JNPT),44.0,2.2,Highly Contested / Split Hinterland,0.978
Maharashtra,PARBHANI,513.0,1805245,False,Jawaharlal Nehru Port (JNPT),30.6,7.15,Mumbai Port,15.0,9.53,Highly Contested / Split Hinterland,0.844
Maharashtra,PUNE,521.0,9386363,False,Jawaharlal Nehru Port (JNPT),72.0,2.01,Mumbai Port,12.7,4.98,Dominant / Mildly Contested,0.407
Maharashtra,RAIGAD,520.0,2556123,False,Jawaharlal Nehru Port (JNPT),78.0,1.65,Mumbai Port,11.2,4.62,Captive Hinterland,0.333
Maharashtra,RATNAGIRI,528.0,1603560,False,Jawaharlal Nehru Port (JNPT),37.8,5.99,Mumbai Port,15.3,8.96,Highly Contested / Split Hinterland,0.775
Maharashtra,SANGLI,531.0,2799723,False,Jawaharlal Nehru Port (JNPT),40.2,4.95,Mumbai Port,14.6,7.92,Highly Contested / Split Hinterland,0.744
Maharashtra,SATARA,527.0,2982948,False,Jawaharlal Nehru Port (JNPT),49.0,4.05,Mumbai Port,15.6,7.02,Highly Contested / Split Hinterland,0.666
Maharashtra,SINDHUDURG,529.0,842193,False,Jawaharlal Nehru Port (JNPT),31.4,7.0,Mumbai Port,13.8,9.97,Highly Contested / Split Hinterland,0.824
Maharashtra,SOLAPUR,526.0,4277369,False,Jawaharlal Nehru Port (JNPT),42.6,4.71,Mumbai Port,15.0,7.68,Highly Contested / Split Hinterland,0.724
Maharashtra,THANE,517.0,5154199,False,Jawaharlal Nehru Port (JNPT),77.0,1.73,Mumbai Port,11.7,4.7,Captive Hinterland,0.347
Maharashtra,WARDHA,504.0,1292490,False,Paradip Port,18.1,15.05,Jawaharlal Nehru Port (JNPT),17.8,11.58,Highly Contested / Split Hinterland,0.998
Maharashtra,WASHIM,502.0,1171158,False,Jawaharlal Nehru Port (JNPT),26.7,8.33,Mumbai Port,15.7,9.95,Highly Contested / Split Hinterland,0.89
Maharashtra,YAVATMAL,510.0,2757352,False,Jawaharlal Nehru Port (JNPT),17.5,12.02,Paradip Port,16.1,16.57,Highly Contested / Split Hinterland,0.986
Manipur,BISHNUPUR,275.0,196369,False,Paradip Port,25.0,30.03,Syama Prasad Mookerjee Port (Kolkata/Haldia),19.7,23.09,Highly Contested / Split Hinterland,0.947
Manipur,CHANDEL,280.0,115888,False,Paradip Port,24.8,30.65,Syama Prasad Mookerjee Port (Kolkata/Haldia),19.4,23.71,Highly Contested / Split Hinterland,0.946
Manipur,CHURACHANDPUR,274.0,130734,False,Paradip Port,24.9,30.31,Syama Prasad Mookerjee Port (Kolkata/Haldia),19.6,23.36,Highly Contested / Split Hinterland,0.947
Manipur,IMPHAL EAST,278.0,190669,False,Paradip Port,25.1,29.49,Syama Prasad Mookerjee Port (Kolkata/Haldia),19.9,22.55,Highly Contested / Split Hinterland,0.949
Manipur,IMPHAL WEST,277.0,186098,False,Paradip Port,25.0,29.55,Syama Prasad Mookerjee Port (Kolkata/Haldia),19.9,22.6,Highly Contested / Split Hinterland,0.949
Manipur,JIRIBAM,658.0,212583,False,Paradip Port,24.6,32.28,Syama Prasad Mookerjee Port (Kolkata/Haldia),18.7,25.34,Highly Contested / Split Hinterland,0.942
Manipur,KAKCHING,651.0,341043,False,Paradip Port,24.9,30.48,Syama Prasad Mookerjee Port (Kolkata/Haldia),19.5,23.54,Highly Contested / Split Hinterland,0.946
Manipur,KAMJANG,670.0,128385,False,Paradip Port,24.9,30.47,Syama Prasad Mookerjee Port (Kolkata/Haldia),19.5,23.53,Highly Contested / Split Hinterland,0.946
Manipur,KANGPOKPI,679.0,195665,False,Paradip Port,25.1,29.25,Syama Prasad Mookerjee Port (Kolkata/Haldia),20.1,22.31,Highly Contested / Split Hinterland,0.95
Manipur,NONEY,659.0,153758,False,Paradip Port,24.7,31.27,Syama Prasad Mookerjee Port (Kolkata/Haldia),19.1,24.33,Highly Contested / Split Hinterland,0.944
Manipur,PHERZAWL,718.0,318505,False,Paradip Port,24.6,31.95,Syama Prasad Mookerjee Port (Kolkata/Haldia),18.8,25.01,Highly Contested / Split Hinterland,0.942
Manipur,SENAPATI,272.0,217951,False,Paradip Port,25.3,28.22,Syama Prasad Mookerjee Port (Kolkata/Haldia),20.6,21.28,Highly Contested / Split Hinterland,0.953
Manipur,TAMENGLONG,273.0,122620,False,Paradip Port,24.7,31.49,Syama Prasad Mookerjee Port (Kolkata/Haldia),19.0,24.54,Highly Contested / Split Hinterland,0.944
Manipur,TENGNOUPAL,667.0,104556,False,Paradip Port,24.9,30.57,Syama Prasad Mookerjee Port (Kolkata/Haldia),19.4,23.63,Highly Contested / Split Hinterland,0.946
Manipur,THOUBAL,276.0,168293,False,Paradip Port,25.0,29.71,Syama Prasad Mookerjee Port (Kolkata/Haldia),19.8,22.77,Highly Contested / Split Hinterland,0.948
Manipur,UKHRUL,279.0,72676,False,Paradip Port,25.0,29.96,Syama Prasad Mookerjee Port (Kolkata/Haldia),19.7,23.02,Highly Contested / Split Hinterland,0.947
Meghalaya,EAST GARO HILLS,294.0,177723,False,Paradip Port,26.5,21.55,Syama Prasad Mookerjee Port (Kolkata/Haldia),25.7,14.61,Highly Contested / Split Hinterland,0.992
Meghalaya,EAST JAINTIA HILLS,666.0,211614,False,Paradip Port,26.0,24.64,Syama Prasad Mookerjee Port (Kolkata/Haldia),22.9,17.7,Highly Contested / Split Hinterland,0.969
Meghalaya,EAST KHASI HILLS,298.0,821348,False,Paradip Port,26.2,23.42,Syama Prasad Mookerjee Port (Kolkata/Haldia),23.9,16.48,Highly Contested / Split Hinterland,0.977
Meghalaya,EASTERN WEST KHASI HILLS,765.0,85164,False,Paradip Port,26.3,22.9,Syama Prasad Mookerjee Port (Kolkata/Haldia),24.4,15.96,Highly Contested / Split Hinterland,0.981
Meghalaya,NORTH GARO HILLS,674.0,135052,False,Syama Prasad Mookerjee Port (Kolkata/Haldia),26.8,13.65,Paradip Port,26.6,20.6,Highly Contested / Split Hinterland,0.998
Meghalaya,RI-BHOI,297.0,253670,False,Paradip Port,26.4,22.43,Syama Prasad Mookerjee Port (Kolkata/Haldia),24.8,15.49,Highly Contested / Split Hinterland,0.985
Meghalaya,SOUTH GARO HILLS,295.0,136768,False,Paradip Port,26.5,21.71,Syama Prasad Mookerjee Port (Kolkata/Haldia),25.6,14.76,Highly Contested / Split Hinterland,0.991
Meghalaya,SOUTH WEST GARO HILLS,660.0,161540,False,Paradip Port,26.3,22.75,Syama Prasad Mookerjee Port (Kolkata/Haldia),24.5,15.81,Highly Contested / Split Hinterland,0.982
Meghalaya,SOUTH WEST KHASI HILLS,668.0,96783,False,Paradip Port,26.3,22.74,Syama Prasad Mookerjee Port (Kolkata/Haldia),24.5,15.8,Highly Contested / Split Hinterland,0.982
Meghalaya,WEST GARO HILLS,293.0,496469,False,Paradip Port,26.4,22.17,Syama Prasad Mookerjee Port (Kolkata/Haldia),25.1,15.23,Highly Contested / Split Hinterland,0.987
Meghalaya,WEST JAINTIA HILLS,299.0,186439,False,Paradip Port,26.1,23.83,Syama Prasad Mookerjee Port (Kolkata/Haldia),23.5,16.89,Highly Contested / Split Hinterland,0.974
Meghalaya,WEST KHASI HILLS,296.0,204319,False,Paradip Port,26.4,21.98,Syama Prasad Mookerjee Port (Kolkata/Haldia),25.3,15.03,Highly Contested / Split Hinterland,0.989
Mizoram,AIZAWL,283.0,204186,False,Paradip Port,25.1,29.33,Syama Prasad Mookerjee Port (Kolkata/Haldia),20.0,22.39,Highly Contested / Split Hinterland,0.949
Mizoram,CHAMPHAI,284.0,57446,False,Paradip Port,24.8,30.62,Syama Prasad Mookerjee Port (Kolkata/Haldia),19.4,23.68,Highly Contested / Split Hinterland,0.946
Mizoram,HNAHTHIAL,713.0,27077,False,Paradip Port,24.8,30.63,Syama Prasad Mookerjee Port (Kolkata/Haldia),19.4,23.69,Highly Contested / Split Hinterland,0.946
Mizoram,KHAWZAWL,703.0,36751,False,Paradip Port,24.9,30.31,Syama Prasad Mookerjee Port (Kolkata/Haldia),19.5,23.37,Highly Contested / Split Hinterland,0.946
Mizoram,KOLASIB,282.0,76671,False,Paradip Port,25.4,27.46,Syama Prasad Mookerjee Port (Kolkata/Haldia),21.0,20.52,Highly Contested / Split Hinterland,0.956
Mizoram,LAWNGTLAI,287.0,107666,False,Paradip Port,24.5,32.61,Syama Prasad Mookerjee Port (Kolkata/Haldia),18.6,25.67,Highly Contested / Split Hinterland,0.941
Mizoram,LUNGLEI,286.0,116327,False,Paradip Port,24.6,32.04,Syama Prasad Mookerjee Port (Kolkata/Haldia),18.8,25.1,Highly Contested / Split Hinterland,0.942
Mizoram,MAMIT,281.0,76430,False,Paradip Port,25.3,27.91,Syama Prasad Mookerjee Port (Kolkata/Haldia),20.8,20.96,Highly Contested / Split Hinterland,0.954
Mizoram,SAIHA,288.0,38340,False,Paradip Port,24.4,33.1,Syama Prasad Mookerjee Port (Kolkata/Haldia),18.4,26.16,Highly Contested / Split Hinterland,0.94
Mizoram,SAITUAL,682.0,297007,False,Paradip Port,24.9,30.28,Syama Prasad Mookerjee Port (Kolkata/Haldia),19.6,23.33,Highly Contested / Split Hinterland,0.947
Mizoram,SERCHHIP,285.0,59303,False,Paradip Port,25.0,29.8,Syama Prasad Mookerjee Port (Kolkata/Haldia),19.8,22.86,Highly Contested / Split Hinterland,0.948
Nagaland,CHUMOUKEDIMA,711.0,308147,False,Paradip Port,25.5,26.98,Syama Prasad Mookerjee Port (Kolkata/Haldia),21.3,20.04,Highly Contested / Split Hinterland,0.958
Nagaland,DIMAPUR,265.0,30590,False,Paradip Port,25.7,25.86,Syama Prasad Mookerjee Port (Kolkata/Haldia),22.0,18.91,Highly Contested / Split Hinterland,0.963
Nagaland,KIPHIRE,269.0,71224,False,Paradip Port,24.9,30.55,Syama Prasad Mookerjee Port (Kolkata/Haldia),19.4,23.6,Highly Contested / Split Hinterland,0.946
Nagaland,KOHIMA,270.0,229596,False,Paradip Port,25.4,27.6,Syama Prasad Mookerjee Port (Kolkata/Haldia),20.9,20.66,Highly Contested / Split Hinterland,0.955
Nagaland,LONGLENG,268.0,53015,False,Paradip Port,24.8,30.6,Syama Prasad Mookerjee Port (Kolkata/Haldia),19.4,23.66,Highly Contested / Split Hinterland,0.946
Nagaland,MOKOKCHUNG,262.0,198579,False,Paradip Port,25.5,27.07,Syama Prasad Mookerjee Port (Kolkata/Haldia),21.2,20.13,Highly Contested / Split Hinterland,0.957
