district,villages,nh_median_km,nh_mean_km,nh_within_10km_pct,nh_within_25km_pct,nh_within_50km_pct,expressway_median_km,expressway_mean_km,expressway_within_10km_pct,expressway_within_25km_pct,expressway_within_50km_pct,rail_station_median_km,rail_station_mean_km,rail_station_within_10km_pct,rail_station_within_25km_pct,rail_station_within_50km_pct,freight_terminal_median_km,freight_terminal_mean_km,freight_terminal_within_10km_pct,freight_terminal_within_25km_pct,freight_terminal_within_50km_pct,port_median_km,port_mean_km,port_within_10km_pct,port_within_25km_pct,port_within_50km_pct,icd_median_km,icd_mean_km,icd_within_10km_pct,icd_within_25km_pct,icd_within_50km_pct,icp_median_km,icp_mean_km,icp_within_10km_pct,icp_within_25km_pct,icp_within_50km_pct,air_cargo_median_km,air_cargo_mean_km,air_cargo_within_10km_pct,air_cargo_within_25km_pct,air_cargo_within_50km_pct,mmlp_median_km,mmlp_mean_km,mmlp_within_10km_pct,mmlp_within_25km_pct,mmlp_within_50km_pct,iw_terminal_median_km,iw_terminal_mean_km,iw_terminal_within_10km_pct,iw_terminal_within_25km_pct,iw_terminal_within_50km_pct,fci_depot_median_km,fci_depot_mean_km,fci_depot_within_10km_pct,fci_depot_within_25km_pct,fci_depot_within_50km_pct,toll_plaza_median_km,toll_plaza_mean_km,toll_plaza_within_10km_pct,toll_plaza_within_25km_pct,toll_plaza_within_50km_pct,census2011_population
INDORE,656,7.82,8.94,59.90853658536586,99.84756097560977,100.0,57.175,57.16,0.0,2.7439024390243905,38.109756097560975,10.844999999999999,11.86,46.493902439024396,94.20731707317073,100.0,187.75,187.1,0.0,0.0,0.0,343.745,346.17,0.0,0.0,0.0,28.22,27.43,8.841463414634147,40.54878048780488,99.39024390243902,814.875,815.83,0.0,0.0,0.0,25.43,25.09,4.725609756097561,48.170731707317074,100.0,25.685000000000002,26.23,1.9817073170731707,48.78048780487805,100.0,769.985,768.54,0.0,0.0,0.0,23.7,24.85,1.9817073170731707,55.94512195121951,100.0,14.315000000000001,15.79,29.72560975609756,84.45121951219512,100.0,3284305.0
JABALPUR,1480,5.335,6.66,76.55405405405405,99.93243243243242,100.0,231.14999999999998,233.8,0.0,0.0,0.0,10.805,13.31,46.82432432432432,88.78378378378379,99.39189189189189,239.675,239.07,0.0,0.0,0.0,696.05,693.26,0.0,0.0,0.0,251.62,250.64,0.0,0.0,0.0,565.1600000000001,567.25,0.0,0.0,0.0,255.81,253.7,0.0,0.0,0.0,310.63,308.21,0.0,0.0,0.0,372.865,375.13,0.0,0.0,0.0,147.885,145.06,0.0,0.0,0.0,15.89,16.62,23.04054054054054,87.29729729729729,99.72972972972973,2462878.0
JHABUA,905,10.24,10.42,48.508287292817684,98.12154696132596,100.0,123.14,120.07,0.0,0.0,0.0,16.06,16.83,30.055248618784532,77.90055248618785,100.0,164.95,168.52,0.0,0.0,0.0,248.49,251.94,0.0,0.0,0.0,108.3,107.44,0.0,0.0,0.0,878.77,877.59,0.0,0.0,0.0,118.33,116.8,0.0,0.0,0.0,123.85,122.38,0.0,0.0,0.0,863.2,862.8,0.0,0.0,0.0,119.06,116.61,0.0,0.0,0.0,19.82,20.18,11.38121546961326,73.59116022099448,100.0,1032335.0
KATNI,984,11.89,12.99,42.3780487804878,89.9390243902439,100.0,169.83499999999998,169.73,0.0,0.0,0.0,8.53,10.13,57.92682926829268,96.34146341463415,100.0,232.625,230.27,0.0,0.0,0.0,718.555,717.16,0.0,0.0,0.0,283.83500000000004,282.78,0.0,0.0,0.0,503.77,502.63,0.0,0.0,0.0,295.685,293.71,0.0,0.0,0.0,313.675,308.99,0.0,0.0,0.0,313.675,309.22,0.0,0.0,0.0,125.28999999999999,126.97,0.0,0.0,0.0,30.895000000000003,31.28,1.7276422764227644,26.82926829268293,97.5609756097561,1289000.0
KHANDWA,785,12.26,13.62,42.29299363057325,85.35031847133759,100.0,160.99,159.7,0.0,0.0,0.0,8.89,11.25,54.904458598726116,93.5031847133758,100.0,123.38,119.96,0.0,0.0,0.0,400.96,402.97,0.0,0.0,0.0,116.23,115.34,0.0,0.0,0.0,838.41,840.6,0.0,0.0,0.0,116.17,114.88,0.0,0.0,0.0,112.46,111.24,0.0,0.0,0.0,674.94,675.0,0.0,0.0,0.0,112.46,111.16,0.0,0.0,0.0,94.38,93.47,0.0,0.0,0.3821656050955414,1318985.0
KHARGONE,1473,9.55,12.14,52.00271554650373,85.33604887983707,100.0,134.0,134.67,0.0,0.0,0.0,35.57,36.53,14.052953156822811,33.06177868295995,69.58587915818059,111.74,110.01,0.0,0.0,1.2898845892735913,330.81,330.46,0.0,0.0,0.0,70.92,72.66,0.0,0.0,23.48947725729803,877.99,876.96,0.0,0.0,0.0,81.09,82.11,0.0,0.0,12.695179904955872,82.03,82.11,0.0,0.0,13.238289205702646,730.96,727.43,0.0,0.0,0.0,82.03,82.11,0.0,0.0,13.238289205702646,39.98,40.43,2.240325865580448,19.07671418873048,71.55465037338764,1872694.0
MAIHAR,598,7.1899999999999995,8.34,60.367892976588635,99.83277591973244,100.0,108.61500000000001,108.88,0.0,0.0,0.0,17.485,16.62,25.418060200668897,79.59866220735786,100.0,169.51999999999998,171.04,0.0,0.0,0.0,703.43,705.53,0.0,0.0,0.0,252.54500000000002,251.18,0.0,0.0,0.0,425.28,427.7,0.0,0.0,0.0,227.185,229.56,0.0,0.0,0.0,228.95,231.17,0.0,0.0,0.0,228.95,231.17,0.0,0.0,0.0,138.125,138.26,0.0,0.0,0.0,17.380000000000003,18.36,16.88963210702341,74.74916387959865,100.0,664617.0
MANDLA,1393,7.11,8.8,60.22972002871501,98.34888729361091,100.0,283.63,281.16,0.0,0.0,0.0,25.25,27.89,19.526202440775307,49.60516870064608,86.86288585786073,184.67,182.58,0.0,0.0,0.0,610.79,612.67,0.0,0.0,0.0,191.08,192.98,0.0,0.0,0.0,598.36,599.29,0.0,0.0,0.0,226.85,225.54,0.0,0.0,0.0,279.81,278.14,0.0,0.0,0.0,382.29,382.65,0.0,0.0,0.0,102.75,103.04,0.0,0.0,0.0,23.33,23.39,9.547738693467336,56.85570710696339,100.0,1057659.0
MANDSAUR,981,13.03,14.19,40.36697247706422,83.58817533129461,100.0,113.56,114.2,0.0,0.0,0.0,11.86,13.06,42.09989806320081,91.94699286442406,100.0,265.11,259.02,0.0,0.0,0.0,388.28,392.31,0.0,0.0,0.0,172.83,173.55,0.0,0.0,0.0,736.48,731.53,0.0,0.0,0.0,164.94,165.67,0.0,0.0,0.0,166.7,167.48,0.0,0.0,0.0,767.24,764.46,0.0,0.0,0.0,107.52,106.44,0.0,0.0,0.0,14.82,14.92,26.911314984709477,91.94699286442406,100.0,1305746.0
MAUGANJ,1075,5.08,5.83,81.95348837209302,100.0,100.0,78.53,79.42,0.0,0.0,0.0,49.49,49.4,0.0,0.0,53.48837209302325,122.38,119.18,0.0,0.0,0.0,664.89,664.86,0.0,0.0,0.0,242.1,241.09,0.0,0.0,0.0,337.95,338.47,0.0,0.0,0.0,131.66,130.0,0.0,0.0,0.0,133.76,131.09,0.0,0.0,0.0,133.76,131.09,0.0,0.0,0.0,133.76,131.09,0.0,0.0,0.0,19.97,18.87,12.465116279069766,78.6046511627907,100.0,712157.0
