village,district,district_code,village_code,unit,nearest_nh,dist_nh_km,nearest_expressway,dist_expressway_km,nearest_rail_station,dist_rail_station_km,nearest_freight_terminal,dist_freight_terminal_km,nearest_port,dist_port_km,nearest_icd,dist_icd_km,nearest_icp,dist_icp_km,nearest_air_cargo,dist_air_cargo_km,nearest_mmlp,dist_mmlp_km,nearest_iw_terminal,dist_iw_terminal_km,nearest_fci_depot,dist_fci_depot_km
Thirumukkadu,CHENGALPATTU,633,630136,village,32,1.95,Chitoor-Thatchur Expressway,99.27,ACHARAPAKKAM,2.66,Mappedu,63.93,Chennai Port,93.53,ICD Melpakkam,84.17,Petrapole ICP,1500.22,Chennai International Airport (MAA),75.62,MMLP Chennai (Mappedu),79.21,Aluva Terminal,456.76,FCI Depot Chennai,89.77
SONNALLUR R.F,CHENGALPATTU,633,629541,village,32,12.1,Chitoor-Thatchur Expressway,62.82,URAPPAKKAM,12.5,Mappedu,8.73,Chennai Port,34.42,ICD Chennai (Tondiarpet),36.47,Petrapole ICP,1439.9,Chennai International Airport (MAA),19.33,MMLP Chennai (Mappedu),44.32,Vijayawada Terminals (Durga Ghat / Bhavani Island),408.42,FCI Depot Chennai,30.85
ARUNGAL,CHENGALPATTU,633,629409,village,32,4.38,Chitoor-Thatchur Expressway,57.87,GUDUVANCHERI,5.01,Mappedu,7.39,Chennai Port,36.99,ICD Chennai (Tondiarpet),38.76,Petrapole ICP,1443.71,Chennai International Airport (MAA),19.44,MMLP Chennai (Mappedu),38.36,Vijayawada Terminals (Durga Ghat / Bhavani Island),408.11,FCI Depot Chennai,33.23
Thimmur,CHENGALPATTU,633,629939,village,32,8.8,Chitoor-Thatchur Expressway,83.26,PADALAM,5.84,Mappedu,38.85,Chennai Port,68.1,ICD Chennai (Tondiarpet),70.01,Petrapole ICP,1473.98,Chennai International Airport (MAA),51.0,MMLP Chennai (Mappedu),62.5,Vijayawada Terminals (Durga Ghat / Bhavani Island),438.96,FCI Depot Chennai,64.41
PADIRI,CHENGALPATTU,633,630062,village,32,10.17,Chitoor-Thatchur Expressway,92.02,MELMARUVATTUR,10.57,Mappedu,61.67,Chennai Port,91.06,ICD Melpakkam,75.44,Petrapole ICP,1497.75,Chennai International Airport (MAA),72.84,MMLP Chennai (Mappedu),73.24,Vijayawada Terminals (Durga Ghat / Bhavani Island),453.13,FCI Depot Chennai,87.28
MERKANDAI,CHENGALPATTU,633,629951,village,332A,2.93,Chitoor-Thatchur Expressway,90.89,OTIVAKKAM,18.93,Mappedu,40.89,Chennai Port,67.98,ICD Chennai (Tondiarpet),70.11,Petrapole ICP,1470.43,Chennai International Airport (MAA),52.82,MMLP Chennai (Mappedu),70.39,Vijayawada Terminals (Durga Ghat / Bhavani Island),442.14,FCI Depot Chennai,64.52
Salavankuppam,CHENGALPATTU,633,629518,village,332A,5.59,Chitoor-Thatchur Expressway,79.95,TIRUMANI,22.97,Mappedu,26.54,Chennai Port,51.03,ICD Chennai (Tondiarpet),53.24,Petrapole ICP,1452.75,Chennai International Airport (MAA),37.46,MMLP Chennai (Mappedu),60.46,Vijayawada Terminals (Durga Ghat / Bhavani Island),426.01,FCI Depot Chennai,47.74
CHINNA IRUMBEDU,CHENGALPATTU,633,629531,village,32,9.8,Chitoor-Thatchur Expressway,73.19,TIRUMANI,7.63,Mappedu,25.59,Chennai Port,54.71,ICD Chennai (Tondiarpet),56.63,Petrapole ICP,1460.7,Chennai International Airport (MAA),37.78,MMLP Chennai (Mappedu),52.65,Vijayawada Terminals (Durga Ghat / Bhavani Island),426.43,FCI Depot Chennai,51.02
KOLATHUR,CHENGALPATTU,633,629420,village,32,11.1,Chitoor-Thatchur Expressway,62.89,URAPPAKKAM,11.57,Mappedu,9.02,Chennai Port,35.94,ICD Chennai (Tondiarpet),37.95,Petrapole ICP,1441.64,Chennai International Airport (MAA),20.32,MMLP Chennai (Mappedu),44.07,Vijayawada Terminals (Durga Ghat / Bhavani Island),409.59,FCI Depot Chennai,32.33
NANMANGALAM (CT),CHENGALPATTU,633,629391,village,32,8.47,Chitoor-Thatchur Expressway,51.71,CHROMEPET,3.92,Mappedu,6.98,Chennai Port,22.62,ICD Chennai (Tondiarpet),24.41,Petrapole ICP,1429.37,Chennai International Airport (MAA),6.02,MMLP Chennai (Mappedu),35.21,Vijayawada Terminals (Durga Ghat / Bhavani Island),395.22,FCI Depot Chennai,18.87
KEELMARUVATHUR,CHENGALPATTU,633,630227,village,32,0.74,Chitoor-Thatchur Expressway,98.1,MELMARUVATTUR,0.77,Mappedu,60.9,Chennai Port,90.48,ICD Melpakkam,85.53,Petrapole ICP,1497.02,Chennai International Airport (MAA),72.74,MMLP Chennai (Mappedu),77.82,Vijayawada Terminals (Durga Ghat / Bhavani Island),457.38,FCI Depot Chennai,86.73
VELAMUR,CHENGALPATTU,633,630063,village,32,9.17,Chitoor-Thatchur Expressway,93.22,MELMARUVATTUR,9.48,Mappedu,62.07,Chennai Port,91.51,ICD Melpakkam,76.71,Petrapole ICP,1498.25,Chennai International Airport (MAA),73.33,MMLP Chennai (Mappedu),74.18,Vijayawada Terminals (Durga Ghat / Bhavani Island),454.08,FCI Depot Chennai,87.73
Madhuranthagam (M),CHENGALPATTU,633,803372,village,32,0.56,Chitoor-Thatchur Expressway,88.81,MADURANTAKAM,0.73,Mappedu,50.28,Chennai Port,79.87,ICD Melpakkam,81.13,Petrapole ICP,1486.46,Chennai International Airport (MAA),62.11,MMLP Chennai (Mappedu),68.3,Vijayawada Terminals (Durga Ghat / Bhavani Island),447.38,FCI Depot Chennai,76.12
Kilathivakkam,CHENGALPATTU,633,630129,village,32,6.82,Chitoor-Thatchur Expressway,101.68,KARASANGAL,6.54,Mappedu,71.39,Chennai Port,100.92,ICD Melpakkam,83.39,Petrapole ICP,1507.71,Chennai International Airport (MAA),82.83,MMLP Chennai (Mappedu),83.92,Aluva Terminal,448.18,FCI Depot Chennai,97.15
MUDICHUR (CT),CHENGALPATTU,633,629363,village,32,2.04,Chitoor-Thatchur Expressway,49.06,VANDALUR,2.1,Mappedu,7.27,Chennai Port,32.65,ICD Chennai (Tondiarpet),34.05,Petrapole ICP,1439.02,Chennai International Airport (MAA),14.32,MMLP Chennai (Mappedu),29.79,Vijayawada Terminals (Durga Ghat / Bhavani Island),400.36,FCI Depot Chennai,28.91
VIRALUR,CHENGALPATTU,633,630096,village,332A,9.08,Chitoor-Thatchur Expressway,102.26,MADURANTAKAM,15.96,Mappedu,57.66,Chennai Port,86.34,ICD Chennai (Tondiarpet),88.36,Petrapole ICP,1490.5,Chennai International Airport (MAA),69.86,MMLP Chennai (Mappedu),81.52,Vijayawada Terminals (Durga Ghat / Bhavani Island),458.35,FCI Depot Chennai,82.73
NEDUGUNDRAM,CHENGALPATTU,633,629567,village,32,2.68,Chitoor-Thatchur Expressway,53.04,PERUNGULATTUR,2.82,Mappedu,2.9,Chennai Port,31.63,ICD Chennai (Tondiarpet),33.29,Petrapole ICP,1438.42,Chennai International Airport (MAA),13.68,MMLP Chennai (Mappedu),34.22,Vijayawada Terminals (Durga Ghat / Bhavani Island),402.14,FCI Depot Chennai,27.86
PORUNTHAVAKKAM,CHENGALPATTU,633,629509,village,32,6.93,Chitoor-Thatchur Expressway,71.3,TIRUMANI,5.23,Mappedu,25.38,Chennai Port,54.82,ICD Chennai (Tondiarpet),56.67,Petrapole ICP,1461.22,Chennai International Airport (MAA),37.48,MMLP Chennai (Mappedu),50.67,Vijayawada Terminals (Durga Ghat / Bhavani Island),425.53,FCI Depot Chennai,51.09
VENKATAPURAM,CHENGALPATTU,633,629451,village,32,2.78,Chitoor-Thatchur Expressway,60.98,SINGAPERUMAL KOIL,2.61,Mappedu,22.05,Chennai Port,51.06,ICD Chennai (Tondiarpet),52.6,Petrapole ICP,1457.7,Chennai International Airport (MAA),32.8,MMLP Chennai (Mappedu),40.23,Vijayawada Terminals (Durga Ghat / Bhavani Island),417.41,FCI Depot Chennai,47.29
PAIYANUR,CHENGALPATTU,633,629519,village,332A,3.96,Chitoor-Thatchur Expressway,79.36,TIRUMANI,20.19,Mappedu,26.59,Chennai Port,52.29,ICD Chennai (Tondiarpet),54.46,Petrapole ICP,1454.97,Chennai International Airport (MAA),37.97,MMLP Chennai (Mappedu),59.59,Vijayawada Terminals (Durga Ghat / Bhavani Island),426.97,FCI Depot Chennai,48.9
KADAMBADY,CHENGALPATTU,633,629875,village,332A,0.07,Chitoor-Thatchur Expressway,84.12,OTIVAKKAM,19.39,Mappedu,32.39,Chennai Port,58.73,ICD Chennai (Tondiarpet),60.89,Petrapole ICP,1461.2,Chennai International Airport (MAA),44.06,MMLP Chennai (Mappedu),63.98,Vijayawada Terminals (Durga Ghat / Bhavani Island),433.25,FCI Depot Chennai,55.32
MELERIPAKKAM,CHENGALPATTU,633,629866,village,32,4.98,Chitoor-Thatchur Expressway,73.81,TIRUMANI,2.73,Mappedu,29.69,Chennai Port,59.22,ICD Chennai (Tondiarpet),61.04,Petrapole ICP,1465.7,Chennai International Airport (MAA),41.72,MMLP Chennai (Mappedu),53.07,Vijayawada Terminals (Durga Ghat / Bhavani Island),429.21,FCI Depot Chennai,55.48
ARASUR,CHENGALPATTU,633,630263,village,32,10.11,Chitoor-Thatchur Expressway,113.3,TOZHUPPEDU,12.14,Mappedu,73.31,Chennai Port,102.58,ICD Melpakkam,99.89,Petrapole ICP,1507.87,Chennai International Airport (MAA),85.42,MMLP Chennai (Mappedu),92.88,Aluva Terminal,454.39,FCI Depot Chennai,98.9
Echankaranai,CHENGALPATTU,633,629478,village,32,5.07,Chitoor-Thatchur Expressway,67.7,PARANUR,5.21,Mappedu,22.61,Chennai Port,52.19,ICD Chennai (Tondiarpet),53.97,Petrapole ICP,1458.84,Chennai International Airport (MAA),34.56,MMLP Chennai (Mappedu),47.08,Vijayawada Terminals (Durga Ghat / Bhavani Island),422.15,FCI Depot Chennai,48.44
KONDAMANGALAM,CHENGALPATTU,633,629455,village,32,4.95,Chitoor-Thatchur Expressway,64.75,SINGAPERUMAL KOIL,5.28,Mappedu,18.54,Chennai Port,48.13,ICD Chennai (Tondiarpet),49.9,Petrapole ICP,1454.8,Chennai International Airport (MAA),30.49,MMLP Chennai (Mappedu),44.27,Vijayawada Terminals (Durga Ghat / Bhavani Island),418.32,FCI Depot Chennai,44.37
NERUMBUR,CHENGALPATTU,633,629945,village,332A,7.07,Chitoor-Thatchur Expressway,89.47,PADALAM,14.91,Mappedu,41.31,Chennai Port,69.38,ICD Chennai (Tondiarpet),71.44,Petrapole ICP,1473.25,Chennai International Airport (MAA),53.45,MMLP Chennai (Mappedu),68.81,Vijayawada Terminals (Durga Ghat / Bhavani Island),442.62,FCI Depot Chennai,65.82
LATHUR,CHENGALPATTU,633,630176,village,332A,10.87,Chitoor-Thatchur Expressway,92.79,KARUNGUZHI,12.44,Mappedu,47.14,Chennai Port,75.85,ICD Chennai (Tondiarpet),77.85,Petrapole ICP,1480.49,Chennai International Airport (MAA),59.34,MMLP Chennai (Mappedu),72.03,Vijayawada Terminals (Durga Ghat / Bhavani Island),447.98,FCI Depot Chennai,72.23
AYAPAKKAM,CHENGALPATTU,633,629954,village,332A,1.67,Chitoor-Thatchur Expressway,93.07,OTIVAKKAM,20.41,Mappedu,43.14,Chennai Port,70.13,ICD Chennai (Tondiarpet),72.28,Petrapole ICP,1472.21,Chennai International Airport (MAA),55.06,MMLP Chennai (Mappedu),72.55,Vijayawada Terminals (Durga Ghat / Bhavani Island),444.38,FCI Depot Chennai,66.69
ARAYAPAKKAM,CHENGALPATTU,633,629992,village,32,2.09,Chitoor-Thatchur Expressway,83.85,KARUNGUZHI,2.98,Mappedu,43.49,Chennai Port,73.06,ICD Chennai (Tondiarpet),74.85,Petrapole ICP,1479.59,Chennai International Airport (MAA),55.4,MMLP Chennai (Mappedu),63.18,Vijayawada Terminals (Durga Ghat / Bhavani Island),441.54,FCI Depot Chennai,69.32
CHITHATHUR,CHENGALPATTU,633,630004,village,32,7.95,Chitoor-Thatchur Expressway,83.12,MADURANTAKAM,9.35,Mappedu,49.51,Chennai Port,78.92,ICD Melpakkam,72.55,Petrapole ICP,1485.66,Chennai International Airport (MAA),60.74,MMLP Chennai (Mappedu),62.98,Vijayawada Terminals (Durga Ghat / Bhavani Island),442.79,FCI Depot Chennai,75.15
Kattukkaranai,CHENGALPATTU,633,630065,village,32,7.46,Chitoor-Thatchur Expressway,95.56,ACHARAPAKKAM,8.06,Mappedu,63.48,Chennai Port,92.99,ICD Melpakkam,78.96,Petrapole ICP,1499.77,Chennai International Airport (MAA),74.86,MMLP Chennai (Mappedu),76.31,Aluva Terminal,455.42,FCI Depot Chennai,89.21
PADUR (CT),CHENGALPATTU,633,629416,village,32,18.04,Chitoor-Thatchur Expressway,67.5,TAMBARAM,18.16,Mappedu,13.76,Chennai Port,34.77,ICD Chennai (Tondiarpet),36.98,Petrapole ICP,1438.14,Chennai International Airport (MAA),22.22,MMLP Chennai (Mappedu),49.59,Vijayawada Terminals (Durga Ghat / Bhavani Island),409.79,FCI Depot Chennai,31.48
KAZHANIPAKKAM,CHENGALPATTU,633,629535,village,332A,8.92,Chitoor-Thatchur Expressway,76.89,TIRUMANI,11.0,Mappedu,27.7,Chennai Port,56.16,ICD Chennai (Tondiarpet),58.17,Petrapole ICP,1461.33,Chennai International Airport (MAA),39.87,MMLP Chennai (Mappedu),56.44,Vijayawada Terminals (Durga Ghat / Bhavani Island),429.0,FCI Depot Chennai,52.54
Perunthandalam,CHENGALPATTU,633,629481,village,32,8.86,Chitoor-Thatchur Expressway,69.97,TIRUMANI,8.8,Mappedu,22.16,Chennai Port,51.42,ICD Chennai (Tondiarpet),53.31,Petrapole ICP,1457.65,Chennai International Airport (MAA),34.34,MMLP Chennai (Mappedu),49.51,Vijayawada Terminals (Durga Ghat / Bhavani Island),422.92,FCI Depot Chennai,47.72
ARUNGUNAM,CHENGALPATTU,633,630053,village,32,4.48,Chitoor-Thatchur Expressway,91.14,MADURANTAKAM,3.27,Mappedu,50.58,Chennai Port,80.07,ICD Chennai (Tondiarpet),81.91,Petrapole ICP,1486.31,Chennai International Airport (MAA),62.59,MMLP Chennai (Mappedu),70.52,Vijayawada Terminals (Durga Ghat / Bhavani Island),449.04,FCI Depot Chennai,76.34
VEERAPURAM,CHENGALPATTU,633,629469,village,32,1.48,Chitoor-Thatchur Expressway,65.09,PARANUR,1.93,Mappedu,22.72,Chennai Port,52.25,ICD Chennai (Tondiarpet),53.93,Petrapole ICP,1459.04,Chennai International Airport (MAA),34.26,MMLP Chennai (Mappedu),44.38,Vijayawada Terminals (Durga Ghat / Bhavani Island),420.62,FCI Depot Chennai,48.48
GUDDALUR,CHENGALPATTU,633,630058,village,32,3.54,Chitoor-Thatchur Expressway,91.46,PAKKAM,3.64,Mappedu,56.21,Chennai Port,85.79,ICD Melpakkam,79.05,Petrapole ICP,1492.56,Chennai International Airport (MAA),67.79,MMLP Chennai (Mappedu),71.3,Vijayawada Terminals (Durga Ghat / Bhavani Island),451.05,FCI Depot Chennai,82.02
PERUMALERI,CHENGALPATTU,633,629874,village,332A,1.45,Chitoor-Thatchur Expressway,82.08,TIRUMANI,19.04,Mappedu,30.11,Chennai Port,56.41,ICD Chennai (Tondiarpet),58.57,Petrapole ICP,1459.15,Chennai International Airport (MAA),41.74,MMLP Chennai (Mappedu),62.03,Vijayawada Terminals (Durga Ghat / Bhavani Island),430.92,FCI Depot Chennai,53.0
PUZHUTHIVAKKAM,CHENGALPATTU,633,629982,village,32,6.11,Chitoor-Thatchur Expressway,79.98,KARUNGUZHI,8.08,Mappedu,44.83,Chennai Port,74.29,ICD Melpakkam,72.6,Petrapole ICP,1481.05,Chennai International Airport (MAA),56.14,MMLP Chennai (Mappedu),59.62,Vijayawada Terminals (Durga Ghat / Bhavani Island),439.16,FCI Depot Chennai,70.51
MEIYUR,CHENGALPATTU,633,629968,village,32,1.65,Chitoor-Thatchur Expressway,70.66,CHENGALPATTU,4.96,Mappedu,32.0,Chennai Port,61.48,ICD Chennai (Tondiarpet),63.12,Petrapole ICP,1468.26,Chennai International Airport (MAA),43.38,MMLP Chennai (Mappedu),49.94,Vijayawada Terminals (Durga Ghat / Bhavani Island),428.21,FCI Depot Chennai,57.71
Thirunilai,CHENGALPATTU,633,629526,village,332A,9.62,Chitoor-Thatchur Expressway,75.78,TIRUMANI,10.83,Mappedu,26.52,Chennai Port,55.03,ICD Chennai (Tondiarpet),57.03,Petrapole ICP,1460.32,Chennai International Airport (MAA),38.68,MMLP Chennai (Mappedu),55.36,Vijayawada Terminals (Durga Ghat / Bhavani Island),427.8,FCI Depot Chennai,51.41
THIRUMANI R.F,CHENGALPATTU,633,629958,village,32,2.19,Chitoor-Thatchur Expressway,73.91,OTIVAKKAM,2.67,Mappedu,31.89,Chennai Port,61.49,ICD Chennai (Tondiarpet),63.25,Petrapole ICP,1468.16,Chennai International Airport (MAA),43.74,MMLP Chennai (Mappedu),53.15,Vijayawada Terminals (Durga Ghat / Bhavani Island),430.35,FCI Depot Chennai,57.74
THAZHAMBUR,CHENGALPATTU,633,629399,village,32,13.16,Chitoor-Thatchur Expressway,61.52,TAMBARAM SANATORIUM,12.49,Mappedu,8.53,Chennai Port,29.8,ICD Chennai (Tondiarpet),31.92,Petrapole ICP,1434.92,Chennai International Airport (MAA),16.12,MMLP Chennai (Mappedu),43.99,Vijayawada Terminals (Durga Ghat / Bhavani Island),404.35,FCI Depot Chennai,26.33
POONGUNAM,CHENGALPATTU,633,630216,village,32,9.38,Chitoor-Thatchur Expressway,105.59,ACHARAPAKKAM,9.23,Mappedu,64.96,Chennai Port,94.26,ICD Melpakkam,94.91,Petrapole ICP,1499.76,Chennai International Airport (MAA),77.08,MMLP Chennai (Mappedu),85.06,Aluva Terminal,461.23,FCI Depot Chennai,90.57
Kolathur,CHENGALPATTU,633,630239,village,32,2.95,Chitoor-Thatchur Expressway,104.55,TOZHUPPEDU,3.35,Mappedu,67.57,Chennai Port,97.14,ICD Melpakkam,89.74,Petrapole ICP,1503.55,Chennai International Airport (MAA),79.45,MMLP Chennai (Mappedu),84.37,Aluva Terminal,455.17,FCI Depot Chennai,93.4
KANATHUR,CHENGALPATTU,633,630191,village,332A,2.27,Chitoor-Thatchur Expressway,100.45,PADALAM,26.03,Mappedu,50.28,Chennai Port,76.68,ICD Chennai (Tondiarpet),78.87,Petrapole ICP,1477.02,Chennai International Airport (MAA),62.09,MMLP Chennai (Mappedu),79.91,Vijayawada Terminals (Durga Ghat / Bhavani Island),451.32,FCI Depot Chennai,73.32
SENGADU,CHENGALPATTU,633,629434,village,332A,14.72,Chitoor-Thatchur Expressway,70.16,GUDUVANCHERI,17.43,Mappedu,16.38,Chennai Port,41.68,ICD Chennai (Tondiarpet),43.82,Petrapole ICP,1445.75,Chennai International Airport (MAA),27.3,MMLP Chennai (Mappedu),51.08,Vijayawada Terminals (Durga Ghat / Bhavani Island),416.21,FCI Depot Chennai,38.24
Pulikkoradu,CHENGALPATTU,633,630074,village,32,1.95,Chitoor-Thatchur Expressway,94.93,PAKKAM,1.98,Mappedu,56.87,Chennai Port,86.45,ICD Melpakkam,84.43,Petrapole ICP,1492.95,Chennai International Airport (MAA),68.74,MMLP Chennai (Mappedu),74.53,Vijayawada Terminals (Durga Ghat / Bhavani Island),453.87,FCI Depot Chennai,82.7
Panayadivakkam,CHENGALPATTU,633,630249,village,332A,7.03,Chitoor-Thatchur Expressway,112.06,ACHARAPAKKAM,16.29,Mappedu,69.53,Chennai Port,98.43,ICD Chennai (Tondiarpet),100.42,Petrapole ICP,1502.72,Chennai International Airport (MAA),81.72,MMLP Chennai (Mappedu),91.44,Aluva Terminal,460.95,FCI Depot Chennai,94.8
SIRUNAGAR,CHENGALPATTU,633,630257,village,32,10.69,Chitoor-Thatchur Expressway,109.94,TOZHUPPEDU,11.65,Mappedu,69.44,Chennai Port,98.69,ICD Melpakkam,98.0,Petrapole ICP,1503.98,Chennai International Airport (MAA),81.56,MMLP Chennai (Mappedu),89.46,Aluva Terminal,457.89,FCI Depot Chennai,95.0
VENGALERI,CHENGALPATTU,633,629489,village,332A,9.4,Chitoor-Thatchur Expressway,75.22,KATTANGULATTUR,21.17,Mappedu,21.73,Chennai Port,46.81,ICD Chennai (Tondiarpet),48.98,Petrapole ICP,1449.83,Chennai International Airport (MAA),32.76,MMLP Chennai (Mappedu),55.84,Vijayawada Terminals (Durga Ghat / Bhavani Island),421.56,FCI Depot Chennai,43.43
Chinnavippedu,CHENGALPATTU,633,629528,village,32,11.02,Chitoor-Thatchur Expressway,74.22,TIRUMANI,8.62,Mappedu,26.06,Chennai Port,55.0,ICD Chennai (Tondiarpet),56.95,Petrapole ICP,1460.77,Chennai International Airport (MAA),38.26,MMLP Chennai (Mappedu),53.71,Vijayawada Terminals (Durga Ghat / Bhavani Island),427.09,FCI Depot Chennai,51.33
MARUDERI,CHENGALPATTU,633,629440,village,32,7.19,Chitoor-Thatchur Expressway,65.13,MARAIMALAM NAGAR,7.56,Mappedu,16.95,Chennai Port,46.4,ICD Chennai (Tondiarpet),48.24,Petrapole ICP,1452.92,Chennai International Airport (MAA),29.07,MMLP Chennai (Mappedu),44.84,Vijayawada Terminals (Durga Ghat / Bhavani Island),417.54,FCI Depot Chennai,42.67
ULUDAMANGALAM,CHENGALPATTU,633,630027,village,32,2.45,Chitoor-Thatchur Expressway,87.68,KARUNGUZHI,1.79,Mappedu,47.45,Chennai Port,76.99,ICD Chennai (Tondiarpet),78.8,Petrapole ICP,1483.41,Chennai International Airport (MAA),59.4,MMLP Chennai (Mappedu),67.05,Vijayawada Terminals (Durga Ghat / Bhavani Island),445.58,FCI Depot Chennai,73.25
VEPPANCHERI,CHENGALPATTU,633,630163,village,332A,0.56,Chitoor-Thatchur Expressway,95.12,PADALAM,21.36,Mappedu,45.38,Chennai Port,72.36,ICD Chennai (Tondiarpet),74.51,Petrapole ICP,1474.2,Chennai International Airport (MAA),57.31,MMLP Chennai (Mappedu),74.56,Vijayawada Terminals (Durga Ghat / Bhavani Island),446.62,FCI Depot Chennai,68.93
Thirutheri R.F,CHENGALPATTU,633,629554,village,32,0.52,Chitoor-Thatchur Expressway,63.73,SINGAPERUMAL KOIL,1.99,Mappedu,21.83,Chennai Port,51.29,ICD Chennai (Tondiarpet),52.94,Petrapole ICP,1458.07,Chennai International Airport (MAA),33.22,MMLP Chennai (Mappedu),43.03,Vijayawada Terminals (Durga Ghat / Bhavani Island),419.32,FCI Depot Chennai,47.52
L.ENDATHUR,CHENGALPATTU,633,630036,village,32,11.35,Chitoor-Thatchur Expressway,87.33,PAKKAM,11.45,Mappedu,56.94,Chennai Port,86.2,ICD Melpakkam,71.79,Petrapole ICP,1492.78,Chennai International Airport (MAA),67.94,MMLP Chennai (Mappedu),67.94,Vijayawada Terminals (Durga Ghat / Bhavani Island),447.83,FCI Depot Chennai,82.43
VEERAKUPPAM,CHENGALPATTU,633,629890,village,32,7.31,Chitoor-Thatchur Expressway,77.85,OTIVAKKAM,4.0,Mappedu,32.99,Chennai Port,62.34,ICD Chennai (Tondiarpet),64.22,Petrapole ICP,1468.5,Chennai International Airport (MAA),45.12,MMLP Chennai (Mappedu),57.12,Vijayawada Terminals (Durga Ghat / Bhavani Island),433.05,FCI Depot Chennai,58.63
ANDAVAKKAM,CHENGALPATTU,633,630000,village,32,5.03,Chitoor-Thatchur Expressway,82.71,KARUNGUZHI,6.37,Mappedu,46.94,Chennai Port,76.47,ICD Melpakkam,74.64,Petrapole ICP,1483.26,Chennai International Airport (MAA),58.39,MMLP Chennai (Mappedu),62.34,Vijayawada Terminals (Durga Ghat / Bhavani Island),441.86,FCI Depot Chennai,72.7
Anjur R.F,CHENGALPATTU,633,629560,village,32,5.63,Chitoor-Thatchur Expressway,67.03,SINGAPERUMAL KOIL,6.21,Mappedu,20.92,Chennai Port,50.47,ICD Chennai (Tondiarpet),52.27,Petrapole ICP,1457.07,Chennai International Airport (MAA),32.94,MMLP Chennai (Mappedu),46.48,Vijayawada Terminals (Durga Ghat / Bhavani Island),420.85,FCI Depot Chennai,46.73
VINAYAGANALLUR,CHENGALPATTU,633,630001,village,32,6.46,Chitoor-Thatchur Expressway,82.29,KARUNGUZHI,7.77,Mappedu,47.47,Chennai Port,76.94,ICD Melpakkam,73.42,Petrapole ICP,1483.71,Chennai International Airport (MAA),58.81,MMLP Chennai (Mappedu),62.01,Vijayawada Terminals (Durga Ghat / Bhavani Island),441.66,FCI Depot Chennai,73.17
MARUDERI,CHENGALPATTU,633,630210,village,332A,7.02,Chitoor-Thatchur Expressway,103.25,MADURANTAKAM,17.83,Mappedu,57.85,Chennai Port,86.29,ICD Chennai (Tondiarpet),88.33,Petrapole ICP,1489.91,Chennai International Airport (MAA),70.04,MMLP Chennai (Mappedu),82.49,Vijayawada Terminals (Durga Ghat / Bhavani Island),458.81,FCI Depot Chennai,82.71
NEMMELI,CHENGALPATTU,633,629862,village,32,6.37,Chitoor-Thatchur Expressway,73.05,TIRUMANI,3.51,Mappedu,28.06,Chennai Port,57.53,ICD Chennai (Tondiarpet),59.37,Petrapole ICP,1463.95,Chennai International Airport (MAA),40.13,MMLP Chennai (Mappedu),52.35,Vijayawada Terminals (Durga Ghat / Bhavani Island),427.92,FCI Depot Chennai,53.81
KACHADIMANGALAM,CHENGALPATTU,633,629454,village,32,2.65,Chitoor-Thatchur Expressway,64.07,SINGAPERUMAL KOIL,3.08,Mappedu,19.88,Chennai Port,49.46,ICD Chennai (Tondiarpet),51.17,Petrapole ICP,1456.23,Chennai International Airport (MAA),31.58,MMLP Chennai (Mappedu),43.47,Vijayawada Terminals (Durga Ghat / Bhavani Island),418.63,FCI Depot Chennai,45.69
VALAYAPUTHUR,CHENGALPATTU,633,630011,village,32,6.17,Chitoor-Thatchur Expressway,84.63,MADURANTAKAM,7.54,Mappedu,50.0,Chennai Port,79.49,ICD Melpakkam,74.44,Petrapole ICP,1486.27,Chennai International Airport (MAA),61.37,MMLP Chennai (Mappedu),64.41,Vijayawada Terminals (Durga Ghat / Bhavani Island),444.13,FCI Depot Chennai,75.72
PALUR,CHENGALPATTU,633,630184,village,332A,7.98,Chitoor-Thatchur Expressway,96.51,KARUNGUZHI,16.3,Mappedu,49.77,Chennai Port,78.03,ICD Chennai (Tondiarpet),80.09,Petrapole ICP,1481.71,Chennai International Airport (MAA),61.94,MMLP Chennai (Mappedu),75.77,Vijayawada Terminals (Durga Ghat / Bhavani Island),450.95,FCI Depot Chennai,74.47
KARUNILAM,CHENGALPATTU,633,629441,village,32,5.61,Chitoor-Thatchur Expressway,63.92,MARAIMALAM NAGAR,6.0,Mappedu,16.86,Chennai Port,46.43,ICD Chennai (Tondiarpet),48.22,Petrapole ICP,1453.09,Chennai International Airport (MAA),28.86,MMLP Chennai (Mappedu),43.56,Vijayawada Terminals (Durga Ghat / Bhavani Island),416.92,FCI Depot Chennai,42.68
ATHUR,CHENGALPATTU,633,629473,village,132B,0.51,Chitoor-Thatchur Expressway,64.93,REDIPALAYAM,1.51,Mappedu,26.59,Chennai Port,55.83,ICD Chennai (Tondiarpet),57.39,Petrapole ICP,1462.53,Chennai International Airport (MAA),37.61,MMLP Chennai (Mappedu),44.18,Vijayawada Terminals (Durga Ghat / Bhavani Island),422.07,FCI Depot Chennai,52.05
Kathiricheri,CHENGALPATTU,633,630028,village,32,1.43,Chitoor-Thatchur Expressway,87.46,KARUNGUZHI,1.48,Mappedu,47.83,Chennai Port,77.4,ICD Chennai (Tondiarpet),79.19,Petrapole ICP,1483.91,Chennai International Airport (MAA),59.73,MMLP Chennai (Mappedu),66.86,Vijayawada Terminals (Durga Ghat / Bhavani Island),445.59,FCI Depot Chennai,73.65
