state,district,district_code,pop_2011,is_island,target_port,road_distance_km,road_cost_per_ton_inr,rail_cost_per_ton_inr,dfc_cost_per_ton_inr,optimal_mode,modal_shift_savings_inr,modal_shift_savings_pct,break_even_distance_km,road_drive_time_hours
Tamil Nadu,THENI,624.0,1255292,False,Cochin Port,232.8,994.8,1392.9,,Road Trucking,0.0,0.0,380.0,3.42
Tamil Nadu,THIRUVARUR,619.0,1239908,False,Karaikal Port,74.1,413.6,1041.5,,Road Trucking,0.0,0.0,380.0,1.29
Tamil Nadu,THOOTHUKUDI,627.0,1815175,False,V.O. Chidambaranar Port (Tuticorin),28.2,245.1,922.9,,Road Trucking,0.0,0.0,380.0,0.62
Tamil Nadu,TIRUCHIRAPPALLI,614.0,2715570,False,Karaikal Port,158.8,722.8,1232.6,,Road Trucking,0.0,0.0,380.0,2.3
Tamil Nadu,TIRUNELVELI,628.0,1763169,False,V.O. Chidambaranar Port (Tuticorin),96.5,496.5,1097.7,,Road Trucking,0.0,0.0,380.0,1.71
Tamil Nadu,TIRUPATHUR,751.0,1282547,False,Chennai Port,359.0,1458.6,1666.1,,Road Trucking,0.0,0.0,380.0,5.33
Tamil Nadu,TIRUPPUR,633.0,2472171,False,Cochin Port,268.6,1126.1,1470.4,,Road Trucking,0.0,0.0,380.0,3.93
Tamil Nadu,TIRUVALLUR,602.0,3719656,False,Chennai Port,38.5,282.6,686.6,,Road Trucking,0.0,0.0,380.0,0.73
Tamil Nadu,TIRUVANNAMALAI,606.0,2476153,False,Karaikal Port,258.8,1090.8,1449.2,,Road Trucking,0.0,0.0,380.0,3.87
Tamil Nadu,VELLORE,605.0,1460431,False,Chennai Port,300.8,1244.6,1540.1,,Road Trucking,0.0,0.0,380.0,4.44
Tamil Nadu,VILUPPURAM,607.0,1934795,False,Karaikal Port,196.4,861.8,1314.0,,Road Trucking,0.0,0.0,380.0,2.97
Tamil Nadu,VIRUDHUNAGAR,625.0,1883650,False,V.O. Chidambaranar Port (Tuticorin),157.6,719.6,1230.0,,Road Trucking,0.0,0.0,380.0,2.44
Telangana,ADILABAD,532.0,699201,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),739.0,2853.4,2396.6,,Conventional Rail,456.8,16.0,380.0,10.85
Telangana,BHADRADRI KOTHAGUDEM,739.0,1294266,False,Gangavaram Port,547.6,2152.5,2046.2,,Conventional Rail,106.4,4.9,380.0,8.3
Telangana,HANUMAKONDA,731.0,492563,False,Visakhapatnam Port,703.1,2721.7,2330.8,,Conventional Rail,390.9,14.4,380.0,10.35
Telangana,HYDERABAD,536.0,3269292,False,Krishnapatnam Port,694.4,2688.1,2314.9,,Conventional Rail,373.1,13.9,380.0,9.99
Telangana,JAGTIAL,714.0,926412,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),755.7,2913.0,2344.0,,Conventional Rail,569.0,19.5,380.0,10.87
Telangana,JANGAON,737.0,600032,False,Visakhapatnam Port,734.9,2837.8,2389.1,,Conventional Rail,448.7,15.8,380.0,10.72
Telangana,JAYASHANKAR BHUPALPALLI,736.0,911861,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),934.5,3569.5,2752.3,,Conventional Rail,817.2,22.9,380.0,13.5
Telangana,JOGULAMBA GADWAL,744.0,587446,False,Chennai Port,610.5,2382.5,2161.3,,Conventional Rail,221.2,9.3,380.0,9.09
Telangana,KAMAREDDY,719.0,1233156,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),666.5,2587.8,2263.8,,Conventional Rail,323.9,12.5,380.0,9.87
Telangana,KARIMNAGAR,534.0,700317,False,Visakhapatnam Port,745.4,2876.5,2408.3,,Conventional Rail,468.2,16.3,380.0,10.9
Telangana,KHAMMAM,541.0,771379,False,Visakhapatnam Port,503.9,1992.6,1966.2,,Conventional Rail,26.4,1.3,380.0,7.72
Telangana,KUMURAM BHEEM,705.0,789014,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),910.7,3482.7,2710.9,,Conventional Rail,771.8,22.2,380.0,13.23
Telangana,MAHABUBABAD,738.0,1230836,False,Gangavaram Port,625.0,2435.2,2187.9,,Conventional Rail,247.3,10.2,380.0,9.23
Telangana,MAHBUBNAGAR,538.0,504949,False,Krishnapatnam Port,676.9,2623.8,2282.9,,Conventional Rail,340.9,13.0,380.0,9.73
Telangana,MANCHERIAL,697.0,915556,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),944.9,3608.3,2768.7,,Conventional Rail,839.6,23.3,380.0,13.74
Telangana,MEDAK,535.0,887730,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),718.0,2776.8,2358.1,,Conventional Rail,418.7,15.1,380.0,10.62
Telangana,MEDCHAL-MALKAJGIRI,749.0,964325,False,Krishnapatnam Port,715.6,2766.3,2353.7,,Conventional Rail,412.5,14.9,380.0,10.35
Telangana,MULUGU,762.0,1417147,False,Gangavaram Port,738.0,2850.2,2394.7,,Conventional Rail,455.4,16.0,380.0,10.9
Telangana,NAGARKURNOOL,743.0,1418001,False,Krishnapatnam Port,572.9,2242.5,2092.5,,Conventional Rail,150.0,6.7,380.0,8.28
Telangana,NALGONDA,539.0,1831916,False,Visakhapatnam Port,650.2,2527.9,2234.0,,Conventional Rail,293.9,11.6,380.0,9.63
Telangana,NARAYANPET,763.0,538952,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),727.1,2809.4,2374.8,,Conventional Rail,434.6,15.5,380.0,10.64
Telangana,NIRMAL,700.0,654829,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),675.3,2618.1,2165.3,,Conventional Rail,452.8,17.3,380.0,9.73
Telangana,NIZAMABAD,533.0,1375277,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),689.4,2669.9,1980.3,,Conventional Rail,689.6,25.8,380.0,9.94
Telangana,PEDDAPALLI,715.0,717880,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),856.1,3283.9,2371.1,,Conventional Rail,912.8,27.8,380.0,12.65
Telangana,RAJANNA SIRCILLA,717.0,617097,False,Visakhapatnam Port,853.1,3272.2,2605.4,,Conventional Rail,666.8,20.4,380.0,12.52
Telangana,RANGA REDDY,537.0,2419911,False,Krishnapatnam Port,669.2,2596.4,2268.8,,Conventional Rail,327.6,12.6,380.0,9.74
Telangana,SANGAREDDY,740.0,1415084,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),704.5,2726.7,2333.4,,Conventional Rail,393.3,14.4,380.0,10.35
Telangana,SIDDIPET,741.0,822585,False,Visakhapatnam Port,791.3,3044.9,2492.3,,Conventional Rail,552.6,18.1,380.0,11.55
Telangana,SURYAPET,745.0,909159,False,Visakhapatnam Port,556.3,2182.5,1821.0,,Conventional Rail,361.5,16.6,380.0,8.16
Telangana,VIKARABAD,747.0,2400971,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),714.8,2764.0,2352.3,,Conventional Rail,411.7,14.9,380.0,10.43
Telangana,WANAPARTHY,742.0,505876,False,Chennai Port,626.5,2440.1,2190.6,,Conventional Rail,249.5,10.2,380.0,9.17
Telangana,WARANGAL,540.0,500901,False,Gangavaram Port,662.2,2572.6,2256.0,,Conventional Rail,316.6,12.3,380.0,9.88
Telangana,YADADRI BHUVANAGIRI,746.0,856393,False,Visakhapatnam Port,663.1,2574.6,2257.6,,Conventional Rail,317.0,12.3,380.0,9.73
Tripura,DHALAI,291.0,375283,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1466.1,5520.9,3592.0,,Conventional Rail,1928.9,34.9,380.0,21.24
Tripura,GOMTI,725.0,464796,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1617.2,6075.3,3830.6,,Conventional Rail,2244.7,36.9,380.0,23.41
Tripura,KHOWAI,698.0,584618,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1498.7,5640.5,3643.4,,Conventional Rail,1997.1,35.4,380.0,21.71
Tripura,NORTH TRIPURA,292.0,459665,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1484.9,5589.7,3621.6,,Conventional Rail,1968.1,35.2,380.0,21.49
Tripura,SEPAHIJALA,699.0,593146,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1580.2,5939.2,3772.2,,Conventional Rail,2167.0,36.5,380.0,22.83
Tripura,SOUTH TRIPURA,290.0,402727,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1639.7,6156.6,3866.2,,Conventional Rail,2290.5,37.2,380.0,23.57
Tripura,UNAKOTI,706.0,238190,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1415.9,5335.7,3512.7,,Conventional Rail,1823.0,34.2,380.0,20.39
Tripura,WEST TRIPURA,289.0,555491,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1545.7,5812.5,3717.7,,Conventional Rail,2094.9,36.0,380.0,22.33
Uttar Pradesh,AGRA,146.0,4381442,False,Deendayal Port (Kandla),1203.5,4554.7,3177.2,2270.8,Dedicated Freight Corridor (DFC),2283.9,50.1,210.0,17.12
Uttar Pradesh,ALIGARH,143.0,3586451,False,Deendayal Port (Kandla),1263.0,4773.1,3177.1,2252.3,Dedicated Freight Corridor (DFC),2520.8,52.8,210.0,17.99
Uttar Pradesh,AMBEDKAR NAGAR,178.0,2363239,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1026.1,3904.7,2897.0,2045.5,Dedicated Freight Corridor (DFC),1859.2,47.6,210.0,14.7
Uttar Pradesh,AMETHI,661.0,1348775,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1050.0,3991.7,2865.8,2007.0,Dedicated Freight Corridor (DFC),1984.7,49.7,210.0,14.94
Uttar Pradesh,AMROHA,137.0,1746092,False,Deendayal Port (Kandla),1298.0,4902.2,3326.4,2390.8,Dedicated Freight Corridor (DFC),2511.4,51.2,210.0,18.58
Uttar Pradesh,AURAIYA,162.0,1363331,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1335.2,5038.4,3385.2,2438.1,Dedicated Freight Corridor (DFC),2600.3,51.6,210.0,19.07
Uttar Pradesh,AYODHYA,177.0,2375527,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1079.7,4101.7,2981.6,2113.6,Dedicated Freight Corridor (DFC),1988.1,48.5,210.0,15.51
Uttar Pradesh,AZAMGARH,191.0,4541835,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,925.0,3534.3,2737.1,1917.2,Dedicated Freight Corridor (DFC),1617.2,45.8,210.0,13.32
Uttar Pradesh,BAGHPAT,139.0,1292233,False,Deendayal Port (Kandla),1203.9,4556.0,2925.4,2018.9,Dedicated Freight Corridor (DFC),2537.1,55.7,210.0,17.1
Uttar Pradesh,BAHRAICH,180.0,3587503,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1236.4,4676.8,3229.1,2312.6,Dedicated Freight Corridor (DFC),2364.2,50.6,210.0,17.77
Uttar Pradesh,BALLIA,193.0,3212493,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,815.7,3133.1,2368.1,1609.5,Dedicated Freight Corridor (DFC),1523.6,48.6,210.0,11.73
Uttar Pradesh,BALRAMPUR,182.0,2123809,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1139.4,4321.0,3075.9,2189.4,Dedicated Freight Corridor (DFC),2131.6,49.3,210.0,16.4
Uttar Pradesh,BANDA,170.0,1733256,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1107.1,4202.5,3024.9,2148.4,Dedicated Freight Corridor (DFC),2054.1,48.9,210.0,15.94
Uttar Pradesh,BARA BANKI,176.0,3302373,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1147.5,4350.6,2826.6,1937.6,Dedicated Freight Corridor (DFC),2413.0,55.5,210.0,16.5
Uttar Pradesh,BAREILLY,150.0,4575611,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1402.6,5285.0,3275.4,2307.4,Dedicated Freight Corridor (DFC),2977.6,56.3,210.0,19.94
Uttar Pradesh,BASTI,185.0,2366074,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1053.7,4006.4,2737.3,1877.3,Dedicated Freight Corridor (DFC),2129.1,53.1,210.0,15.15
Uttar Pradesh,BHADOHI,198.0,1567898,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,971.1,3703.5,2810.1,1975.7,Dedicated Freight Corridor (DFC),1727.8,46.7,210.0,13.99
Uttar Pradesh,BIJNOR,134.0,3788062,False,Deendayal Port (Kandla),1475.7,5553.6,3607.1,2616.5,Dedicated Freight Corridor (DFC),2937.1,52.9,210.0,21.05
Uttar Pradesh,BUDAUN,149.0,3028019,False,Deendayal Port (Kandla),1319.8,4982.0,3360.9,2418.5,Dedicated Freight Corridor (DFC),2563.5,51.5,210.0,18.86
Uttar Pradesh,BULANDSHAHR,142.0,3599270,False,Deendayal Port (Kandla),1291.2,4877.6,3295.5,2362.0,Dedicated Freight Corridor (DFC),2515.6,51.6,210.0,18.53
Uttar Pradesh,CHANDAULI,196.0,1938147,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,794.5,3056.0,2498.2,1751.4,Dedicated Freight Corridor (DFC),1304.6,42.7,210.0,11.52
Uttar Pradesh,CHITRAKOOT,171.0,1020100,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1028.1,3911.6,2900.1,2048.1,Dedicated Freight Corridor (DFC),1863.5,47.6,210.0,14.66
Uttar Pradesh,DEORIA,190.0,3079826,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,906.3,3465.5,2453.8,1644.4,Dedicated Freight Corridor (DFC),1821.2,52.6,210.0,13.03
Uttar Pradesh,ETAH,201.0,1702955,False,Deendayal Port (Kandla),1241.5,4694.4,2845.8,1927.6,Dedicated Freight Corridor (DFC),2766.8,58.9,210.0,17.7
Uttar Pradesh,ETAWAH,161.0,1559596,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1263.7,4774.6,3272.3,2347.3,Dedicated Freight Corridor (DFC),2427.3,50.8,210.0,17.85
Uttar Pradesh,FARRUKHABAD,159.0,1869531,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1366.2,5151.6,3434.2,2477.4,Dedicated Freight Corridor (DFC),2674.1,51.9,210.0,19.44
Uttar Pradesh,FATEHPUR,172.0,2606150,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1035.3,3936.8,2567.9,1713.7,Dedicated Freight Corridor (DFC),2223.2,56.5,210.0,14.61
Uttar Pradesh,FIROZABAD,147.0,2467586,False,Deendayal Port (Kandla),1205.7,4562.9,3180.7,2273.6,Dedicated Freight Corridor (DFC),2289.3,50.2,210.0,17.17
Uttar Pradesh,GAUTAM BUDDHA NAGAR,141.0,1538497,False,Deendayal Port (Kandla),1268.4,4794.1,3163.8,2237.3,Dedicated Freight Corridor (DFC),2556.8,53.3,210.0,18.22
Uttar Pradesh,GHAZIABAD,140.0,3306982,False,Deendayal Port (Kandla),1229.2,4649.1,2937.2,2022.9,Dedicated Freight Corridor (DFC),2626.2,56.5,210.0,17.5
Uttar Pradesh,GHAZIPUR,195.0,3613922,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,823.0,3159.7,2550.3,1787.6,Dedicated Freight Corridor (DFC),1372.1,43.4,210.0,11.81
Uttar Pradesh,GONDA,183.0,3410218,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1126.9,4274.6,3056.2,2173.6,Dedicated Freight Corridor (DFC),2101.1,49.2,210.0,16.15
Uttar Pradesh,GORAKHPUR,188.0,4362240,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,944.9,3606.7,2577.6,1751.3,Dedicated Freight Corridor (DFC),1855.4,51.4,210.0,13.52
Uttar Pradesh,HAMIRPUR,168.0,1009952,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1211.2,4585.9,3189.3,2280.6,Dedicated Freight Corridor (DFC),2305.3,50.3,210.0,17.62
Uttar Pradesh,HAPUR,665.0,2576137,False,Deendayal Port (Kandla),1267.7,4790.1,3159.7,2233.5,Dedicated Freight Corridor (DFC),2556.6,53.4,210.0,18.02
Uttar Pradesh,HARDOI,155.0,4085302,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1245.0,4706.8,3242.7,2323.5,Dedicated Freight Corridor (DFC),2383.3,50.6,210.0,17.69
Uttar Pradesh,HATHRAS,144.0,1595549,False,Deendayal Port (Kandla),1223.0,4626.8,3113.1,2200.7,Dedicated Freight Corridor (DFC),2426.1,52.4,210.0,17.47
Uttar Pradesh,JALAUN,165.0,1687840,False,Deendayal Port (Kandla),1214.1,4596.3,3193.9,2284.3,Dedicated Freight Corridor (DFC),2312.0,50.3,210.0,17.63
Uttar Pradesh,JAUNPUR,194.0,4490982,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,938.3,3583.0,2758.3,1934.0,Dedicated Freight Corridor (DFC),1648.9,46.0,210.0,13.49
Uttar Pradesh,JHANSI,166.0,1969320,False,Deendayal Port (Kandla),1107.6,4204.5,3025.7,2149.0,Dedicated Freight Corridor (DFC),2055.5,48.9,210.0,15.97
Uttar Pradesh,KANNAUJ,160.0,1645746,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1322.1,4990.5,3364.5,2421.4,Dedicated Freight Corridor (DFC),2569.1,51.5,210.0,18.91
Uttar Pradesh,KANPUR DEHAT,163.0,1758960,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1178.6,4463.2,3137.8,2239.2,Dedicated Freight Corridor (DFC),2224.0,49.8,210.0,16.74
Uttar Pradesh,KANPUR NAGAR,164.0,4662665,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1128.2,4277.3,3058.2,2175.2,Dedicated Freight Corridor (DFC),2102.1,49.1,210.0,15.89
Uttar Pradesh,KASGANJ,202.0,1406850,False,Deendayal Port (Kandla),1289.3,4870.7,3312.7,2379.8,Dedicated Freight Corridor (DFC),2490.9,51.1,210.0,18.51
Uttar Pradesh,KAUSHAMBI,174.0,1412375,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1117.3,4238.8,3041.0,2161.4,Dedicated Freight Corridor (DFC),2077.4,49.0,210.0,15.93
Uttar Pradesh,KHERI,153.0,3976759,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1379.9,5205.0,3455.8,2494.8,Dedicated Freight Corridor (DFC),2710.2,52.1,210.0,20.06
Uttar Pradesh,KUSHINAGAR,189.0,3549532,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,960.0,3662.9,2722.9,1891.9,Dedicated Freight Corridor (DFC),1771.0,48.3,210.0,13.84
Uttar Pradesh,LALITPUR,167.0,1223569,False,Deendayal Port (Kandla),1185.6,4490.9,3148.9,2248.1,Dedicated Freight Corridor (DFC),2242.8,49.9,210.0,17.11
Uttar Pradesh,LUCKNOW,157.0,4576219,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1135.4,4305.0,2850.0,1964.7,Dedicated Freight Corridor (DFC),2340.3,54.4,210.0,16.16
Uttar Pradesh,MAHOBA,169.0,901016,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1191.9,4512.9,3158.9,2256.1,Dedicated Freight Corridor (DFC),2256.9,50.0,210.0,17.06
Uttar Pradesh,MAHRAJGANJ,187.0,2753342,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1018.1,3876.4,2601.7,1752.7,Dedicated Freight Corridor (DFC),2123.7,54.8,210.0,14.72
Uttar Pradesh,MAINPURI,148.0,1921981,False,Deendayal Port (Kandla),1310.2,4947.4,3221.8,2282.4,Dedicated Freight Corridor (DFC),2665.0,53.9,210.0,18.81
Uttar Pradesh,MATHURA,145.0,2525210,False,Deendayal Port (Kandla),1224.1,4630.3,3095.1,2182.3,Dedicated Freight Corridor (DFC),2447.9,52.9,210.0,17.41
Uttar Pradesh,MAU,192.0,2228668,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,865.9,3317.4,2628.9,1842.1,Dedicated Freight Corridor (DFC),1475.3,44.5,210.0,12.46
Uttar Pradesh,MEERUT,138.0,3374014,False,Deendayal Port (Kandla),1235.0,4670.3,3136.6,2220.5,Dedicated Freight Corridor (DFC),2449.7,52.5,210.0,17.57
Uttar Pradesh,MIRZAPUR,199.0,2432275,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1026.4,3907.5,2897.4,2045.9,Dedicated Freight Corridor (DFC),1861.5,47.6,210.0,14.92
Uttar Pradesh,MORADABAD,135.0,3918702,False,Deendayal Port (Kandla),1362.6,5138.8,3186.1,2230.5,Dedicated Freight Corridor (DFC),2908.3,56.6,210.0,19.45
Uttar Pradesh,MUZAFFARNAGAR,133.0,2728286,False,Deendayal Port (Kandla),1274.9,4816.6,3290.0,2361.5,Dedicated Freight Corridor (DFC),2455.1,51.0,210.0,18.13
Uttar Pradesh,PILIBHIT,151.0,2089107,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1362.0,5136.0,3427.5,2472.1,Dedicated Freight Corridor (DFC),2663.9,51.9,210.0,19.36
Uttar Pradesh,PRATAPGARH,173.0,3192816,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,981.0,3738.2,2825.7,1988.3,Dedicated Freight Corridor (DFC),1749.9,46.8,210.0,13.91
Uttar Pradesh,PRAYAGRAJ,175.0,6180962,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,949.3,3622.7,2775.7,1948.0,Dedicated Freight Corridor (DFC),1674.7,46.2,210.0,13.57
Uttar Pradesh,RAE BARELI,158.0,2891023,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1057.4,4018.5,2710.0,1848.8,Dedicated Freight Corridor (DFC),2169.7,54.0,210.0,15.01
Uttar Pradesh,RAMPUR,136.0,2102783,False,Deendayal Port (Kandla),1394.6,5256.4,3246.3,2280.8,Dedicated Freight Corridor (DFC),2975.6,56.6,210.0,19.93
Uttar Pradesh,SAHARANPUR,132.0,3453626,False,Deendayal Port (Kandla),1293.0,4876.8,3318.5,2384.5,Dedicated Freight Corridor (DFC),2492.3,51.1,210.0,17.56
Uttar Pradesh,SAMBHAL,663.0,2504981,False,Deendayal Port (Kandla),1342.4,5064.9,3396.6,2447.2,Dedicated Freight Corridor (DFC),2617.7,51.7,210.0,19.19
Uttar Pradesh,SANT KABIR NAGAR,186.0,1753973,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,993.6,3785.5,2778.0,1936.7,Dedicated Freight Corridor (DFC),1848.8,48.8,210.0,14.23
Uttar Pradesh,SHAHJAHANPUR,152.0,2747968,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1333.2,5030.7,3382.0,2435.5,Dedicated Freight Corridor (DFC),2595.1,51.6,210.0,18.99
Uttar Pradesh,SHAMLI,662.0,1327507,False,Deendayal Port (Kandla),1264.8,4771.2,3274.0,2348.7,Dedicated Freight Corridor (DFC),2422.5,50.8,210.0,16.87
Uttar Pradesh,SHRAWASTI,181.0,855678,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1201.9,4551.3,3174.7,2268.8,Dedicated Freight Corridor (DFC),2282.5,50.2,210.0,17.42
Uttar Pradesh,SIDDHARTHNAGAR,184.0,2548878,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1067.3,4056.7,2836.1,1971.9,Dedicated Freight Corridor (DFC),2084.9,51.4,210.0,15.4
Uttar Pradesh,SITAPUR,154.0,4488980,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1217.4,4606.1,3199.1,2288.5,Dedicated Freight Corridor (DFC),2317.6,50.3,210.0,17.37
Uttar Pradesh,SONBHADRA,200.0,1915840,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,689.5,2671.1,2004.0,1316.1,Dedicated Freight Corridor (DFC),1354.9,50.7,210.0,10.05
Uttar Pradesh,SULTANPUR,179.0,2294491,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1036.9,3945.2,2914.0,2059.3,Dedicated Freight Corridor (DFC),1886.0,47.8,210.0,14.97
Uttar Pradesh,UNNAO,156.0,3070319,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1151.4,4362.9,3014.7,2124.4,Dedicated Freight Corridor (DFC),2238.4,51.3,210.0,16.28
Uttar Pradesh,VARANASI,197.0,3623118,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,892.9,3416.0,2678.3,1876.4,Dedicated Freight Corridor (DFC),1539.6,45.1,210.0,12.79
Uttarakhand,ALMORA,64.0,647541,False,Deendayal Port (Kandla),1660.6,6222.1,3899.2,,Conventional Rail,2322.9,37.3,380.0,22.37
Uttarakhand,BAGESHWAR,63.0,261150,False,Deendayal Port (Kandla),1667.2,6246.4,3909.6,,Conventional Rail,2336.8,37.4,380.0,22.48
Uttarakhand,CHAMOLI,57.0,404819,False,Deendayal Port (Kandla),1620.6,6075.6,3836.0,,Conventional Rail,2239.6,36.9,380.0,21.84
Uttarakhand,CHAMPAWAT,65.0,275635,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1500.7,5645.0,3646.6,,Conventional Rail,1998.4,35.4,380.0,21.36
Uttarakhand,DEHRAD@N,60.0,1729450,False,Deendayal Port (Kandla),1367.8,5142.9,3436.7,,Conventional Rail,1706.2,33.2,380.0,17.52
Uttarakhand,HARIDWAR,68.0,1844441,False,Deendayal Port (Kandla),1341.0,5053.4,3394.4,,Conventional Rail,1659.1,32.8,380.0,18.32
Uttarakhand,NAINITAL,66.0,950212,False,Deendayal Port (Kandla),1776.0,6645.8,4081.4,,Conventional Rail,2564.4,38.6,380.0,24.07
Uttarakhand,PAURI GARHWAL,61.0,685772,False,Deendayal Port (Kandla),1700.9,6379.6,3962.8,,Conventional Rail,2416.8,37.9,380.0,24.24
Uttarakhand,PITHORAGARH,62.0,498558,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1691.3,6346.0,3947.7,,Conventional Rail,2398.3,37.8,380.0,24.31
Uttarakhand,RUDRAPRAYAG,58.0,257203,False,Deendayal Port (Kandla),1542.0,5787.1,3711.8,,Conventional Rail,2075.2,35.9,380.0,20.69
Uttarakhand,TEHRI GARHWAL,59.0,638232,False,Deendayal Port (Kandla),1459.1,5482.3,3580.9,,Conventional Rail,1901.4,34.7,380.0,19.42
Uttarakhand,UDHAM SINGH NAGAR,67.0,1555000,False,Deendayal Port (Kandla),1425.7,5370.2,3426.5,,Conventional Rail,1943.7,36.2,380.0,20.34
Uttarakhand,UTTARKASHI,56.0,338277,False,Deendayal Port (Kandla),1575.2,5903.9,3764.3,,Conventional Rail,2139.6,36.2,380.0,20.5
