state,district,district_code,pop_2011,is_island,target_port,road_distance_km,road_cost_per_ton_inr,rail_cost_per_ton_inr,dfc_cost_per_ton_inr,optimal_mode,modal_shift_savings_inr,modal_shift_savings_pct,break_even_distance_km,road_drive_time_hours
Karnataka,Ballari,565.0,1234167,False,Chennai Port,545.2,2142.4,2041.8,,Conventional Rail,100.6,4.7,380.0,8.08
Karnataka,Belagavi,555.0,4800550,False,Mormugao Port,425.4,1705.2,1809.9,,Road Trucking,0.0,0.0,380.0,6.68
Karnataka,Bengaluru (Rural),583.0,977885,False,New Mangalore Port,326.8,1339.2,1596.4,,Road Trucking,0.0,0.0,380.0,4.71
Karnataka,Bengaluru (Urban),572.0,9587834,False,New Mangalore Port,647.1,2514.1,2228.3,,Conventional Rail,285.8,11.4,380.0,9.26
Karnataka,Chamarajanagara,578.0,1018520,False,Cochin Port,491.7,1945.8,1943.9,,Conventional Rail,2.0,0.1,380.0,7.28
Karnataka,Chikkaballapura,582.0,1258440,False,New Mangalore Port,407.8,1635.9,1771.8,,Road Trucking,0.0,0.0,380.0,5.8
Karnataka,Chikkamagaluru,570.0,1141674,False,New Mangalore Port,200.3,876.6,1322.5,,Road Trucking,0.0,0.0,380.0,3.1
Karnataka,Chitradurga,566.0,1664012,False,New Mangalore Port,329.6,1350.5,1413.9,,Road Trucking,0.0,0.0,380.0,4.88
Karnataka,Dakshina Kannada,575.0,2151574,False,New Mangalore Port,50.7,326.2,773.9,,Road Trucking,0.0,0.0,380.0,0.75
Karnataka,Davanagere,567.0,1475264,False,Mormugao Port,372.3,1508.6,1694.9,,Road Trucking,0.0,0.0,380.0,5.69
Karnataka,Dharwad,562.0,1848605,False,Mormugao Port,261.1,1098.5,1454.1,,Road Trucking,0.0,0.0,380.0,3.81
Karnataka,Gadag,561.0,1069357,False,Mormugao Port,319.1,1311.5,1579.7,,Road Trucking,0.0,0.0,380.0,4.67
Karnataka,Hassan,574.0,1780179,False,New Mangalore Port,170.6,766.3,1258.2,,Road Trucking,0.0,0.0,380.0,2.49
Karnataka,Haveri,564.0,1603218,False,Mormugao Port,278.8,1163.9,1492.5,,Road Trucking,0.0,0.0,380.0,4.12
Karnataka,Kalaburagi,579.0,2572913,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),548.5,2153.1,1729.5,,Conventional Rail,423.7,19.7,380.0,7.95
Karnataka,Kodagu,576.0,553550,False,New Mangalore Port,132.2,625.6,1175.0,,Road Trucking,0.0,0.0,380.0,1.97
Karnataka,Kolara,581.0,1532932,False,Chennai Port,295.8,1226.5,1529.3,,Road Trucking,0.0,0.0,380.0,4.4
Karnataka,Koppal,560.0,1395373,False,Mormugao Port,406.0,1630.6,1767.9,,Road Trucking,0.0,0.0,380.0,5.95
Karnataka,Mandya,573.0,1808685,False,New Mangalore Port,500.0,1975.1,1959.1,,Conventional Rail,16.0,0.8,380.0,7.24
Karnataka,Mysuru,577.0,3000117,False,Cochin Port,405.8,1629.4,1767.5,,Road Trucking,0.0,0.0,380.0,5.89
Karnataka,Raichur,559.0,1934975,False,Chennai Port,651.2,2533.1,2235.8,,Conventional Rail,297.3,11.7,380.0,9.85
Karnataka,Ramanagara,584.0,1081388,False,New Mangalore Port,612.8,2388.3,2165.5,,Conventional Rail,222.7,9.3,380.0,8.77
Karnataka,Shivamogga,568.0,1757263,False,New Mangalore Port,255.0,1076.2,1440.9,,Road Trucking,0.0,0.0,380.0,3.73
Karnataka,Tumakuru,571.0,2681129,False,New Mangalore Port,397.2,1598.3,1748.8,,Road Trucking,0.0,0.0,380.0,5.82
Karnataka,Udupi,569.0,1075786,False,New Mangalore Port,96.6,496.0,1083.6,,Road Trucking,0.0,0.0,380.0,1.59
Karnataka,Uttara Kannada,563.0,1440198,False,Mormugao Port,168.1,758.0,1252.8,,Road Trucking,0.0,0.0,380.0,2.58
Karnataka,Vijayanagara,761.0,1694727,False,New Mangalore Port,427.3,1711.3,1814.0,,Road Trucking,0.0,0.0,380.0,6.6
Karnataka,Vijayapura,557.0,2186331,False,Mormugao Port,463.2,1840.0,1891.7,,Road Trucking,0.0,0.0,380.0,6.7
Karnataka,Yadgir,580.0,1171730,False,Mormugao Port,625.3,2435.2,2188.4,,Conventional Rail,246.8,10.1,380.0,9.09
Kerala,Alappuzha,598.0,2103830,False,Cochin Port,305.1,1260.8,1549.4,,Road Trucking,0.0,0.0,380.0,4.56
Kerala,Ernakulam,595.0,3389018,False,Cochin Port,42.2,295.8,959.0,,Road Trucking,0.0,0.0,380.0,0.74
Kerala,Idukki,596.0,967060,False,Cochin Port,147.5,681.5,1208.1,,Road Trucking,0.0,0.0,380.0,2.16
Kerala,Kannur,589.0,2536093,False,Cochin Port,379.1,1533.8,1709.7,,Road Trucking,0.0,0.0,380.0,5.81
Kerala,Kasaragod,588.0,1309208,False,New Mangalore Port,78.1,428.6,959.8,,Road Trucking,0.0,0.0,380.0,1.39
Kerala,Kollam,600.0,2629046,False,Cochin Port,295.8,1232.3,1529.3,,Road Trucking,0.0,0.0,380.0,5.17
Kerala,Kottayam,597.0,1976139,False,Cochin Port,278.8,1163.9,1492.5,,Road Trucking,0.0,0.0,380.0,4.13
Kerala,Kozhikode,591.0,3103973,False,Cochin Port,314.9,1296.3,1570.6,,Road Trucking,0.0,0.0,380.0,4.64
Kerala,Malappuram,592.0,4121325,False,Cochin Port,245.9,1043.1,1421.2,,Road Trucking,0.0,0.0,380.0,3.64
Kerala,Palakkad,593.0,2815996,False,Cochin Port,162.2,736.0,1240.0,,Road Trucking,0.0,0.0,380.0,2.44
Kerala,Pathanamthitta,599.0,1188745,False,Cochin Port,261.4,1102.3,1454.8,,Road Trucking,0.0,0.0,380.0,4.18
Kerala,Thiruvananthapuram,601.0,3314311,False,Vizhinjam International Seaport,52.4,337.9,768.3,,Road Trucking,0.0,0.0,380.0,1.5
Kerala,Thrissur,594.0,3130922,False,Cochin Port,82.2,442.1,1062.4,,Road Trucking,0.0,0.0,380.0,1.24
Kerala,Wayanad,590.0,820395,False,Cochin Port,363.8,1475.7,1676.5,,Road Trucking,0.0,0.0,380.0,5.34
Ladakh,KARGIL,4.0,183859,False,Deendayal Port (Kandla),2317.3,8626.3,4936.4,,Conventional Rail,3689.8,42.8,380.0,31.08
Ladakh,LEH,3.0,186324,False,Deendayal Port (Kandla),2035.1,7600.6,4490.7,,Conventional Rail,3109.9,40.9,380.0,28.34
Lakshadweep,Lakshadweep,587.0,64473,True,,,,,,N/A (Island / Isolated),,,,
Madhya Pradesh,AGAR MALWA,735.0,656955,False,Deendayal Port (Kandla),1005.1,3828.2,2863.8,,Conventional Rail,964.3,25.2,380.0,14.46
Madhya Pradesh,ALIRAJPUR,465.0,732200,False,Hazira Port,414.1,1659.8,1785.4,,Road Trucking,0.0,0.0,380.0,5.99
Madhya Pradesh,ANUPPUR,461.0,748968,False,Paradip Port,1073.6,4079.2,2972.0,,Conventional Rail,1107.2,27.1,380.0,15.41
Madhya Pradesh,ASHOKNAGAR,459.0,853626,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),1240.1,4692.4,3235.0,,Conventional Rail,1457.4,31.1,380.0,18.1
Madhya Pradesh,BALAGHAT,457.0,1719591,False,Paradip Port,946.2,3613.3,2770.8,,Conventional Rail,842.5,23.3,380.0,13.78
Madhya Pradesh,BARWANI,441.0,1396704,False,Hazira Port,495.3,1958.1,1950.4,,Conventional Rail,7.7,0.4,380.0,7.21
Madhya Pradesh,BETUL,447.0,1587756,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),781.7,3008.4,2474.7,,Conventional Rail,533.7,17.7,380.0,11.25
Madhya Pradesh,BHIND,420.0,1714852,False,Deendayal Port (Kandla),1259.4,4762.7,3265.5,,Conventional Rail,1497.3,31.4,380.0,18.31
Madhya Pradesh,BHOPAL,444.0,2394281,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),1036.9,3946.3,2914.0,,Conventional Rail,1032.3,26.2,380.0,15.11
Madhya Pradesh,BURHANPUR,467.0,764921,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),579.9,2269.4,2105.3,,Conventional Rail,164.1,7.2,380.0,8.54
Madhya Pradesh,CHHATARPUR,425.0,1773765,False,Deendayal Port (Kandla),1246.3,4713.5,3244.8,,Conventional Rail,1468.7,31.2,380.0,17.97
Madhya Pradesh,CHHINDWARA,455.0,1757837,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),943.9,3606.0,2767.1,,Conventional Rail,838.8,23.3,380.0,13.9
Madhya Pradesh,DAMOH,428.0,1270780,False,Paradip Port,1121.1,4254.3,3047.0,,Conventional Rail,1207.3,28.4,380.0,16.2
Madhya Pradesh,DATIA,422.0,814930,False,Deendayal Port (Kandla),1151.6,4368.0,3095.2,,Conventional Rail,1272.8,29.1,380.0,16.87
Madhya Pradesh,DEWAS,437.0,1565515,False,Hazira Port,663.3,2574.8,2258.0,,Conventional Rail,316.8,12.3,380.0,9.66
Madhya Pradesh,DHAR,438.0,2209040,False,Hazira Port,594.5,2321.5,2132.0,,Conventional Rail,189.4,8.2,380.0,8.55
Madhya Pradesh,DINDORI,453.0,708942,False,Paradip Port,997.2,3799.0,2851.3,,Conventional Rail,947.7,24.9,380.0,14.33
Madhya Pradesh,GUNA,458.0,1252959,False,Deendayal Port (Kandla),1070.2,4067.4,2966.6,,Conventional Rail,1100.8,27.1,380.0,15.45
Madhya Pradesh,GWALIOR,421.0,1786914,False,Deendayal Port (Kandla),1166.9,4422.3,3119.4,,Conventional Rail,1303.0,29.5,380.0,16.85
Madhya Pradesh,HARDA,448.0,572680,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),890.7,3409.7,2674.3,,Conventional Rail,735.4,21.6,380.0,12.99
Madhya Pradesh,INDORE,439.0,3284305,False,Hazira Port,656.7,2549.7,2245.9,,Conventional Rail,303.8,11.9,380.0,9.45
Madhya Pradesh,JABALPUR,451.0,2462878,False,Paradip Port,1151.5,4365.4,3095.0,,Conventional Rail,1270.3,29.1,380.0,16.57
Madhya Pradesh,JHABUA,464.0,1032335,False,Hazira Port,541.4,2128.0,2034.8,,Conventional Rail,93.2,4.4,380.0,7.97
Madhya Pradesh,KATNI,450.0,1289000,False,Paradip Port,1103.7,4190.2,3019.5,,Conventional Rail,1170.7,27.9,380.0,15.91
Madhya Pradesh,KHANDWA,466.0,1318985,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),935.5,3574.1,2753.9,,Conventional Rail,820.2,22.9,380.0,13.64
Madhya Pradesh,KHARGONE,440.0,1872694,False,Hazira Port,557.7,2187.7,2064.7,,Conventional Rail,123.0,5.6,380.0,8.19
Madhya Pradesh,MAIHAR,768.0,664617,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1111.8,4219.6,3032.3,,Conventional Rail,1187.2,28.1,380.0,15.98
Madhya Pradesh,MANDLA,454.0,1057659,False,Paradip Port,961.0,3666.8,2794.1,,Conventional Rail,872.7,23.8,380.0,13.89
Madhya Pradesh,MANDSAUR,433.0,1305746,False,Deendayal Port (Kandla),747.0,2884.9,2411.2,,Conventional Rail,473.7,16.4,380.0,11.26
Madhya Pradesh,MAUGANJ,767.0,712157,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1040.0,3955.2,2918.9,,Conventional Rail,1036.3,26.2,380.0,14.83
Madhya Pradesh,MORENA,419.0,1970545,False,Deendayal Port (Kandla),1230.0,4653.1,3219.0,,Conventional Rail,1434.1,30.8,380.0,17.66
Madhya Pradesh,NARMADAPURAM,449.0,1243285,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),877.6,3361.5,2650.3,,Conventional Rail,711.2,21.2,380.0,12.78
Madhya Pradesh,NARSIMHAPUR,452.0,1095959,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),1042.8,3966.4,2923.4,,Conventional Rail,1043.0,26.3,380.0,14.99
Madhya Pradesh,NEEMUCH,432.0,855651,False,Deendayal Port (Kandla),698.7,2707.0,2322.8,,Conventional Rail,384.3,14.2,380.0,10.48
Madhya Pradesh,NIWARI,753.0,373609,False,Deendayal Port (Kandla),1119.7,4248.7,3044.8,,Conventional Rail,1203.9,28.3,380.0,16.11
Madhya Pradesh,PANDHURNA,769.0,355812,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),874.7,3351.1,2645.0,,Conventional Rail,706.2,21.1,380.0,12.78
Madhya Pradesh,PANNA,426.0,1016105,False,Paradip Port,1337.9,5050.1,3389.5,,Conventional Rail,1660.6,32.9,380.0,19.35
Madhya Pradesh,RAISEN,446.0,1334815,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),993.9,3789.5,2846.1,,Conventional Rail,943.3,24.9,380.0,14.62
Madhya Pradesh,RAJGARH,442.0,1553614,False,Deendayal Port (Kandla),1005.3,3829.3,2864.1,,Conventional Rail,965.2,25.2,380.0,14.52
Madhya Pradesh,RATLAM,434.0,1465777,False,Hazira Port,747.7,2883.7,2412.5,,Conventional Rail,471.2,16.3,380.0,10.76
Madhya Pradesh,REWA,430.0,1672831,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1048.7,3988.9,2932.7,,Conventional Rail,1056.2,26.5,380.0,15.19
Madhya Pradesh,SAGAR,427.0,2397707,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),1161.3,4401.6,3110.5,,Conventional Rail,1291.1,29.3,380.0,16.75
Madhya Pradesh,SATNA,429.0,1566537,False,Deendayal Port (Kandla),1369.0,5164.2,3438.6,,Conventional Rail,1725.7,33.4,380.0,19.8
Madhya Pradesh,SEHORE,445.0,1290236,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),1030.5,3924.5,2903.9,,Conventional Rail,1020.5,26.0,380.0,15.24
Madhya Pradesh,SEONI,456.0,1392695,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),1005.5,3831.3,2864.4,,Conventional Rail,966.9,25.2,380.0,14.69
Madhya Pradesh,SHAHDOL,460.0,1067593,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,997.4,3803.1,2851.6,,Conventional Rail,951.5,25.0,380.0,14.78
Madhya Pradesh,SHAJAPUR,436.0,837664,False,Deendayal Port (Kandla),1059.1,4027.0,2949.1,,Conventional Rail,1077.9,26.8,380.0,15.33
Madhya Pradesh,SHEOPUR,418.0,692342,False,Deendayal Port (Kandla),1101.6,4182.7,3016.2,,Conventional Rail,1166.5,27.9,380.0,15.91
Madhya Pradesh,SHIVPURI,423.0,1659993,False,Deendayal Port (Kandla),1018.0,3875.6,2884.2,,Conventional Rail,991.4,25.6,380.0,14.66
Madhya Pradesh,SIDHI,462.0,1134388,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1171.1,4438.2,3126.0,,Conventional Rail,1312.2,29.6,380.0,16.97
Madhya Pradesh,SINGRAULI,463.0,1186139,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1231.6,4658.5,3221.6,,Conventional Rail,1436.9,30.8,380.0,17.61
Madhya Pradesh,TIKAMGARH,424.0,1071848,False,Deendayal Port (Kandla),1203.3,4557.2,3176.9,,Conventional Rail,1380.4,30.3,380.0,17.55
Madhya Pradesh,UJJAIN,435.0,1992614,False,Deendayal Port (Kandla),1118.8,4246.5,3043.4,,Conventional Rail,1203.1,28.3,380.0,16.25
Madhya Pradesh,UMARIA,431.0,646430,False,Paradip Port,1191.4,4513.0,3158.1,,Conventional Rail,1355.0,30.0,380.0,17.31
Madhya Pradesh,VIDISHA,443.0,1469028,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),1120.7,4252.3,3046.4,,Conventional Rail,1205.9,28.4,380.0,16.12
Maharashtra,AHILYANAGAR,522.0,4512419,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),253.0,1069.3,1436.6,1063.8,Dedicated Freight Corridor (DFC),5.6,0.5,210.0,3.77
Maharashtra,AKOLA,501.0,1792807,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),632.1,2460.2,2200.9,1545.2,Dedicated Freight Corridor (DFC),915.0,37.2,210.0,9.19
Maharashtra,AMRAVATI,503.0,2874317,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),718.2,2776.4,2358.5,1654.5,Dedicated Freight Corridor (DFC),1121.9,40.4,210.0,10.47
Maharashtra,BEED,523.0,2464450,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),361.4,1466.7,1671.3,1201.4,Dedicated Freight Corridor (DFC),265.2,18.1,210.0,5.27
Maharashtra,BHANDARA,506.0,1225015,False,Paradip Port,898.8,3438.4,2689.1,1883.9,Dedicated Freight Corridor (DFC),1554.5,45.2,210.0,12.97
Maharashtra,BULDHANA,500.0,2572145,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),535.1,2104.0,2023.3,1422.0,Dedicated Freight Corridor (DFC),682.0,32.4,210.0,7.76
Maharashtra,CHANDRAPUR,509.0,2191510,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),896.4,3430.1,2684.7,1880.8,Dedicated Freight Corridor (DFC),1549.2,45.2,210.0,13.0
Maharashtra,CHHATRAPATI SAMBHAJI NAGAR,515.0,3642642,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),361.3,1466.0,1671.1,1201.3,Dedicated Freight Corridor (DFC),264.7,18.1,210.0,5.23
Maharashtra,DHARASHIV,525.0,1642019,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),442.3,1763.9,1846.5,1304.2,Dedicated Freight Corridor (DFC),459.7,26.1,210.0,6.48
Maharashtra,DHULE,498.0,2039162,False,Hazira Port,374.5,1515.2,1699.7,1218.1,Dedicated Freight Corridor (DFC),297.1,19.6,210.0,5.52
Maharashtra,DHULE,598.0,2039162,False,Hazira Port,376.2,1520.9,1703.4,1220.2,Dedicated Freight Corridor (DFC),300.6,19.8,210.0,5.47
Maharashtra,GADCHIROLI,508.0,1067364,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),974.2,3718.6,2815.0,1979.6,Dedicated Freight Corridor (DFC),1739.0,46.8,210.0,14.53
Maharashtra,GONDIA,507.0,1244434,False,Paradip Port,852.1,3267.5,2603.6,1824.6,Dedicated Freight Corridor (DFC),1442.9,44.2,210.0,12.36
Maharashtra,HINGOLI,512.0,1200351,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),619.3,2413.5,2177.4,1528.9,Dedicated Freight Corridor (DFC),884.6,36.7,210.0,9.05
Maharashtra,JALGAON,499.0,4202382,False,Hazira Port,441.4,1760.1,1844.6,1303.0,Dedicated Freight Corridor (DFC),457.0,26.0,210.0,6.4
Maharashtra,JALNA,514.0,1911920,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),410.5,1646.6,1777.6,1263.8,Dedicated Freight Corridor (DFC),382.8,23.2,210.0,5.95
Maharashtra,KOLHAPUR,530.0,3848517,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),413.8,1661.2,1784.8,1268.0,Dedicated Freight Corridor (DFC),393.2,23.7,210.0,6.32
Maharashtra,LATUR,524.0,2504658,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),515.3,2031.5,1987.1,1396.9,Dedicated Freight Corridor (DFC),634.6,31.2,210.0,7.5
Maharashtra,MUMBAI,519.0,2257941,False,Mumbai Port,22.2,223.8,907.4,770.7,Road Trucking,0.0,0.0,210.0,0.63
Maharashtra,MUMBAI SUBURBAN,518.0,8857861,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),79.2,431.5,796.8,585.2,Road Trucking,0.0,0.0,210.0,1.26
Maharashtra,NAGPUR,505.0,4622518,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),833.7,3199.3,2231.4,1462.7,Dedicated Freight Corridor (DFC),1736.6,54.3,210.0,12.0
Maharashtra,NANDED,511.0,3307560,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),577.9,2261.3,2101.7,1476.4,Dedicated Freight Corridor (DFC),784.9,34.7,210.0,8.41
Maharashtra,NANDURBAR,497.0,1632928,False,Hazira Port,440.2,1755.9,1842.0,1301.5,Dedicated Freight Corridor (DFC),454.4,25.9,210.0,6.42
Maharashtra,NASHIK,516.0,6075753,False,Hazira Port,265.3,1114.5,1463.2,1079.4,Dedicated Freight Corridor (DFC),35.1,3.1,210.0,3.95
Maharashtra,PALGHAR,681.0,6015627,False,Mumbai Port,114.8,562.7,1137.3,888.3,Road Trucking,0.0,0.0,210.0,1.85
Maharashtra,PARBHANI,513.0,1805245,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),491.5,1944.1,1943.5,1366.7,Dedicated Freight Corridor (DFC),577.5,29.7,210.0,7.15
Maharashtra,PUNE,521.0,9386363,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),131.0,621.6,985.1,721.5,Road Trucking,0.0,0.0,210.0,2.01
Maharashtra,RAIGAD,520.0,2556123,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),108.8,539.9,1034.5,790.8,Road Trucking,0.0,0.0,210.0,1.65
Maharashtra,RATNAGIRI,528.0,1603560,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),405.9,1630.6,1767.7,1258.0,Dedicated Freight Corridor (DFC),372.6,22.9,210.0,5.99
Maharashtra,SANGLI,531.0,2799723,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),340.0,1388.0,1625.0,1174.3,Dedicated Freight Corridor (DFC),213.8,15.4,210.0,4.95
Maharashtra,SATARA,527.0,2982948,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),272.3,1140.3,1478.4,1088.3,Dedicated Freight Corridor (DFC),52.0,4.6,210.0,4.06
Maharashtra,SINDHUDURG,529.0,842193,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),480.9,1905.2,1924.1,1353.2,Dedicated Freight Corridor (DFC),552.0,29.0,210.0,7.0
Maharashtra,SOLAPUR,526.0,4277369,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),318.3,1309.0,1578.0,1146.7,Dedicated Freight Corridor (DFC),162.3,12.4,210.0,4.71
Maharashtra,THANE,517.0,5154199,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),116.0,566.1,1000.9,750.8,Road Trucking,0.0,0.0,210.0,1.73
Maharashtra,WARDHA,504.0,1292490,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),804.4,3091.8,2276.5,1524.2,Dedicated Freight Corridor (DFC),1567.6,50.7,210.0,11.59
Maharashtra,WASHIM,502.0,1171158,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),571.0,2236.1,2089.0,1467.6,Dedicated Freight Corridor (DFC),768.5,34.4,210.0,8.33
Maharashtra,YAVATMAL,510.0,2757352,False,Jawaharlal Nehru Port (JNPT/Navi Mumbai),809.3,3112.5,2525.3,1770.2,Dedicated Freight Corridor (DFC),1342.3,43.1,210.0,12.02
Manipur,BISHNUPUR,275.0,196369,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1602.7,6021.3,3807.7,,Conventional Rail,2213.5,36.8,380.0,23.09
Manipur,CHANDEL,280.0,115888,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1633.1,6134.2,3855.7,,Conventional Rail,2278.4,37.1,380.0,23.71
Manipur,CHURACHANDPUR,274.0,130734,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1625.9,6106.0,3844.4,,Conventional Rail,2261.6,37.0,380.0,23.37
Manipur,IMPHAL EAST,278.0,190669,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1567.1,5890.5,3751.5,,Conventional Rail,2139.0,36.3,380.0,22.56
Manipur,IMPHAL WEST,277.0,186098,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1570.9,5904.4,3687.8,,Conventional Rail,2216.6,37.5,380.0,22.61
Manipur,JIRIBAM,658.0,212583,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1756.0,6584.2,4049.9,,Conventional Rail,2534.3,38.5,380.0,25.35
Manipur,KAKCHING,651.0,341043,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1625.6,6106.3,3843.9,,Conventional Rail,2262.4,37.1,380.0,23.55
Manipur,KAMJANG,670.0,128385,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1633.8,6135.3,3856.8,,Conventional Rail,2278.5,37.1,380.0,23.53
Manipur,KANGPOKPI,679.0,195665,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1545.5,5811.8,3717.4,,Conventional Rail,2094.4,36.0,380.0,22.32
Manipur,NONEY,659.0,153758,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1681.9,6312.7,3648.1,,Conventional Rail,2664.7,42.2,380.0,24.34
Manipur,PHERZAWL,718.0,318505,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1736.5,6512.3,4019.1,,Conventional Rail,2493.2,38.3,380.0,25.02
Manipur,SENAPATI,272.0,217951,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1479.6,5569.3,3613.3,,Conventional Rail,1956.0,35.1,380.0,21.28
Manipur,TAMENGLONG,273.0,122620,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1698.7,6374.1,3745.6,,Conventional Rail,2628.5,41.2,380.0,24.55
Manipur,TENGNOUPAL,667.0,104556,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1640.3,6159.3,3867.1,,Conventional Rail,2292.2,37.2,380.0,23.64
Manipur,THOUBAL,276.0,168293,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1582.4,5946.6,3775.7,,Conventional Rail,2170.9,36.5,380.0,22.77
Manipur,UKHRUL,279.0,72676,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1600.2,6011.9,3803.8,,Conventional Rail,2208.1,36.7,380.0,23.03
Meghalaya,EAST GARO HILLS,294.0,177723,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1004.1,3825.7,2862.2,,Conventional Rail,963.5,25.2,380.0,14.61
Meghalaya,EAST JAINTIA HILLS,666.0,211614,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1219.3,4615.4,3202.1,,Conventional Rail,1413.3,30.6,380.0,17.71
Meghalaya,EAST KHASI HILLS,298.0,821348,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1140.7,4326.2,3078.0,,Conventional Rail,1248.3,28.9,380.0,16.48
Meghalaya,EASTERN WEST KHASI HILLS,765.0,85164,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1101.0,4181.0,3015.3,,Conventional Rail,1165.7,27.9,380.0,15.96
Meghalaya,NORTH GARO HILLS,674.0,135052,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,938.4,3584.6,2635.0,,Conventional Rail,949.6,26.5,380.0,13.66
Meghalaya,RI-BHOI,297.0,253670,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1071.0,4070.6,2914.6,,Conventional Rail,1156.0,28.4,380.0,15.49
Meghalaya,SOUTH GARO HILLS,295.0,136768,False,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1018.5,3878.2,2885.0,,Conventional Rail,993.2,25.6,380.0,14.77
