state,district,sub_district,sub_district_code,nearest_rail_station,dist_rail_station_km,nearest_icd,dist_icd_km,nearest_port,dist_port_km,nearest_air_cargo,dist_air_cargo_km,nearest_icp,dist_icp_km
Assam,MARIGAON,MORIGAON CIRCLE,2029,DHARAMTUL,2.93,ICD Amingaon,65.26,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,563.26,Lokpriya Gopinath Bordoloi International Airport (GAU),75.33,Darranga ICP,44.34
Assam,NAGAON,DHING CIRCLE,2034,Batadrowa Road,3.08,ICD Amingaon,87.89,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,593.89,Lokpriya Gopinath Bordoloi International Airport (GAU),99.41,Darranga ICP,43.69
Assam,NAGAON,KALIABAR CIRCLE,2031,Jakhalabandha,1.59,ICD Amingaon,134.13,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,634.62,Lokpriya Gopinath Bordoloi International Airport (GAU),145.53,Darranga ICP,86.7
Assam,NAGAON,KAMPUR CIRCLE,2037,KAMPUR,7.27,ICD Amingaon,95.49,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,576.97,Lokpriya Gopinath Bordoloi International Airport (GAU),104.38,Darranga ICP,73.1
Assam,NAGAON,NAGAON SADAR CIRCLE,2035,Haibargaon,7.27,ICD Amingaon,102.41,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,596.85,Lokpriya Gopinath Bordoloi International Airport (GAU),112.91,Darranga ICP,66.08
Assam,NAGAON,RAHA CIRCLE,2036,CHAPARMUKH JN,0.34,ICD Amingaon,81.74,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,574.7,Lokpriya Gopinath Bordoloi International Airport (GAU),91.61,Darranga ICP,55.58
Assam,NAGAON,RUPOHIHAT CIRCLE,2033,Tarabari,8.01,ICD Amingaon,109.11,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,612.48,Lokpriya Gopinath Bordoloi International Airport (GAU),120.56,Darranga ICP,62.87
Assam,NAGAON,SAMAGURI CIRCLE,2032,Puranigudam,4.81,ICD Amingaon,114.75,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,609.31,Lokpriya Gopinath Bordoloi International Airport (GAU),125.44,Darranga ICP,75.02
Assam,NALBARI,BANEKUCHI CIRCLE,2137,NALBARI,5.63,ICD Amingaon,43.09,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,524.37,Lokpriya Gopinath Bordoloi International Airport (GAU),44.84,Darranga ICP,69.55
Assam,NALBARI,BARBHAG CIRCLE,2135,NALBARI,9.98,ICD Amingaon,27.99,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,520.0,Lokpriya Gopinath Bordoloi International Airport (GAU),30.13,Darranga ICP,63.36
Assam,NALBARI,BARKHETRI CIRCLE,2134,CHAYGAON,21.53,ICD Amingaon,35.55,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,500.54,Lokpriya Gopinath Bordoloi International Airport (GAU),29.93,Darranga ICP,82.38
Assam,NALBARI,GHAGRAPAR CIRCLE,2138,GHOGRAPUR,5.12,ICD Amingaon,37.58,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,533.2,Lokpriya Gopinath Bordoloi International Airport (GAU),42.74,Darranga ICP,56.8
Assam,NALBARI,NALBARI CIRCLE,2136,NALBARI,3.13,ICD Amingaon,34.69,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,522.82,Lokpriya Gopinath Bordoloi International Airport (GAU),36.93,Darranga ICP,64.91
Assam,NALBARI,PACHIM  NALBARI  CIRCLE,2133,KAITHALKUCHI,7.97,ICD Amingaon,39.64,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,512.18,Lokpriya Gopinath Bordoloi International Airport (GAU),38.03,Darranga ICP,76.76
Assam,NALBARI,TIHU CIRCLE,2132,TIHU,4.04,ICD Amingaon,48.54,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,519.1,Lokpriya Gopinath Bordoloi International Airport (GAU),48.45,Darranga ICP,77.83
Assam,SIBSAGAR,AMGURI CIRCLE,2072,AMGURI,4.97,ICD Amingaon,290.54,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,774.31,Lokpriya Gopinath Bordoloi International Airport (GAU),301.67,Darranga ICP,242.05
Assam,SIBSAGAR,DEMOW CIRCLE,2070,DESANG,7.86,ICD Amingaon,310.22,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,801.66,Lokpriya Gopinath Bordoloi International Airport (GAU),321.75,Darranga ICP,258.93
Assam,SIBSAGAR,NAZIRA CIRCLE,2073,MEZENGA S,4.88,ICD Amingaon,305.71,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,787.17,Lokpriya Gopinath Bordoloi International Airport (GAU),316.78,Darranga ICP,257.48
Assam,SIBSAGAR,SIBSAGAR CIRCLE,2071,SIBSAGAR TOWN,3.58,ICD Amingaon,299.27,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,787.0,Lokpriya Gopinath Bordoloi International Airport (GAU),310.61,Darranga ICP,249.33
Assam,SIBSAGAR,SONARI PT CIRCLE,2074,MAHUTGAON,2.37,ICD Amingaon,317.44,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,802.33,Lokpriya Gopinath Bordoloi International Airport (GAU),328.7,Darranga ICP,267.91
Assam,SONITPUR,CHARIDUAR CIRCLE,2042,RANGAPARA NORTH,6.38,ICD Amingaon,126.74,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,640.31,Lokpriya Gopinath Bordoloi International Airport (GAU),139.0,Darranga ICP,70.37
Assam,SONITPUR,DHEKIAJULI CIRCLE,2041,DHEKIAJILI ROAD,9.67,ICD Amingaon,94.84,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,609.74,Lokpriya Gopinath Bordoloi International Airport (GAU),107.13,Darranga ICP,38.08
Assam,SONITPUR,NADUAR PT CIRCLE,2044,Silghat Town,14.95,ICD Amingaon,136.06,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,644.48,Lokpriya Gopinath Bordoloi International Airport (GAU),148.04,Darranga ICP,82.91
Assam,SONITPUR,TEZPUR CIRCLE,2043,Tezpore,2.15,ICD Amingaon,116.42,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,623.85,Lokpriya Gopinath Bordoloi International Airport (GAU),128.26,Darranga ICP,65.5
Assam,SONITPUR,THELAMARA CIRCLE,5962,NEW MISAMARI,8.74,ICD Amingaon,106.6,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,619.94,Lokpriya Gopinath Bordoloi International Airport (GAU),118.83,Darranga ICP,50.97
Assam,SOUTH SALMARA,MANKACHAR CICRLE,2012,DHUBRI,43.11,ICD Amingaon,181.96,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,370.59,Lokpriya Gopinath Bordoloi International Airport (GAU),170.61,Mankachar ICP,22.25
Assam,SOUTH SALMARA,SOUTH SALMARA CIRCLE,6017,DHUBRI,25.87,ICD Amingaon,177.46,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,386.16,Lokpriya Gopinath Bordoloi International Airport (GAU),166.63,Mankachar ICP,34.66
Assam,SRIBHUMI,BADARPUR CIRCLE,2102,Bhanga,5.39,ICD Amingaon,168.17,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,483.66,Lokpriya Gopinath Bordoloi International Airport (GAU),166.01,Sutarkandi ICP,12.35
Assam,SRIBHUMI,NILAMBAZAR CIRCLE,2103,Nilambazar,1.88,ICD Amingaon,171.99,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,468.53,Lokpriya Gopinath Bordoloi International Airport (GAU),168.77,Sutarkandi ICP,5.72
Assam,SRIBHUMI,PATHARKANDI CIRCLE,2104,Tilbhum,5.04,ICD Amingaon,195.64,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,448.52,Lokpriya Gopinath Bordoloi International Airport (GAU),191.27,Sutarkandi ICP,30.36
Assam,SRIBHUMI,R K NAGAR CIRCLE,2105,Dullabcherra,4.25,ICD Amingaon,197.93,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,462.23,Lokpriya Gopinath Bordoloi International Airport (GAU),194.39,Sutarkandi ICP,24.64
Assam,SRIBHUMI,SRIBHUMI CIRCLE,2101,Karimganj Junction,4.51,ICD Amingaon,158.54,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,471.46,Lokpriya Gopinath Bordoloi International Airport (GAU),155.44,Sutarkandi ICP,16.83
Assam,TAMULPUR,GORESHWAR CIRCLE,2141,GORESUAR,11.25,ICD Amingaon,48.79,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,555.38,Lokpriya Gopinath Bordoloi International Airport (GAU),57.92,Darranga ICP,39.8
Assam,TAMULPUR,TAMULPUR CIRCLE,2144,GORESUAR,20.41,ICD Amingaon,54.27,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,552.58,Lokpriya Gopinath Bordoloi International Airport (GAU),61.59,Darranga ICP,51.61
Assam,TINSUKIA,DOOMDUMA CIRCLE,2060,Tingrai,18.99,ICD Amingaon,412.73,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,905.83,Lokpriya Gopinath Bordoloi International Airport (GAU),424.48,Darranga ICP,359.67
Assam,TINSUKIA,MARGHERITA CIRCLE,2062,Powai,12.99,ICD Amingaon,419.26,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,905.59,Lokpriya Gopinath Bordoloi International Airport (GAU),430.77,Darranga ICP,367.7
Assam,TINSUKIA,SADIA CIRCLE,2059,Tingrai,42.56,ICD Amingaon,429.03,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,925.69,Lokpriya Gopinath Bordoloi International Airport (GAU),440.92,Darranga ICP,375.03
Assam,TINSUKIA,TINSUKIA CIRCLE,2061,Tingrai,5.87,ICD Amingaon,402.84,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,893.85,Lokpriya Gopinath Bordoloi International Airport (GAU),414.51,Darranga ICP,350.37
Assam,UDALGURI,HARISINGA CIRCLE,2151,HARISINGA,14.0,ICD Amingaon,67.05,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,577.19,Lokpriya Gopinath Bordoloi International Airport (GAU),77.49,Darranga ICP,34.42
Assam,UDALGURI,KALAIGAON CIRCLE,2150,TANGLA,9.24,ICD Amingaon,50.5,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,566.07,Lokpriya Gopinath Bordoloi International Airport (GAU),62.29,Darranga ICP,15.5
Assam,UDALGURI,KHAIRABARI CIRCLE,2145,KHOIRABARI,3.89,ICD Amingaon,47.16,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,559.77,Lokpriya Gopinath Bordoloi International Airport (GAU),57.95,Darranga ICP,27.59
Assam,UDALGURI,MAJBAT CIRCLE,2153,MAJBAT,3.58,ICD Amingaon,85.22,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,601.46,Lokpriya Gopinath Bordoloi International Airport (GAU),97.44,Darranga ICP,27.9
Assam,UDALGURI,UDALGURI CIRCLE,2152,UDALGURI,2.25,ICD Amingaon,72.78,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,588.73,Lokpriya Gopinath Bordoloi International Airport (GAU),84.76,Darranga ICP,19.32
Assam,WEST KARBI ANAGLONG,DONKA CIRCLE,2088,JUGIJAN,29.51,ICD Amingaon,95.79,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,555.52,Lokpriya Gopinath Bordoloi International Airport (GAU),102.1,Darranga ICP,89.38
Bihar,Araria,Araria,1116,ARARIYA COURT,4.99,ICD Siliguri,111.65,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,401.2,Jay Prakash Narayan International Airport (PAT),241.99,Jogbani ICP,31.49
Bihar,Araria,Bhargama,1114,Banmankhi Junction,20.6,ICD Siliguri,142.32,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,399.96,Jay Prakash Narayan International Airport (PAT),210.36,Jogbani ICP,34.99
Bihar,Araria,Forbesganj,1113,DHOLBAJA,2.73,ICD Siliguri,119.73,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,417.82,Jay Prakash Narayan International Airport (PAT),230.0,Jogbani ICP,11.67
Bihar,Araria,Jokihat,1120,KUSIARGAON,10.86,ICD Siliguri,107.25,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,390.32,Jay Prakash Narayan International Airport (PAT),251.76,Jogbani ICP,45.93
Bihar,Araria,Kursakatta,1117,FORBESGANJ,14.32,ICD Siliguri,107.82,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,422.31,Jay Prakash Narayan International Airport (PAT),241.69,Jogbani ICP,14.32
Bihar,Araria,Narpatganj,1112,BATHNAHA,10.08,ICD Siliguri,129.3,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,433.34,Jay Prakash Narayan International Airport (PAT),220.61,Jogbani ICP,10.84
Bihar,Araria,Palasi,1119,ARARIYA COURT,21.15,ICD Siliguri,94.85,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,407.87,Jay Prakash Narayan International Airport (PAT),257.79,Jogbani ICP,36.95
Bihar,Araria,Raniganj,1115,HALDITA BIHAR,13.06,ICD Siliguri,130.77,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,394.15,Jay Prakash Narayan International Airport (PAT),224.26,Jogbani ICP,35.59
Bihar,Araria,Sikti,1118,ARARIYA,26.99,ICD Siliguri,94.61,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,420.85,Jay Prakash Narayan International Airport (PAT),255.2,Jogbani ICP,27.67
Bihar,Arwal,Arwal,1542,Garhani,21.59,ICD Patna,60.75,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,467.45,Jay Prakash Narayan International Airport (PAT),56.08,Raxaul ICP,191.42
Bihar,Arwal,Kaler,1543,Piro,21.74,ICD Patna,76.42,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,472.43,Jay Prakash Narayan International Airport (PAT),71.68,Raxaul ICP,201.86
Bihar,Arwal,Karpi,1544,Jehanabad Court,25.73,ICD Patna,62.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,458.89,Jay Prakash Narayan International Airport (PAT),57.79,Raxaul ICP,198.13
Bihar,Arwal,Kurtha,1546,Tehta,17.27,ICD Patna,60.2,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,449.67,Jay Prakash Narayan International Airport (PAT),56.59,Raxaul ICP,201.9
Bihar,Arwal,Sonbhadra Banshi Suryapur,1545,Barabar Halt,25.76,ICD Patna,67.8,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,455.12,Jay Prakash Narayan International Airport (PAT),63.81,Raxaul ICP,205.17
Bihar,Aurangabad,Aurangabad,1481,PHESAR,6.55,ICD Patna,113.92,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,460.76,Jay Prakash Narayan International Airport (PAT),109.8,Raxaul ICP,243.44
Bihar,Aurangabad,Barun,1482,BAGAHABISHUNPUR,3.96,ICD Patna,122.08,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,478.89,Jay Prakash Narayan International Airport (PAT),117.49,Raxaul ICP,241.86
Bihar,Aurangabad,Daudnagar,1476,PHESAR,21.49,ICD Patna,92.48,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,474.36,Jay Prakash Narayan International Airport (PAT),87.8,Raxaul ICP,215.6
Bihar,Aurangabad,Deo,1485,BAGHOI KUSA,23.78,ICD Patna,127.44,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,450.97,Jay Prakash Narayan International Airport (PAT),123.67,Raxaul ICP,260.57
Bihar,Aurangabad,Goh,1478,RAFIGANJ,18.31,ICD Patna,81.85,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,452.42,Jay Prakash Narayan International Airport (PAT),77.99,Raxaul ICP,218.56
Bihar,Aurangabad,Haspura,1477,JAKHIM,22.75,ICD Patna,83.92,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,463.52,Jay Prakash Narayan International Airport (PAT),79.58,Raxaul ICP,214.33
Bihar,Aurangabad,Kutumba,1484,ANKORAH AKORHA,18.51,ICD Patna,135.45,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,463.49,Jay Prakash Narayan International Airport (PAT),131.34,Raxaul ICP,262.83
Bihar,Aurangabad,Madanpur,1486,DEO ROAD,20.12,ICD Patna,120.44,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,442.86,Jay Prakash Narayan International Airport (PAT),116.94,Raxaul ICP,257.32
Bihar,Aurangabad,Nabinagar,1483,NABENAGAR ROAD,1.3,ICD Patna,146.5,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,480.7,Jay Prakash Narayan International Airport (PAT),142.03,Raxaul ICP,265.7
Bihar,Aurangabad,Obra,1480,PHESAR,9.94,ICD Patna,100.69,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,468.27,Jay Prakash Narayan International Airport (PAT),96.26,Raxaul ICP,227.03
Bihar,Aurangabad,Rafiganj,1479,DEO ROAD,3.04,ICD Patna,99.11,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,448.98,Jay Prakash Narayan International Airport (PAT),95.39,Raxaul ICP,235.4
Bihar,Banka,Amarpur,1346,Dhauni,10.03,ICD Patna,184.03,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,304.84,Jay Prakash Narayan International Airport (PAT),188.74,Jogbani ICP,151.53
Bihar,Banka,Banka,1350,Banka,3.86,ICD Patna,189.03,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,290.42,Jay Prakash Narayan International Airport (PAT),193.48,Jogbani ICP,169.19
Bihar,Banka,Barahat,1349,Panjwara Road,1.22,ICD Patna,200.63,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,286.04,Jay Prakash Narayan International Airport (PAT),205.2,Jogbani ICP,163.92
Bihar,Banka,Bausi,1355,Pandetola,6.19,ICD Patna,207.05,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,271.13,Jay Prakash Narayan International Airport (PAT),211.37,Jogbani ICP,181.61
Bihar,Banka,Belhar,1352,GHORPARAN,20.89,ICD Patna,163.36,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,308.5,Jay Prakash Narayan International Airport (PAT),167.68,Jogbani ICP,172.56
Bihar,Banka,Chanan,1353,TALWA BAZAR,7.25,ICD Patna,173.62,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,292.68,Jay Prakash Narayan International Airport (PAT),177.61,Jogbani ICP,189.85
Bihar,Banka,Dhuraiya,1348,Punsia,10.46,ICD Patna,205.36,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,291.11,Jay Prakash Narayan International Airport (PAT),210.11,Jogbani ICP,152.73
Bihar,Banka,Katoria,1354,Banka,19.95,ICD Patna,189.47,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,281.2,Jay Prakash Narayan International Airport (PAT),193.61,Jogbani ICP,186.41
Bihar,Banka,Phulidumar,1351,Banka,15.84,ICD Patna,176.69,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,302.79,Jay Prakash Narayan International Airport (PAT),181.2,Jogbani ICP,163.26
Bihar,Banka,Rajaun,1347,Bela Halt,1.4,ICD Patna,194.07,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,299.89,Jay Prakash Narayan International Airport (PAT),198.83,Jogbani ICP,149.39
Bihar,Banka,Shambhuganj,1345,SULTANGANJ,21.08,ICD Patna,168.29,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,314.71,Jay Prakash Narayan International Airport (PAT),172.95,Jogbani ICP,153.93
Bihar,Begusarai,Bachhwara,1310,BACHWARA JN,0.59,ICD Patna,74.94,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,408.32,Jay Prakash Narayan International Airport (PAT),80.26,Jogbani ICP,159.66
Bihar,Begusarai,Bakhri,1316,SALAUNA,3.59,ICD Patna,108.88,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,388.72,Jay Prakash Narayan International Airport (PAT),114.21,Jogbani ICP,132.8
Bihar,Begusarai,Balia,1319,LAKHMINIA,5.19,ICD Patna,118.11,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,367.3,Jay Prakash Narayan International Airport (PAT),123.15,Jogbani ICP,143.29
Bihar,Begusarai,Barauni,1312,BIHAT HALT,2.03,ICD Patna,89.42,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,388.24,Jay Prakash Narayan International Airport (PAT),94.47,Jogbani ICP,159.04
Bihar,Begusarai,Begusarai,1314,LAKHO,5.16,ICD Patna,105.68,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,381.11,Jay Prakash Narayan International Airport (PAT),110.85,Jogbani ICP,144.03
Bihar,Begusarai,Bhagwanpur,1308,MAJNUPUR NAWADA,7.03,ICD Patna,84.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,402.17,Jay Prakash Narayan International Airport (PAT),89.31,Jogbani ICP,152.79
Bihar,Begusarai,Birpur,1313,TILRATH,9.71,ICD Patna,94.52,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,392.71,Jay Prakash Narayan International Airport (PAT),99.77,Jogbani ICP,147.26
Bihar,Begusarai,Cheria Bariarpur,1307,Garhpura,12.03,ICD Patna,94.79,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,398.99,Jay Prakash Narayan International Airport (PAT),100.14,Jogbani ICP,141.78
Bihar,Begusarai,Chhorahi,1305,BARAIPURA HALT,5.91,ICD Patna,95.97,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,406.73,Jay Prakash Narayan International Airport (PAT),101.39,Jogbani ICP,135.56
Bihar,Begusarai,Dandari,1317,PAHARJAGANGAU,6.7,ICD Patna,111.27,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,381.38,Jay Prakash Narayan International Airport (PAT),116.51,Jogbani ICP,136.52
Bihar,Begusarai,Garhpura,1306,Garhpura,1.09,ICD Patna,104.4,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,398.51,Jay Prakash Narayan International Airport (PAT),109.8,Jogbani ICP,130.81
Bihar,Begusarai,Khudabandpur,1304,RUSERA GHAT,7.02,ICD Patna,89.92,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,409.28,Jay Prakash Narayan International Airport (PAT),95.34,Jogbani ICP,141.09
Bihar,Begusarai,Mansurchak,1309,BACHWARA JN,5.91,ICD Patna,78.47,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,410.5,Jay Prakash Narayan International Airport (PAT),83.85,Jogbani ICP,153.79
Bihar,Begusarai,Matihani,1320,LAKHO,8.21,ICD Patna,104.68,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,373.08,Jay Prakash Narayan International Airport (PAT),109.6,Jogbani ICP,155.32
Bihar,Begusarai,Naokothi,1315,SALAUNA,7.95,ICD Patna,105.57,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,388.14,Jay Prakash Narayan International Airport (PAT),110.86,Jogbani ICP,137.33
Bihar,Begusarai,Sahebpur Kamal,1318,SAHIBPUR KAMAL JN,1.86,ICD Patna,127.06,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,367.08,Jay Prakash Narayan International Airport (PAT),132.23,Jogbani ICP,131.92
Bihar,Begusarai,Shamho Akha Kurha,1321,KAJRA,12.74,ICD Patna,110.52,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,365.27,Jay Prakash Narayan International Airport (PAT),115.33,Jogbani ICP,157.49
Bihar,Begusarai,Teghra,1311,BARAUNI FLAG,1.45,ICD Patna,81.07,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,396.4,Jay Prakash Narayan International Airport (PAT),86.19,Jogbani ICP,162.14
Bihar,Bhagalpur,Bihpur,1330,THANA BIHPUR JN,0.23,ICD Patna,178.61,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,338.75,Jay Prakash Narayan International Airport (PAT),183.8,Jogbani ICP,111.76
Bihar,Bhagalpur,Colgong,1336,BIKRAM SHILA,3.63,ICD Siliguri,193.09,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,313.25,Jay Prakash Narayan International Airport (PAT),219.8,Jogbani ICP,120.71
Bihar,Bhagalpur,Gopalpur,1334,KAHALGAON,8.07,ICD Siliguri,194.15,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,322.09,Jay Prakash Narayan International Airport (PAT),209.36,Jogbani ICP,115.05
Bihar,Bhagalpur,Goradih,1342,Gani Dham Halt,5.77,ICD Patna,193.9,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,311.51,Jay Prakash Narayan International Airport (PAT),198.85,Jogbani ICP,133.93
Bihar,Bhagalpur,Ismailpur,1337,LAILAKH MAMLKHA,8.03,ICD Patna,197.01,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,321.84,Jay Prakash Narayan International Airport (PAT),202.12,Jogbani ICP,119.18
Bihar,Bhagalpur,Jagdishpur,1343,Kollikhutaha,0.98,ICD Patna,187.03,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,316.42,Jay Prakash Narayan International Airport (PAT),191.99,Jogbani ICP,132.75
Bihar,Bhagalpur,Kharik,1331,KHARIK,1.21,ICD Patna,185.76,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,334.48,Jay Prakash Narayan International Airport (PAT),190.94,Jogbani ICP,111.5
Bihar,Bhagalpur,Narayanpur,1329,NARAYANPUR,2.83,ICD Patna,172.31,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,339.58,Jay Prakash Narayan International Airport (PAT),177.47,Jogbani ICP,115.91
Bihar,Bhagalpur,Nathnagar,1339,NATHNAGAR,2.62,ICD Patna,180.26,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,322.35,Jay Prakash Narayan International Airport (PAT),185.25,Jogbani ICP,130.6
